internal_row_id,canonical_name,relevance_status,relevance_reason,normalized_domain,website,regions,categories,address,city,phone,rating,reviews_count,google_maps_url,place_ids,duplicate_count,source,scraped_at
uae-pilot-0128,Capi Electronics,irrelevant_small_retail_or_generic,"Category set (Electronics store) indicates a small single-location retail/generic listing, not a genuine mid/large employer target for this project.",capi.com,https://capi.com/stores/zayed-international-airport/capi-electronics-at-terminal-a-c-gates-auh/,Abu Dhabi,Electronics store,"C-gates, Terminal A - Departures - BU 2100 - Al Matar - Zayed International Airport - Abu Dhabi - United Arab Emirates",,,4.0,34,https://www.google.com/maps/search/?api=1&query=Capi%20Electronics&query_place_id=ChIJi2fwADVPXj4RSuQNOPCniHw,ChIJi2fwADVPXj4RSuQNOPCniHw,1,apify_google_maps_run-abudhabi-g4,2026-09-07T11:24:23.818Z
uae-pilot-0129,Capital Engineering Consultancy LLC,eligible_employer,"Category (Engineering consultant, Consultant) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",capitalengg.com,http://www.capitalengg.com/,Abu Dhabi,Engineering consultant;Consultant,"Unit M 1,2, 3 & 4,Building No.: C402 - Building no 9 Al Du St - Mohamed Bin Zayed City - ME10 - Abu Dhabi - United Arab Emirates",,+971 2 553 7568,4.7,85,https://www.google.com/maps/search/?api=1&query=Capital%20Engineering%20Consultancy%20LLC&query_place_id=ChIJ77dln-VAXj4RGXeALFWrLwE,ChIJ77dln-VAXj4RGXeALFWrLwE;ChIJW_xkdgA5Xj4RSarncIz8m_k;ChIJTfmXVQA5Xj4RNyg9arSPBTc,3,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:39.176Z
uae-pilot-0130,CAPITALHOME ELECTRONICS كابيتال هوم للالكترونيات,irrelevant_small_retail_or_generic,"Category set (Electronics store) indicates a small single-location retail/generic listing, not a genuine mid/large employer target for this project.",,,Abu Dhabi,Electronics store,Al Shamkhah - SH36 - Abu Dhabi - United Arab Emirates,,+971 56 874 8000,5.0,7,https://www.google.com/maps/search/?api=1&query=CAPITALHOME%20ELECTRONICS%20%D9%83%D8%A7%D8%A8%D9%8A%D8%AA%D8%A7%D9%84%20%D9%87%D9%88%D9%85%20%D9%84%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A7%D8%AA&query_place_id=ChIJ98FPBFRJXj4RnoucjOS0KGo,ChIJ98FPBFRJXj4RnoucjOS0KGo,1,apify_google_maps_run-abudhabi-g4,2026-09-07T11:24:23.818Z
uae-pilot-0131,Capriole Construction Co. LLC Abu Dhabi Branch,eligible_employer,"Category (Construction company) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",capriole-construction.com,http://www.capriole-construction.com/,Abu Dhabi,Construction company,630A Sheikh Rashid Bin Saeed St - Al Manhal - W14 02 - Abu Dhabi - United Arab Emirates,,+971 2 644 4004,4.7,15,https://www.google.com/maps/search/?api=1&query=Capriole%20Construction%20Co.%20LLC%20Abu%20Dhabi%20Branch&query_place_id=ChIJJ_keBgBnXj4ROBX6bxatSmA,ChIJJ_keBgBnXj4ROBX6bxatSmA,1,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.443Z
uae-pilot-0132,Cargo Line Freight And Logistics LLC,eligible_employer,"Category (Logistics service) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",cargolinefl.com,https://www.cargolinefl.com/,Dubai,Logistics service,Al Melaheyah Plaza - Office 104 - Office Wing Al Mina St - Al Hudaiba - Al Mina - Dubai - United Arab Emirates,,+971 4 223 1031,4.7,70,https://www.google.com/maps/search/?api=1&query=Cargo%20Line%20Freight%20And%20Logistics%20LLC&query_place_id=ChIJ4QWY6xNDXz4RuK6rkxwfWkA,ChIJ4QWY6xNDXz4RuK6rkxwfWkA,1,apify_google_maps_run-dubai-g3,2026-09-07T11:20:59.149Z
uae-pilot-0133,"CELL MISSION MOBILES , Computers, Accessories and Repair Services - Al Satwa",eligible_employer,"Category (Cell phone store) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",cellmission.ae,http://cellmission.ae/,Dubai,Cell phone store,Al Satwa - Dubai - United Arab Emirates,,+971 56 654 2267,5.0,187,https://www.google.com/maps/search/?api=1&query=CELL%20MISSION%20MOBILES%20%2C%20Computers%2C%20Accessories%20and%20Repair%20Services%20-%20Al%20Satwa&query_place_id=ChIJsRDEHABDXz4R3C_rz3t4g3k,ChIJsRDEHABDXz4R3C_rz3t4g3k,1,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.240Z
uae-pilot-0134,Central Hospital SEHA Disease Prevention & Screening Center,eligible_employer,"Category (Medical Center) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",seha.ae,http://www.seha.ae/,Abu Dhabi,Medical Center,F999+HCH - Al Manhal - Al Tibbiya - Abu Dhabi - United Arab Emirates,,+971 800 50,4.0,95,https://www.google.com/maps/search/?api=1&query=Central%20Hospital%20SEHA%20Disease%20Prevention%20%26%20Screening%20Center&query_place_id=ChIJVV0pVj1mXj4R4Z5LhquT0DQ,ChIJVV0pVj1mXj4R4Z5LhquT0DQ,1,apify_google_maps_run-abudhabi-g4,2026-09-07T11:24:07.112Z
uae-pilot-0135,Central Services Complex | مجمع الخدمات المركزية,eligible_employer,"Category (Public health department) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",dubaihealth.ae,http://www.dubaihealth.ae/,Dubai,Public health department,Sheikh Zayed Rd - Al Jafiliya - DIFC - Dubai - United Arab Emirates,,+971 800 60,4.1,44,https://www.google.com/maps/search/?api=1&query=Central%20Services%20Complex%20%7C%20%D9%85%D8%AC%D9%85%D8%B9%20%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%20%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2%D9%8A%D8%A9&query_place_id=ChIJ42GBCN5CXz4Rr8Lzu5J_pys,ChIJ42GBCN5CXz4Rr8Lzu5J_pys,1,apify_google_maps_run-dubai-g4,2026-09-07T11:22:19.433Z
uae-pilot-0136,Centre Line Interiors (New Office),eligible_employer_no_website,Category plausible as a real employer but Google Maps returned no website field - cannot verify an official source without one.,,,Dubai,Construction company,Building No: 333762 Al Diyafah Street - Al Bada' - Dubai - United Arab Emirates,,+971 50 657 1689,,,https://www.google.com/maps/search/?api=1&query=Centre%20Line%20Interiors%20(New%20Office)&query_place_id=ChIJZ9XBHMZDXz4RBwOoX3pKGoM,ChIJZ9XBHMZDXz4RBwOoX3pKGoM,1,apify_google_maps_run-dubai-g1,2026-09-07T11:25:44.430Z
uae-pilot-0137,Chawla Architectural & Consulting Engineers,eligible_employer,"Category (Architecture firm) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",chawladxb.ae,http://www.chawladxb.ae/,Dubai,Architecture firm,"Al Hudaiba Street, Al Fardhan Building - Dubai - United Arab Emirates",,+971 4 349 3435,4.4,68,https://www.google.com/maps/search/?api=1&query=Chawla%20Architectural%20%26%20Consulting%20Engineers&query_place_id=ChIJzcs9AvlCXz4RU3eIiqMTnd8,ChIJzcs9AvlCXz4RU3eIiqMTnd8,1,apify_google_maps_run-dubai-g1,2026-09-07T11:25:47.623Z
uae-pilot-0138,CHUNGHWA BUILDING MATERIAL LLC OPC,eligible_employer_no_website,Category plausible as a real employer but Google Maps returned no website field - cannot verify an official source without one.,,,Abu Dhabi,Architecture firm,Capital mall - Shop number BA027 - Mohamed Bin Zayed City - ME2 - Abu Dhabi - United Arab Emirates,,+971 56 225 6543,1.0,1,https://www.google.com/maps/search/?api=1&query=CHUNGHWA%20BUILDING%20MATERIAL%20LLC%20OPC&query_place_id=ChIJZ847255HXj4RYAGnaP03UGM,ChIJZ847255HXj4RYAGnaP03UGM,1,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:38.979Z
uae-pilot-0139,Cititrans Logistics (Head Office),eligible_employer_no_website,Category plausible as a real employer but Google Maps returned no website field - cannot verify an official source without one.,,,Dubai,Logistics service,Al Mina Road - Al Hudaiba Awards Building - B Block Office No. 505 & 506 - Dubai - United Arab Emirates,,+971 56 487 1599,1.9,9,https://www.google.com/maps/search/?api=1&query=Cititrans%20Logistics%20(Head%20Office)&query_place_id=ChIJy5wzGkqnewURh892_2jozps,ChIJy5wzGkqnewURh892_2jozps,1,apify_google_maps_run-dubai-g3,2026-09-07T11:20:59.906Z
uae-pilot-0140,Cityman electronics,irrelevant_small_retail_or_generic,"Category set (Electronics store) indicates a small single-location retail/generic listing, not a genuine mid/large employer target for this project.",,,Dubai,Electronics store,1 24a St - Al Bada' - Dubai - United Arab Emirates,,+971 4 342 9889,3.7,9,https://www.google.com/maps/search/?api=1&query=Cityman%20electronics&query_place_id=ChIJCZ2tOnZDXz4R1F1OOpqs-Ng,ChIJCZ2tOnZDXz4R1F1OOpqs-Ng,1,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.241Z
uae-pilot-0141,Civilco Civil Engineering & Contracting Company WLL,eligible_employer,"Category (Contractor) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",civilco.ae,http://www.civilco.ae/,Abu Dhabi,Contractor,"411 - Sultan Bin Zayed the First St., Opp Madinat Zayed Shopping Centre Madinat Zayed Office Tower, First Floor - Abu Dhabi - United Arab Emirates",,+971 2 673 4400,4.5,50,https://www.google.com/maps/search/?api=1&query=Civilco%20Civil%20Engineering%20%26%20Contracting%20Company%20WLL&query_place_id=ChIJAQAAAJVmXj4RndsyMxmtC-c,ChIJAQAAAJVmXj4RndsyMxmtC-c,1,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.443Z
uae-pilot-0142,Close System Consultancy Mohammed Bin Zayed Branch,eligible_employer,"Category (Engineering consultant) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",close-system.com,http://www.close-system.com/,Abu Dhabi,Engineering consultant,Mohamed Bin Zayed City - ME12 - Abu Dhabi - United Arab Emirates,,+971 52 923 1918,5.0,1,https://www.google.com/maps/search/?api=1&query=Close%20System%20Consultancy%20Mohammed%20Bin%20Zayed%20Branch&query_place_id=ChIJ4XINRFc5Xj4RRANMF54We3s,ChIJ4XINRFc5Xj4RRANMF54We3s,1,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:41.736Z
uae-pilot-0143,commercial interior design company,eligible_employer_no_website,Category plausible as a real employer but Google Maps returned no website field - cannot verify an official source without one.,,,Dubai,Interior designer,Latifa Tower - 21st floor - 8th Sheikh Zayed Rd - Umm Suqeim - Umm Suqeim 3 - Dubai - United Arab Emirates,,+971 4 490 2115,5.0,9,https://www.google.com/maps/search/?api=1&query=commercial%20interior%20design%20company&query_place_id=ChIJwQO9EYZDXz4RQ5TBEQf8qgI,ChIJwQO9EYZDXz4RQ5TBEQf8qgI,1,apify_google_maps_run-dubai-g1,2026-09-07T11:25:53.861Z
uae-pilot-0144,Comply Bridge Global Advisory,eligible_employer,"Category (Accounting firm) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",complybridgeglob.com,https://complybridgeglob.com/,Dubai,Accounting firm,Al Maskan 2 - 234 - near Gift Village Supermaket - Dubai - United Arab Emirates,,+971 50 612 8806,,,https://www.google.com/maps/search/?api=1&query=Comply%20Bridge%20Global%20Advisory&query_place_id=ChIJ3RPijZdDXz4RQvi8B-AG0rs,ChIJ3RPijZdDXz4RQvi8B-AG0rs,1,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.869Z
uae-pilot-0145,Concept Consulting Engineers,eligible_employer,"Category (Engineering consultant) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",conceptdxp.com,https://conceptdxp.com/,Dubai,Engineering consultant,el-sheikh bin zayed - Al Karama - Dubai - United Arab Emirates,,+971 4 336 4466,4.0,9,https://www.google.com/maps/search/?api=1&query=Concept%20Consulting%20Engineers&query_place_id=ChIJd-azKN9CXz4ROVjbvE9i2yg,ChIJd-azKN9CXz4ROVjbvE9i2yg,1,apify_google_maps_run-dubai-g1,2026-09-07T11:25:38.728Z
uae-pilot-0146,Concept Plus Architects,eligible_employer,"Category (Engineering consultant, Architecture firm) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",linktr.ee,https://linktr.ee/cpaconceptplusarchitect?utm_source=linktree_admin_share,Abu Dhabi,Engineering consultant;Architecture firm,"Mazyad, Mall Tower 3 - Mohamed Bin Zayed City - Z9 01 - Abu Dhabi - United Arab Emirates",,+971 54 441 8616,4.9,33,https://www.google.com/maps/search/?api=1&query=Concept%20Plus%20Architects&query_place_id=ChIJTw8Fi9ZHXj4RqP01K9H7w2c,ChIJTw8Fi9ZHXj4RqP01K9H7w2c;ChIJnWLVpoJHXj4RJyQlaqlpbnU,2,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:38.976Z
uae-pilot-0147,Construction General Contracting House Limited,eligible_employer,"Category (General contractor) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",cgchouse.com,https://www.cgchouse.com/,Abu Dhabi,General contractor,Corniche Rd - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,,+971 2 626 7424,4.3,73,https://www.google.com/maps/search/?api=1&query=Construction%20General%20Contracting%20House%20Limited&query_place_id=ChIJsRsMrXxmXj4RntwR65kiVW8,ChIJsRsMrXxmXj4RntwR65kiVW8,1,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.442Z
uae-pilot-0148,Copri Construction Ent Establishment,eligible_employer,"Category (Construction company) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",copri.ae,https://copri.ae/,Abu Dhabi,Construction company,Al Danah - E11 - Abu Dhabi - United Arab Emirates,,+971 2 667 7766,4.0,42,https://www.google.com/maps/search/?api=1&query=Copri%20Construction%20Ent%20Establishment&query_place_id=ChIJEXmP0nNmXj4RxRo5ayorD9E,ChIJEXmP0nNmXj4RxRo5ayorD9E,1,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.443Z
uae-pilot-0149,CoralFlair Building Contracting LLC,eligible_employer_no_website,Category plausible as a real employer but Google Maps returned no website field - cannot verify an official source without one.,,,Dubai,Construction company,DREC Building - Al Mina St - Dubai - United Arab Emirates,,+971 50 652 9904,5.0,5,https://www.google.com/maps/search/?api=1&query=CoralFlair%20Building%20Contracting%20LLC&query_place_id=ChIJqcEe-0BDXz4RMLHVIZqv3pE,ChIJqcEe-0BDXz4RMLHVIZqv3pE,1,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.704Z
uae-pilot-0150,Core Accounting & Book Keeping LLC,eligible_employer_no_website,Category plausible as a real employer but Google Maps returned no website field - cannot verify an official source without one.,,,Dubai,Accounting firm,"102, Al Baker Plaza Building - Mankhool - Dubai - United Arab Emirates",,+971 56 611 9281,,,https://www.google.com/maps/search/?api=1&query=Core%20Accounting%20%26%20Book%20Keeping%20LLC&query_place_id=ChIJC7sU7O5DXz4R-GkkhV3rsTk,ChIJC7sU7O5DXz4R-GkkhV3rsTk,1,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.869Z
uae-pilot-0151,Core Accounting & Tax Consultation LLC,eligible_employer,"Category (Accounting firm) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",coreauditax.com,https://coreauditax.com/,Abu Dhabi,Accounting firm,"Al Ferdous Tower - Floor No. 6, Office Number 622 - Hamdan Bin Mohammed St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates",,+971 56 564 6102,4.9,25,https://www.google.com/maps/search/?api=1&query=Core%20Accounting%20%26%20Tax%20Consultation%20LLC&query_place_id=ChIJk7El6VtnXj4Rc_9fVzwQDWE,ChIJk7El6VtnXj4Rc_9fVzwQDWE,1,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:35.965Z
uae-pilot-0152,Core cutting dubai,eligible_employer,"Category (Architecture firm) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",corecuttingdubaiuae.com,http://www.corecuttingdubaiuae.com/,Dubai,Architecture firm,Mankhool - Dubai - United Arab Emirates,,+971 56 436 5457,4.7,15,https://www.google.com/maps/search/?api=1&query=Core%20cutting%20dubai&query_place_id=ChIJ8Y5QwBxDXz4Rj3weljfI8ek,ChIJ8Y5QwBxDXz4Rj3weljfI8ek,1,apify_google_maps_run-dubai-g1,2026-09-07T11:25:44.431Z
uae-pilot-0153,Craft Interiors LLC,eligible_employer,"Category (Construction company) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",craft-interior.com,http://www.craft-interior.com/,Abu Dhabi,Construction company,BUILDING NO. P/221 PLOT NO. C58-MZ FLOOR 03 - Musaffah - ME10 - Abu Dhabi - United Arab Emirates,,+971 2 442 1224,4.2,6,https://www.google.com/maps/search/?api=1&query=Craft%20Interiors%20LLC&query_place_id=ChIJwTzlYwo5Xj4RVHHPjkrXb2g,ChIJwTzlYwo5Xj4RVHHPjkrXb2g,1,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:46.785Z
uae-pilot-0154,Cyber Corner Electronics L.L.C,irrelevant_small_retail_or_generic,"Category set (Electronics store) indicates a small single-location retail/generic listing, not a genuine mid/large employer target for this project.",cyberelectronicsllc.com,https://cyberelectronicsllc.com/,Dubai,Electronics store,Al Satwa - Dubai - United Arab Emirates,,+971 50 734 2668,5.0,22,https://www.google.com/maps/search/?api=1&query=Cyber%20Corner%20Electronics%20L.L.C&query_place_id=ChIJmZbsX-lDXz4RIe2rMqx4rWw,ChIJmZbsX-lDXz4RIe2rMqx4rWw,1,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.240Z
uae-pilot-0155,Dar al amal general maintanence,eligible_employer_no_website,Category plausible as a real employer but Google Maps returned no website field - cannot verify an official source without one.,,,Abu Dhabi,Home builder,New - Al Falah - FA8 - Abu Dhabi - United Arab Emirates,,+971 55 969 7917,5.0,1,https://www.google.com/maps/search/?api=1&query=Dar%20al%20amal%20general%20maintanence&query_place_id=ChIJq1RNo2lLXj4Ry0OiCgGRhKI,ChIJq1RNo2lLXj4Ry0OiCgGRhKI,1,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:52.125Z
uae-pilot-0156,Darji Accounting,eligible_employer,"Category (Accounting firm) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",darjiaccounting.ae,http://www.darjiaccounting.ae/,Dubai,Accounting firm,The Burjuman Business Tower - Office No. 1835 Level 18 - E11 - Mankhool - Dubai - United Arab Emirates,,+971 56 948 1011,4.9,75,https://www.google.com/maps/search/?api=1&query=Darji%20Accounting&query_place_id=ChIJIXSqdSJDXz4Rgu6sxd5ia-4,ChIJIXSqdSJDXz4Rgu6sxd5ia-4,1,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.868Z
uae-pilot-0157,Datum Engineering Consultants,eligible_employer,"Category (Engineering consultant) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",datum.ae,http://www.datum.ae/,Dubai,Engineering consultant,Al Garhoud The Business Center Bldg. Office 126 - Dubai - United Arab Emirates,,+971 4 294 8311,4.6,31,https://www.google.com/maps/search/?api=1&query=Datum%20Engineering%20Consultants&query_place_id=ChIJeYHpth5dXz4RKW5Tne66_5A,ChIJeYHpth5dXz4RKW5Tne66_5A,1,apify_google_maps_run-dubai-g1,2026-09-07T11:25:59.196Z
uae-pilot-0158,Delma Bridge Transport & Logistics,eligible_employer,"Category (Logistics service) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",delmabridge.com,http://www.delmabridge.com/,Abu Dhabi,Logistics service,"Zig Zag building - Al Zahiyah, Abu Dhabi - UAE Floor: 2, Office No: 207 - Abu Dhabi - United Arab Emirates",,+971 2 676 1193,5.0,8,https://www.google.com/maps/search/?api=1&query=Delma%20Bridge%20Transport%20%26%20Logistics&query_place_id=ChIJL4CkmsVnXj4RbMpKhzrsrfM,ChIJL4CkmsVnXj4RbMpKhzrsrfM,1,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.235Z
uae-pilot-0159,DESCO Print & Studio - Dry Docks(Al mina),eligible_employer,"Category (Print shop) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",descoonline.com,https://descoonline.com/desco-printing-dry-docks,Dubai,Print shop,D in Seven Pearls Complex - 29) Block - 115 Al Mina St - Madinat Dubai Al Melaheyah - Al Mina - Dubai - United Arab Emirates,,+971 4 575 1039,5.0,291,https://www.google.com/maps/search/?api=1&query=DESCO%20Print%20%26%20Studio%20-%20Dry%20Docks(Al%20mina)&query_place_id=ChIJscDOPABDXz4RxgmFhe7KSkA,ChIJscDOPABDXz4RxgmFhe7KSkA,1,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.990Z
uae-pilot-0160,Desert Tech Building Contracting LLC,eligible_employer,"Category (Construction company) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",deserttechdubai.com,https://deserttechdubai.com/,Dubai,Construction company,"Corporate Centre, First Floor, Al Rumaithy Building No.04 Opposite Aster Maternity Hospital, Al Mankhool Area - Kuwait St - Dubai - United Arab Emirates",,+971 55 803 5757,5.0,2,https://www.google.com/maps/search/?api=1&query=Desert%20Tech%20Building%20Contracting%20LLC&query_place_id=ChIJY0_ENWlDXz4RIjBfsq7wiWA,ChIJY0_ENWlDXz4RIjBfsq7wiWA,1,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.703Z
uae-pilot-0161,Design Club LLC,eligible_employer,"Category (Interior designer) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",designclub.ae,https://designclub.ae/,Dubai,Interior designer,GF Showroom of Wilson Building at 56th Street - close to - 2nd December St - Dubai - United Arab Emirates,,+971 4 398 1011,4.9,67,https://www.google.com/maps/search/?api=1&query=Design%20Club%20LLC&query_place_id=ChIJAZ6YCOZCXz4RmnUu-ymPYBU,ChIJAZ6YCOZCXz4RmnUu-ymPYBU,1,apify_google_maps_run-dubai-g1,2026-09-07T11:25:43.482Z
uae-pilot-0162,Design Hub Building Contracting LLC,eligible_employer,"Category (Construction company) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",design-hub.ae,https://design-hub.ae/,Dubai,Construction company,Villa 6 33rd St - Mankhool - Dubai - United Arab Emirates,,+971 50 380 0786,5.0,42,https://www.google.com/maps/search/?api=1&query=Design%20Hub%20Building%20Contracting%20LLC&query_place_id=ChIJ-8HRXIlpXz4RV_lxCwn2-gs,ChIJ-8HRXIlpXz4RV_lxCwn2-gs,2,apify_google_maps_run-dubai-g1;run-dubai-g3,2026-09-07T11:25:43.483Z
uae-pilot-0163,Design Infinity,eligible_employer,"Category (Interior designer) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",design-infinity.com,http://www.design-infinity.com/,Dubai,Interior designer,"Office No. 212, Hamsah Complex - Khalid Bin Al Waleed Rd - Dubai - United Arab Emirates",,+971 4 379 5902,4.7,172,https://www.google.com/maps/search/?api=1&query=Design%20Infinity&query_place_id=ChIJF9kHrC5DXz4RbZ8979w3bKw,ChIJF9kHrC5DXz4RbZ8979w3bKw,1,apify_google_maps_run-dubai-g1,2026-09-07T11:25:43.483Z
uae-pilot-0164,Design Majlis,eligible_employer,"Category (Interior Decorator) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",designmajlis.com,http://www.designmajlis.com/,Abu Dhabi,Interior Decorator,Yas Mall - Yas Island - YS1 - Abu Dhabi - United Arab Emirates,,+971 50 216 6810,5.0,13,https://www.google.com/maps/search/?api=1&query=Design%20Majlis&query_place_id=ChIJIXIpYxxnXj4RupC5xv1mO_w,ChIJIXIpYxxnXj4RupC5xv1mO_w,1,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:52.125Z
uae-pilot-0165,Design Studio 727,eligible_employer,"Category (Interior designer) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",designstudio727.ae,https://www.designstudio727.ae/,Abu Dhabi,Interior designer,"Cloud Spaces, Yas Mall - level 1 - Yas Island - YS1 - Abu Dhabi - United Arab Emirates",,+971 50 516 5331,5.0,14,https://www.google.com/maps/search/?api=1&query=Design%20Studio%20727&query_place_id=ChIJ7-woAaVFXj4RivusMU72yVk,ChIJ7-woAaVFXj4RivusMU72yVk,1,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:52.125Z
uae-pilot-0166,Designer East (Architecture & Engineering Design),eligible_employer,"Category (Architecture firm) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",designereast.com,http://designereast.com/,Dubai,Architecture firm,The Park Place Tower - Office 603 - Sheikh Zayed Rd - Sheikh Al Zayed Road - Dubai - United Arab Emirates,,+971 4 352 2253,4.3,41,https://www.google.com/maps/search/?api=1&query=Designer%20East%20(Architecture%20%26%20Engineering%20Design)&query_place_id=ChIJIRa6lvJCXz4RdAGcCo9jF2I,ChIJIRa6lvJCXz4RdAGcCo9jF2I,1,apify_google_maps_run-dubai-g1,2026-09-07T11:25:56.120Z
uae-pilot-0167,Dhafir Development & Contracting LLC,eligible_employer,"Category (Construction company) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",dhafirdc.com,http://www.dhafirdc.com/,Abu Dhabi,Construction company,F9WH+757 Building P/705 - Al Zahiyah - E16 - Abu Dhabi - United Arab Emirates,,+971 2 645 9000,4.2,34,https://www.google.com/maps/search/?api=1&query=Dhafir%20Development%20%26%20Contracting%20LLC&query_place_id=ChIJG2ntPlpmXj4R67MTJUrCFqo,ChIJG2ntPlpmXj4R67MTJUrCFqo,1,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.443Z
uae-pilot-0168,DLI - Design Line Interiors,eligible_employer_no_website,Category plausible as a real employer but Google Maps returned no website field - cannot verify an official source without one.,,,Dubai,Interior designer,7 1st St - Jumeirah - Jumeira First - Dubai - United Arab Emirates,,+971 4 385 7050,4.0,2,https://www.google.com/maps/search/?api=1&query=DLI%20-%20Design%20Line%20Interiors&query_place_id=ChIJ__-PgABDXz4RLoLsG_QTi68,ChIJ__-PgABDXz4RLoLsG_QTi68,1,apify_google_maps_run-dubai-g1,2026-09-07T11:25:43.482Z
uae-pilot-0169,DMC Global Logistics L.L.C - Abu Dhabi Branch,eligible_employer_no_website,Category plausible as a real employer but Google Maps returned no website field - cannot verify an official source without one.,,,Abu Dhabi,Logistics service,Office No. 51 | 15th Floor Al Firdous Tower - Hamdan Bin Mohammed St - Abu Dhabi - United Arab Emirates,,+971 2 678 6060,3.3,3,https://www.google.com/maps/search/?api=1&query=DMC%20Global%20Logistics%20L.L.C%20-%20Abu%20Dhabi%20Branch&query_place_id=ChIJL_j-OeFnXj4R3nfAw-ycOb4,ChIJL_j-OeFnXj4R3nfAw-ycOb4,1,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.240Z
uae-pilot-0170,Double Square Engineering Consultancy,eligible_employer,"Category (Engineering consultant) is a plausible genuine employer sector matching the task's target sectors, and a website is present for verification.",doublesquare.ae,http://www.doublesquare.ae/,Abu Dhabi,Engineering consultant,"OFFICE #M2, BLDG 347 - ME9 - Abu Dhabi - United Arab Emirates",,+971 50 974 2281,5.0,12,https://www.google.com/maps/search/?api=1&query=Double%20Square%20Engineering%20Consultancy&query_place_id=ChIJuZ6fBVpHXj4RWq4_Xx4X_Ms,ChIJuZ6fBVpHXj4RWq4_Xx4X_Ms,1,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:39.176Z
