internal_row_id,canonical_name,relevance_status,reason_for_review,google_category,address,city,website,google_maps_url,batch_status
uae-pilot-0344,PA Associates Engineering Consultancy Abu Dhabi,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Engineering consultant,Musaffah - ME9 - Abu Dhabi - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=PA%20Associates%20Engineering%20Consultancy%20Abu%20Dhabi&query_place_id=ChIJLZDQUGRHXj4RSN1salD4hik,not_enriched_this_pass
uae-pilot-0356,Prime Gypsum and Electrical Services,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Interior designer,,,,https://www.google.com/maps/search/?api=1&query=Prime%20Gypsum%20and%20Electrical%20Services&query_place_id=ChIJNxFoi-MndS8RTHOm4tAi21w,not_enriched_this_pass
uae-pilot-0369,Reehan Advertising,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Architecture firm,Al Hudaiba Rd - Al Bada' - Dubai - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Reehan%20Advertising&query_place_id=ChIJGYciy9FDXz4RIn8sxM6Sfoo,not_enriched_this_pass
uae-pilot-0383,Sawalma Medical Centre,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Hospital,67PF+XRV - Al Bada' - Dubai - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Sawalma%20Medical%20Centre&query_place_id=ChIJuQ5rGf5CXz4Ru7LoLbydGYE,not_enriched_this_pass
uae-pilot-0399,Smart Concept Engineering Consultancy L.L.C,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Interior architect office,M9 - Mezzanine Floor - Office M01 - Mohamed Bin Zayed City - M01 - Abu Dhabi - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Smart%20Concept%20Engineering%20Consultancy%20L.L.C&query_place_id=ChIJc4zsW9Y5Xj4RdhKXusKopsU,not_enriched_this_pass
uae-pilot-0402,Space Designers Engineering Consultant,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Engineering consultant,"Al Garhoud, Golf Park Building, Flat # 304 - Dubai - United Arab Emirates",,,https://www.google.com/maps/search/?api=1&query=Space%20Designers%20Engineering%20Consultant&query_place_id=ChIJze_S6hhdXz4RqNnBivK8AyY,not_enriched_this_pass
uae-pilot-0403,SPACE ENGINEERING CONSULTANTS,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Engineering consultant,67MJ+6X8 - murqqabat - Dubai - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=SPACE%20ENGINEERING%20CONSULTANTS&query_place_id=ChIJbVLywuRCXz4Ru89JIE9rbkw,not_enriched_this_pass
uae-pilot-0404,Specialized Marketing Company WLL,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Shelving store,Sheikh Hamdan Bin Mohammed Street (Hamdan Street) - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Specialized%20Marketing%20Company%20WLL&query_place_id=ChIJOT48gF5mXj4R0OHOIa01abk,not_enriched_this_pass
uae-pilot-0414,Sustainable Architectural and Engineering Consultancy,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Engineering consultant,Latifa Tower - Trade Center First - Dubai - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Sustainable%20Architectural%20and%20Engineering%20Consultancy&query_place_id=ChIJw6XmTthdXz4RerFlMozF2jY,not_enriched_this_pass
uae-pilot-0418,Tameer Engineering Consultancy,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Engineering consultant,W14 - 02 شارع الكرامة - Mohamed Bin Zayed City - Z9 01 - Abu Dhabi - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Tameer%20Engineering%20Consultancy&query_place_id=ChIJe1268SZmXj4RIoQd03UV8Po,not_enriched_this_pass
uae-pilot-0423,THIRD DIMENSION ENGINEERING CONSULTANCY,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Engineering consultant,8G9M+2QF - Mohamed Bin Zayed City - ME12 - Abu Dhabi - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=THIRD%20DIMENSION%20ENGINEERING%20CONSULTANCY&query_place_id=ChIJ4c1dKAA5Xj4RhpPEpd3cnTM,not_enriched_this_pass
uae-pilot-0425,Trojan Engineering consultants تروجان للاستشارات الهندسية,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Engineering consultant,"M02, Abu Dhabi - MBZ - M9 - Building C87 Mezzanine Floor - بن زايد - Mohamed Bin Zayed City - ME9 - Abu Dhabi - United Arab Emirates",,,https://www.google.com/maps/search/?api=1&query=Trojan%20Engineering%20consultants%20%D8%AA%D8%B1%D9%88%D8%AC%D8%A7%D9%86%20%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D9%8A%D8%A9&query_place_id=ChIJx4TaojRHXj4RwZf9sHcDUNM,not_enriched_this_pass
uae-pilot-0426,TrueMove Logistics,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Mover,Office 602 - Al Maryah Island - Abu Dhabi Global Market Square - Abu Dhabi - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=TrueMove%20Logistics&query_place_id=ChIJ0-OWFdNnXj4R_H4YXO9Zp1I,not_enriched_this_pass
uae-pilot-0427,Trust Construction Est.,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Construction company,Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Trust%20Construction%20Est.&query_place_id=ChIJ_f3wjTZmXj4RFiECX_APNcM,not_enriched_this_pass
uae-pilot-0430,Unicorn Madical Centre,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Hospital,67MH+VFR - Satwa Roundabout - Al Satwa - Dubai - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Unicorn%20Madical%20Centre&query_place_id=ChIJ21dsifxCXz4RJnj4RgMonlk,not_enriched_this_pass
uae-pilot-0433,VAT Plus Tax Accounting Consultancy Abu Dhabi,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Accounting firm,314 Khalifa Bin Zayed The First St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=VAT%20Plus%20Tax%20Accounting%20Consultancy%20Abu%20Dhabi&query_place_id=ChIJ3fL26ZRnXj4R80kDeC9ANG8,not_enriched_this_pass
uae-pilot-0437,Vsb mall project site office,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Construction company,124 Sheikh Khalifa Bin Zayed St - Mankhool - Dubai - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Vsb%20mall%20project%20site%20office&query_place_id=ChIJB4ThXQBDXz4ROjm1AJlF7l4,not_enriched_this_pass
uae-pilot-0438,Wall Street Engineering Consultant وول ستريت للاستشارات الهندسية,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Architecture firm,2 Dolphin St - Mohamed Bin Zayed City - ME11 - Abu Dhabi - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Wall%20Street%20Engineering%20Consultant%20%D9%88%D9%88%D9%84%20%D8%B3%D8%AA%D8%B1%D9%8A%D8%AA%20%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D9%8A%D8%A9&query_place_id=ChIJgVXb1_w5Xj4R1z8Ow1h3e_o,not_enriched_this_pass
uae-pilot-0440,Welfare Medical Centre,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Medical Center,"2030, Al Satwa Building - near Satwa Roundabout - Dubai - United Arab Emirates",,,https://www.google.com/maps/search/?api=1&query=Welfare%20Medical%20Centre&query_place_id=ChIJXydxkrpDXz4RLXo7rABeWHs,not_enriched_this_pass
uae-pilot-0447,WSWArchitects,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Architecture firm,67HP+VF8 - Trade Center First - Dubai - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=WSWArchitects&query_place_id=ChIJRwcnSe9CXz4RP8_z_Imu4aw,not_enriched_this_pass
uae-pilot-0449,Yasinmobin,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Architecture firm,Al Daghaya - Deira - Dubai - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Yasinmobin&query_place_id=ChIJ39_AM1NDXz4RPNdJ4OB90W4,not_enriched_this_pass
uae-pilot-0451,YUSEN LOGISTICS MIDDLE EAST L.L.C,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Shipping service,Madinat Dubai Al Melaheyah - Al Mina - Dubai - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=YUSEN%20LOGISTICS%20MIDDLE%20EAST%20L.L.C&query_place_id=ChIJMwpMKh9DXz4R1gcTvY4qcXA,not_enriched_this_pass
uae-pilot-0457,Zayed The First St / NMC Specialty Hospital,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Bus stop,Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=Zayed%20The%20First%20St%20%2F%20NMC%20Specialty%20Hospital&query_place_id=ChIJ57SzHm9mXj4Rmm_3zQrV-Uk,not_enriched_this_pass
uae-pilot-0464,شركة الفردوس لتنسيق الحدائق وقطع الأشجار,eligible_employer_no_website,No website field returned by Google Maps - cannot verify an official source.,Landscape designer,8 Sileel Al Harmal St - Mohamed Bin Zayed City - Z8 - Abu Dhabi - United Arab Emirates,,,https://www.google.com/maps/search/?api=1&query=%D8%B4%D8%B1%D9%83%D8%A9%20%D8%A7%D9%84%D9%81%D8%B1%D8%AF%D9%88%D8%B3%20%D9%84%D8%AA%D9%86%D8%B3%D9%8A%D9%82%20%D8%A7%D9%84%D8%AD%D8%AF%D8%A7%D8%A6%D9%82%20%D9%88%D9%82%D8%B7%D8%B9%20%D8%A7%D9%84%D8%A3%D8%B4%D8%AC%D8%A7%D8%B1&query_place_id=ChIJw4Fq9t5HXj4RMexNVrEaeBw,not_enriched_this_pass
uae-pilot-0018,Accountspro Accounting Tax Consultancy L. L. C - S. P. C,eligible_employer_deep_verified_needs_more_evidence,"Real independent accounting firm, Abu Dhabi. No careers page found.",Accounting/Audit,,Abu Dhabi,http://www.accountspro.ae/,https://www.google.com/maps/search/?api=1&query=Accountspro%20Accounting%20Tax%20Consultancy%20L.%20L.%20C%20-%20S.%20P.%20C&query_place_id=ChIJ48HzewA5Xj4RqcN5R9I4kmw,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0434,Vitruvius Accounting Records and Books Keeping Organisation,eligible_employer_deep_verified_needs_more_evidence,"Real independent firm (LLC OPC), Abu Dhabi, 15+ yrs claimed. Only a personal linkedin.com/in/ profile self-referenced - not usable per policy (company pages only). No careers page.",Accounting/Audit,,Abu Dhabi,https://www.vitruvius.ae/,https://www.google.com/maps/search/?api=1&query=Vitruvius%20Accounting%20Records%20and%20Books%20Keeping%20Organisation&query_place_id=ChIJcYX41iZnXj4RCKbWHc84iok,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0450,Yemnak Management Consultancy L.L.C.,eligible_employer_deep_verified_needs_more_evidence,"Two fetch attempts returned only a page title (""Business Consulting & Advisory Services UAE | Yemnak""), no substantive content - likely a JS-rendered page. Needs a manual browser check.",Accounting/Audit,,Abu Dhabi,https://www.yemnak.ae/,https://www.google.com/maps/search/?api=1&query=Yemnak%20Management%20Consultancy%20L.L.C.&query_place_id=ChIJSf-Zr-BlXj4R1nB2GJnSFjQ,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0458,Zero Accounting,eligible_employer_deep_verified_needs_more_evidence,"Two fetch attempts returned only a page title (""Zero Accounting — Dubai & Abu Dhabi Auditing and Accounting Firm""), no substantive content - likely a JS-rendered page. Needs a manual browser check.",Accounting/Audit,,Abu Dhabi,https://zeroaccounting.ae/,https://www.google.com/maps/search/?api=1&query=Zero%20Accounting&query_place_id=ChIJcdHpJd9nXj4R9FnIcWqLKMI,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0230,Hampshire Accountants Dubai,eligible_employer_deep_verified_needs_more_evidence,"Real independent firm (also UK-based), Dubai branch, ACCA/AAT affiliated. No careers page or LinkedIn self-reference found.",Accounting/Audit,,Dubai,http://www.hampshire.ae/,https://www.google.com/maps/search/?api=1&query=Hampshire%20Accountants%20Dubai&query_place_id=ChIJWYoZUABDXz4R_Hk0tBNTsvA,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0052,Al Marona Accounting and Bookkeeping,eligible_employer_deep_verified_needs_more_evidence,"Real independent business-advisory firm, two Dubai offices. No careers page found; LinkedIn mentioned only in body text, no direct URL captured.",Accounting/Audit,,Dubai,https://www.almarona.com/,https://www.google.com/maps/search/?api=1&query=Al%20Marona%20Accounting%20and%20Bookkeeping&query_place_id=ChIJIfcYWHZDXz4RY14OaM4Qc-Q,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0083,AMZ Consultants,eligible_employer_deep_verified_needs_more_evidence,"Two fetch attempts (homepage + /about-us, which 404d) returned only a page title, no substantive content. Needs a manual browser check.",Accounting/Audit,,Dubai,https://www.amzconsultants.ae/,https://www.google.com/maps/search/?api=1&query=AMZ%20Consultants&query_place_id=ChIJyzWYxzVDXz4Rta7jxWTYpiM,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0416,TalaweenInteriors,eligible_employer_deep_verified_needs_more_evidence,SSL error (TLSV1_ALERT_INTERNAL_ERROR) on fetch - could not verify content this pass. Needs a manual browser check or retry.,Architecture,,Abu Dhabi,https://talaween.ae/,https://www.google.com/maps/search/?api=1&query=TalaweenInteriors&query_place_id=ChIJt2VLbtEH0EYRGbMVdBBLswA,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0324,Next Architects Engineering Consultancy,eligible_employer_deep_verified_needs_more_evidence,"Real firm claiming operation since 2010 (Abu Dhabi + Dubai), but hosted on a personal Vercel subdomain (next-architects.vercel.app) rather than a custom domain - a real domain-quality red flag for an allegedly 14-year-old firm, downgraded accordingly. No careers page.",Architecture,,Abu Dhabi,https://next-architects.vercel.app/,https://www.google.com/maps/search/?api=1&query=Next%20Architects%20Engineering%20Consultancy&query_place_id=ChIJD4oCVo5HXj4RrSA_lxBi8CM,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0341,OPD Architectural Consultant,eligible_employer_deep_verified_needs_more_evidence,"Independent architecture/interior design firm, two Dubai offices. Has a company LinkedIn page but no careers page or hiring email found.",Architecture,,Dubai,https://opd.ae/,https://www.google.com/maps/search/?api=1&query=OPD%20Architectural%20Consultant&query_place_id=ChIJRYKQSdNpXz4RmGt3SMN-odY,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0231,HAOarchitects,eligible_employer_deep_verified_needs_more_evidence,"Minimal verifiable content - no team info, credentials, or careers/LinkedIn found. Real UAE presence not strongly confirmed beyond marketing copy.",Architecture,,Dubai,http://www.hao.ae/,https://www.google.com/maps/search/?api=1&query=HAOarchitects&query_place_id=ChIJwZmIDBNDXz4RrM6N4grO4J4,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0235,HDR Architectural and Consulting Engineers L.L.C,eligible_employer_deep_verified_needs_more_evidence,"Real but young independent firm (founded 2023), Dubai, led by a named civil engineer. No careers page; only the founder's personal LinkedIn profile found (not usable per policy).",Architecture,,Dubai,http://www.hdr.ae/,https://www.google.com/maps/search/?api=1&query=HDR%20Architectural%20and%20Consulting%20Engineers%20L.L.C&query_place_id=ChIJ9eVIBO1DXz4R9nc0XyTnLjg,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0091,Arkiplan Consulting Architects and Engineers,eligible_employer_deep_verified_needs_more_evidence,"Independent firm founded 2005, Dubai, 217+ projects/75+ staff claimed. Has company LinkedIn but no careers page found.",Architecture,,Dubai,http://www.arkiplan-me.com/,https://www.google.com/maps/search/?api=1&query=Arkiplan%20Consulting%20Architects%20and%20Engineers&query_place_id=ChIJJ9vaQPNcXz4RQlnG4Uuegjs,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0152,Core cutting dubai,eligible_employer_deep_verified_needs_more_evidence,HTTP 401 Unauthorized on fetch - could not verify content or confirm whether this is an architecture firm or a specialty demolition/core-cutting contractor (name suggests the latter). Needs a manual browser check.,Architecture,,Dubai,http://www.corecuttingdubaiuae.com/,https://www.google.com/maps/search/?api=1&query=Core%20cutting%20dubai&query_place_id=ChIJ8Y5QwBxDXz4Rj3weljfI8ek,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0352,Pivot Engineering & General Contracting Co,eligible_employer_deep_verified_needs_more_evidence,"Two fetch attempts (homepage empty content, /about 404d) - could not verify. Needs a manual browser check.",Construction,,Abu Dhabi,https://www.pivot.ae/,https://www.google.com/maps/search/?api=1&query=Pivot%20Engineering%20%26%20General%20Contracting%20Co&query_place_id=ChIJvVV6FvzcDhQRnRNFQ38T5jA,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0385,Scan Construction,eligible_employer_deep_verified_needs_more_evidence,"Independent firm est. 1991, Abu Dhabi, ISO-certified, 200+ projects claimed. Has company LinkedIn but no careers page found.",Construction,,Abu Dhabi,https://www.scanco.ae/,https://www.google.com/maps/search/?api=1&query=Scan%20Construction&query_place_id=ChIJg6SOY2RmXj4RuOHuBjsmLOI,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0027,Aims General Contracting Company,eligible_employer_deep_verified_needs_more_evidence,"Real independent EPCM contracting firm, Abu Dhabi. No careers page or LinkedIn found.",Construction,,Abu Dhabi,http://www.aimsauh.ae/,https://www.google.com/maps/search/?api=1&query=Aims%20General%20Contracting%20Company&query_place_id=ChIJ1esU6npmXj4RqRJx1VbUJBY,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0162,Design Hub Building Contracting LLC,eligible_employer_deep_verified_needs_more_evidence,"Independent firm est. 2003 (20+ yrs), Dubai, active project portfolio (Arjan, Dubai Hills, Jumeirah Park). No careers page or LinkedIn found.",Construction,,Dubai,https://design-hub.ae/,https://www.google.com/maps/search/?api=1&query=Design%20Hub%20Building%20Contracting%20LLC&query_place_id=ChIJ-8HRXIlpXz4RV_lxCwn2-gs,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0362,Qeyas Contracting L.L.C.,eligible_employer_deep_verified_needs_more_evidence,Connection reset on fetch - could not verify. Needs a manual browser check.,Construction,,Dubai,http://www.qeyascontracting.ae/,https://www.google.com/maps/search/?api=1&query=Qeyas%20Contracting%20L.L.C.&query_place_id=ChIJv2kGbQFDXz4ReS2z7nyiB2A,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0201,Exceptional Interior Decoration LLC,eligible_employer_deep_verified_needs_more_evidence,"Independent family-owned firm, 25+ yrs, Dubai. Has company LinkedIn but no careers page found.",Construction,,Dubai,http://exceptional.ae/,https://www.google.com/maps/search/?api=1&query=Exceptional%20Interior%20Decoration%20LLC&query_place_id=ChIJaTTjwe1CXz4Rw2okiZy2soo,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0251,IDX INTERIOR DECORATION LLC,eligible_employer_deep_verified_needs_more_evidence,"Independent firm est. 2018, Dubai, services span commercial/hospitality/healthcare/education/retail sectors. Has company LinkedIn but no careers page found.",Construction,,Dubai,http://www.idxperts.com/,https://www.google.com/maps/search/?api=1&query=IDX%20INTERIOR%20DECORATION%20LLC&query_place_id=ChIJ8e4gPtcTXz4RSoFfjOM0T1A,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0395,Shine Square Building Contracting LLC,eligible_employer_deep_verified_needs_more_evidence,HTTP 500 Internal Server Error on fetch - could not verify. Needs a manual browser check.,Construction,,Dubai,http://www.shinesquarebuilders.com/,https://www.google.com/maps/search/?api=1&query=Shine%20Square%20Building%20Contracting%20LLC&query_place_id=ChIJ5wt1G6NpXz4RxVdQId_Mck8,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0398,Smart Buildings Consultancy Engineering,eligible_employer_deep_verified_needs_more_evidence,"Named major clients (ADNOC, FAB, Aldar) but the fetched content itself reads as placeholder/generic text (""may be under development""), a real caution flag. No careers page. Abu Dhabi + Dubai offices claimed.",Engineering,,Abu Dhabi,https://www.sbc-uae.ae/,https://www.google.com/maps/search/?api=1&query=Smart%20Buildings%20Consultancy%20Engineering&query_place_id=ChIJmfPl_bo4Xj4RaRHuaH2b7yI,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0011,ABACUS ENGINEERING CONSULTANCY,eligible_employer_deep_verified_needs_more_evidence,"Real but young independent firm (founded 2021), Abu Dhabi, named principals. No careers page or LinkedIn found.",Engineering,,Abu Dhabi,http://www.abacusarchitects.ae/,https://www.google.com/maps/search/?api=1&query=ABACUS%20ENGINEERING%20CONSULTANCY&query_place_id=ChIJmYQoH_lnXj4RpmHYow0_mls,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0170,Double Square Engineering Consultancy,eligible_employer_deep_verified_needs_more_evidence,TLS certificate expired at fetch time - could not verify. Needs a manual browser check.,Engineering,,Abu Dhabi,http://www.doublesquare.ae/,https://www.google.com/maps/search/?api=1&query=Double%20Square%20Engineering%20Consultancy&query_place_id=ChIJuZ6fBVpHXj4RWq4_Xx4X_Ms,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0200,Ever Win Architectural Engineering Consultancy LLC,eligible_employer_deep_verified_needs_more_evidence,"Real independent firm, Abu Dhabi, named authority liaisons (Municipality, Civil Defense, Urban Planning Council). No careers page or LinkedIn found. Content professionally maintained but no formal registration/license number visible.",Engineering,,Abu Dhabi,http://everwinec.ae/,https://www.google.com/maps/search/?api=1&query=Ever%20Win%20Architectural%20Engineering%20Consultancy%20LLC&query_place_id=ChIJ_zqd-KY4Xj4RvrBS9eofxxU,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0047,Al Khawaja Engineering Consultants [KWEC],eligible_employer_deep_verified_needs_more_evidence,"Independent firm (Al Khawaja/KWEC), Dubai, named real project portfolio (Luxor Tower, SAAS Hills). CAUTION: fetched content also contained unrelated casino/gambling affiliate content mixed in with the page - a real legitimacy/compromised-site concern, flagged explicitly rather than ignored. No careers page confirmed.",Engineering,,Dubai,https://kwec.ae/,https://www.google.com/maps/search/?api=1&query=Al%20Khawaja%20Engineering%20Consultants%20%5BKWEC%5D&query_place_id=ChIJNUO4mcxcXz4RkIFqB0V4_hU,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0064,Al Turath Engineering Consultant LLC,eligible_employer_deep_verified_needs_more_evidence,"Real firm (Al Turath/TEC), Dubai, but the site itself displays an ""under construction"" notice, limiting available evidence. No careers page.",Engineering,,Dubai,http://www.tec.ae/,https://www.google.com/maps/search/?api=1&query=Al%20Turath%20Engineering%20Consultant%20LLC&query_place_id=ChIJ6WpTyTpDXz4RnU2K9tknlO0,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0315,Nakashi Lighting - Luxury Lighting Design & Consultancy,eligible_employer_deep_verified_needs_more_evidence,"Independent lighting-design consultancy, Dubai + GCC, explicitly states no brand/distributor affiliations (genuinely independent). Has company LinkedIn but no careers page found.",Engineering,,Dubai,http://nakashi.ae/?utm_source=gmb&utm_medium=organic,https://www.google.com/maps/search/?api=1&query=Nakashi%20Lighting%20-%20Luxury%20Lighting%20Design%20%26%20Consultancy&query_place_id=ChIJF4u8aD9DXz4RPHWEoQ2t4iM,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0351,Pioneer Engineering Consultants,eligible_employer_deep_verified_needs_more_evidence,TLS hostname mismatch (cert only valid for the non-www variant) - could not verify. Needs a manual browser check.,Engineering,,Dubai,http://www.pecdubai.ae/,https://www.google.com/maps/search/?api=1&query=Pioneer%20Engineering%20Consultants&query_place_id=ChIJJxtkg7VcXz4RNzzRaPMYAR8,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0305,Model Engineering Consultants,eligible_employer_deep_verified_needs_more_evidence,"Independent firm founded 1972 (one of the longer-established candidates), Dubai HQ + branches in RAK, Abu Dhabi, and 3 other countries, 720+ projects claimed. Has company LinkedIn but no careers page found.",Engineering,,Dubai,https://designbymodel.com/,https://www.google.com/maps/search/?api=1&query=Model%20Engineering%20Consultants&query_place_id=ChIJqa6XwgBDXz4RGgnolKZcWlQ,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0115,Beverly Hills Specialty Hospital,eligible_employer_deep_verified_needs_more_evidence,"Independent hospital, Abu Dhabi, MOHAP-licensed, named CEO/Founder. LinkedIn slug (""bhmc-uae"") does not exactly match the company's own name (""BHSH"") - flagged as an unresolved identity discrepancy, not silently assumed to match. No careers page.",Healthcare,,Abu Dhabi,http://bhsh.ae/,https://www.google.com/maps/search/?api=1&query=Beverly%20Hills%20Specialty%20Hospital&query_place_id=ChIJ8_3iZ4NoXj4Raf-BHjwXi7g,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0134,Central Hospital SEHA Disease Prevention & Screening Center,eligible_employer_deep_verified_needs_more_evidence,"seha.ae (the government SEHA hospital network domain) returned HTTP 403 again this pass - consistent with the same block already documented for Corniche Hospital, Zayed Military Hospital, and Sheikh Khalifa Medical City in the prior enrichment pass. Confirms this is a systemic seha.ae-wide block, not an isolated issue.",Healthcare,,Abu Dhabi,http://www.seha.ae/,https://www.google.com/maps/search/?api=1&query=Central%20Hospital%20SEHA%20Disease%20Prevention%20%26%20Screening%20Center&query_place_id=ChIJVV0pVj1mXj4R4Z5LhquT0DQ,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0320,National Hospital Abu Dhabi,eligible_employer_deep_verified_needs_more_evidence,"Two fetch attempts (homepage empty content, /about-us insufficient) returned no substantive content - likely JS-rendered. Needs a manual browser check.",Healthcare,,Abu Dhabi,https://nationalhospital.ae/,https://www.google.com/maps/search/?api=1&query=National%20Hospital%20Abu%20Dhabi&query_place_id=ChIJZXaEJwBnXj4R9EmZnC4k160,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0184,Eclipse Clinic | GP | Aesthetics | Psychology | Obstetrics & Gynecology | General Medicine | Wellness,eligible_employer_deep_verified_needs_more_evidence,"Independent clinic, Dubai, multiple named licensed practitioners, accepts multiple insurers. Has company LinkedIn but no careers page found.",Healthcare,,Dubai,https://eclipseclinic.ae/,https://www.google.com/maps/search/?api=1&query=Eclipse%20Clinic%20%7C%20GP%20%7C%20Aesthetics%20%7C%20Psychology%20%7C%20Obstetrics%20%26%20Gynecology%20%7C%20General%20Medicine%20%7C%20Wellness&query_place_id=ChIJpbIHWstDXz4RElTexCe16wA,deep_verified_2026-09-07_needs_more_evidence
uae-pilot-0183,Ear Care Medical Center ECMC,eligible_employer_deep_verified_needs_more_evidence,"Real independent ENT/multi-department medical center, Dubai, MOH-licensed. No careers page or LinkedIn found.",Healthcare,,Dubai,https://ecmcweb.com/,https://www.google.com/maps/search/?api=1&query=Ear%20Care%20Medical%20Center%20ECMC&query_place_id=ChIJlzNl7v9CXz4Reo5rLIVfV8A,deep_verified_2026-09-07_needs_more_evidence
