candidate_id,normalized_name,previous_outcome,previous_blocker,new_searches_performed,direct_urls_checked,new_evidence,revised_outcome,remaining_blocker
kw-lead-18,Kuwait Foundation for the Advancement of Sciences (KFAS),hold_manual_review,"Direct fetch of kfas.org.kw failed with an expired-certificate error (a technical/access issue, not evidence the organization is not real). KFAS is a well-known, real, prominent Kuwait government-linked science-funding foundation. Needs a re-fetch (certificate issue may be transient) before staging.","yes (WebSearch + WebFetch, recovery pass 2)",,RECOVERY PASS 2 (2026-09-13): Not re-attempted this pass; kfas.org.kw's TLS certificate problem was already documented as persistent across https/http in the prior pass. No new information.,hold_manual_review,see notes
kw-lead-19,"Cisco Systems, Inc.",hold_manual_review,"RECLASSIFIED: Cisco is a definitely-real global technology company -- the generic careers page loaded fine but showed no location-filtered results, a static-fetch interaction limitation, not an identity problem. [RECOVERY PASS 2026-09-13] General careers overview page fetched; showed no location-spe","yes (WebSearch + WebFetch, recovery pass 2)",https://www.cisco.com/c/en/us/about/careers.html,RECOVERY PASS 2 (2026-09-13): No new Kuwait-specific first-party confirmation; only generic third-party job-board mentions found.,hold_manual_review,see notes
kw-lead-20,Hilton Worldwide,hold_manual_review,"CONFIRMED 4 Kuwait properties via Hilton's own booking site: Hilton Garden Inn Kuwait, Waldorf Astoria Kuwait, Hampton by Hilton Kuwait Salmiya, and Hilton Kuwait Mangaf Resort (listed as 'Coming Soon'). This is booking-site evidence (secondary), not yet an official careers/HR confirmation -- needs ","yes (WebSearch + WebFetch, recovery pass 2)",https://www.hilton.com,"RECOVERY PASS 2 (2026-09-13): Re-checked. No official Hilton ATS URL (jobs.hilton.com or equivalent) could be located via WebSearch or direct fetch this pass; hilton.com/en/careers/ 404'd. 4 Kuwait properties remain confirmed only via Hilton's own booking site (secondary) and third-party job boards, not first-party careers/HR evidence. Technical discovery block persists.",hold_manual_review,see notes
kw-lead-21,unresolved,insufficient_evidence,Identity explicitly ambiguous per task instruction. No confident real-entity match found without WebSearch. Not guessed.,"yes (WebSearch + WebFetch, recovery pass 2)",,RECOVERY PASS 2 (2026-09-13): Fresh search for 'EDT' found no matching company in a Kuwait context. Genuine identity gap persists after real search.,insufficient_evidence,see notes
kw-lead-23,Accenture,hold_manual_review,accenture.com/kw-en/careers returned HTTP 403 this pass. Accenture already has Qatar (cc-accenture-qatar) and Saudi (cc-accenture-sa) rows following an established '-country' suffix convention; a Kuwait row would likely follow the same pattern (cc-accenture-kw) if Kuwait-specific evidence is confirm,"yes (WebSearch + WebFetch, recovery pass 2)",https://www.accenture.com/kw-en/careers,RECOVERY PASS 2 (2026-09-13): No new Kuwait-specific first-party confirmation found; accenture.com/careers is generic.,hold_manual_review,see notes
kw-lead-24,National Agricultural Development Company (NADEC),hold_manual_review,"RECLASSIFIED per recovery-pass rule: NADEC (National Agricultural Development Company) is a definitely-real, large Saudi dairy/agriculture company -- the only issue is a TLS certificate hostname mismatch on the fetched URL (a hosting/technical problem, not an identity problem). Needs a corrected URL","yes (WebSearch + WebFetch, recovery pass 2)",https://www.nadec.com.sa,RECOVERY PASS 2 (2026-09-13): Fresh search returned only Saudi-specific NADEC career information; no Kuwait-specific evidence found at all this pass.,hold_manual_review,see notes
kw-lead-25,Microsoft Corporation,hold_manual_review,"RECLASSIFIED: Microsoft is a definitely-real global technology company -- careers search redirected repeatedly without reaching final content, a technical/redirect-handling limitation, not an identity problem. [RECOVERY PASS 2026-09-13] Careers search URLs redirected repeatedly (jobs.careers.microso","yes (WebSearch + WebFetch, recovery pass 2)",https://www.microsoft.com,RECOVERY PASS 2 (2026-09-13): No Kuwait-specific first-party confirmation found this pass; searches returned only generic 'Microsoft Office skills' listings and aggregator noise.,hold_manual_review,see notes
kw-lead-26,unresolved -- identity conflict found,insufficient_evidence,"RE-CHECKED this pass: Meituan's own corporate about-us page does not mention ""Keeta"" at all; food.keeta.com does not resolve (DNS failure). The identity conflict from the prior pass stands UNRESOLVED and is now further confirmed as unresolved (not just unattempted) -- keeta.com is confirmed to be an","yes (WebSearch + WebFetch, recovery pass 2)",https://zhaopin.meituan.com/en/jobs?department=Keeta&city=Kuwait_KuwaitCity,"RECOVERY PASS 2 (2026-09-13): IDENTITY RESOLVED. Meituan's own recruitment domain (zhaopin.meituan.com / hr.meituan.com) -- NOT keeta.com, which remains confirmed as an unrelated blockchain-payments company -- has an official job-search URL explicitly filtered to 'Kuwait_KuwaitCity'. Multiple GulfTalent-hosted postings attributed 'by Keeta' for Kuwait City (Key Account Manager, Sales Operation). Public reporting confirms Keeta launched in Qatar, Kuwait, and UAE in 2025. Held rather than approved only because direct WebFetch of the official ATS hit a JS-rendering limitation.",hold_manual_review,see notes
kw-lead-27,THAHAB,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",unknown,"RECOVERY PASS 2 (2026-09-13): Confirmed real: Kuwait City-headquartered luxury e-commerce marketplace platform (THAHAB), 11-50 employees (LinkedIn). No open jobs found on Wuzzuf at time of check. Official domain not independently confirmed.",hold_manual_review,see notes
kw-lead-28,Elevatus,insufficient_evidence,"CONFIRMED real company: an AI-powered recruitment/ATS software vendor (EVA-REC/EVA-SSESS/EVA-BOARD products). Lists 'Jordan Kuwait Bank' as a client testimonial, but this indicates a B2B software customer relationship, not that Elevatus itself has Kuwait offices or hires staff there. No confirmed Ku","yes (WebSearch + WebFetch, recovery pass 2)",,"RECOVERY PASS 2 (2026-09-13): Elevatus confirmed to be Saudi Arabia-headquartered (Riyadh, founded 2019), a B2B AI recruitment-software (ATS) vendor sold to employers -- not itself a Kuwait employer, and not a public job-discovery source. No Kuwait office/presence found; source_outcome remains not applicable.",insufficient_evidence,see notes
kw-lead-29,HRInvest,insufficient_evidence,"No confident official domain identified without WebSearch. Likely an HR/staffing-adjacent firm based on the name; both employer and source roles unresolved. Restated later in the supplied list as item #131 -- same entity, tracked via duplicate_or_alias there.","yes (WebSearch + WebFetch, recovery pass 2)",https://www.hrinvest.com/recruiting/explore-job-opportunities/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Official domain hrinvest.com, founded 2006, physical Kuwait address (Sharq, Jaber Al-Mubarak St, AlWattiyah Sharq Tower). Dedicated recruiting/job-opportunities and resume-submission pages. Also relevant as a potential job source (staffing/recruitment firm).",approve_unchanged,
kw-lead-30,Americana Foods,insufficient_evidence,"CROSS-REFERENCE: baseline kuwait.csv already contains cc-americana-group (the restaurant-operations entity, see #93 notes) which is historically related but represents the OTHER side of Americana Group's 2022 corporate split (Americana Foods = packaged/manufactured foods business, distinct from the ","yes (WebSearch + WebFetch, recovery pass 2)",https://www.americanafoods.com,"RECOVERY PASS 2 (2026-09-13): Official domain confirmed: americanafoods.com (distinct from americanarestaurants.com, #93). Own-site confirms a real Kuwait bakery factory established 1985. No careers/job evidence found this pass.",hold_manual_review,see notes
kw-lead-32,United Real Estate Company (URC),hold_manual_review,"Found a Workable tenant at path 'urckw' (suggestive of 'URC Kuwait') titled 'Current Openings', but the fetched content lacked company-identifying text to independently confirm this is genuinely United Real Estate Company's own Workable tenant rather than a coincidentally similar path. Needs a direc","yes (WebSearch + WebFetch, recovery pass 2)",https://www.urc.com.kw/careers.aspx,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Official Kuwait-headquartered domain (urc.com.kw), KSE-listed since 1984, physical HQ (Al Shaheed Tower, Sharq). Direct fetch of the official careers page confirmed 3 live Kuwait postings: Call Center Agent, Leasing Executive, AVP - Operations.",approve_unchanged,
kw-lead-33,Procapita Group,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://www.pro-capita.com/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Established in Kuwait 2013, official domain pro-capita.com, physical Kuwait office (Sharq, Ahmad Al Jaber St, Arzan Tower Floor 8). HR/management consulting firm -- also relevant as a potential job source.",approve_unchanged,
kw-lead-35,Siemens AG,hold_manual_review,RECLASSIFIED: Siemens is a definitely-real global industrial company -- the parent careers page correctly identified an external Kuwait-capable job portal (jobs.siemens.com) that was not independently re-fetched this pass. [RECOVERY PASS 2026-09-13] Parent careers page references an external job por,"yes (WebSearch + WebFetch, recovery pass 2)",https://jobs.siemens.com,RECOVERY PASS 2 (2026-09-13): CONFIRMED via official Siemens ATS domain (jobs.siemens.com) indexing two named Kuwait job postings: 'Logistics & Order Management Specialist @Siemens Kuwait' and 'Senior Automation Engineer @Siemens Kuwait'. Direct re-fetch of those specific job IDs 404'd (normal listing churn); evidence tier documented honestly as official-domain search-indexed content rather than a live direct-fetch confirmation.,approve_unchanged,
kw-lead-37,Millennium Hotel & Convention Centre Kuwait,hold_manual_review,"RECLASSIFIED: Millennium Hotels is a real, well-known hotel brand; the specific Millennium Hotel & Convention Centre Kuwait property could not be independently confirmed this pass (403 block on millenniumhotels.com), a technical problem, not an identity problem. [RECOVERY PASS 2026-09-13] millennium","yes (WebSearch + WebFetch, recovery pass 2)",https://millennium-hotel-convention-centre-kuwait.millenniumhotelscareers.com/jobs,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via official property-specific Millennium ATS subdomain -- named property 'Millennium Hotel & Convention Centre, Kuwait City, Kuwait', 10 live open positions. Resolves prior HTTP 403 on the root domain.",approve_unchanged,
kw-lead-38,Palms Agro Production Company,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",http://www.palms-kw.com,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Kuwaiti Shareholding Company since 1982, KSE-listed since 2002 (ticker PAPCO), physical HQ (Al Rai, Fourth Ring Road, Block 56). Careers page not independently confirmed this pass; staged on strength of confirmed identity/domain/KSE-listing/physical HQ.",approve_unchanged,
kw-lead-39,BFL Group,insufficient_evidence,No confident official domain identified without WebSearch; name too generic/ambiguous to guess safely.,"yes (WebSearch + WebFetch, recovery pass 2)",https://bflgroup.ae/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via official Zawya press release: 'BFL Group enters the Kuwait market with first Brands For Less branch.' Physical Kuwait HQ at Terrace Mall, Salmiya.",approve_unchanged,
kw-lead-40,DHL Global Forwarding,hold_manual_review,"URL guess 404'd this pass. DHL Global Forwarding is part of the very large, well-established DHL/Deutsche Post group with known extensive Gulf logistics operations -- Kuwait presence highly plausible but not independently confirmed this pass; needs a re-check with a corrected URL.","yes (WebSearch + WebFetch, recovery pass 2)",https://www.logistics.dhl/us-en/home/careers.html,"RECOVERY PASS 2 (2026-09-13): Official localized site (dhl.com/kw-en/home/about-us.html) exists but WebFetch timed out this pass. Multiple specific Kuwait job mentions found via aggregators (Facilities & Warehouse Operations Lead, Ardiya, Kuwait) -- not independently re-verified first-party.",hold_manual_review,see notes
kw-lead-41,Millennium Central Kuwait Downtown Hotel,hold_manual_review,"RECLASSIFIED: Millennium Hotels is a real, well-known hotel brand; the specific Millennium Central Kuwait Downtown Hotel property could not be independently confirmed this pass (same 403 blocker), a technical problem, not an identity problem. [RECOVERY PASS 2026-09-13] Not independently fetched this","yes (WebSearch + WebFetch, recovery pass 2)",https://millennium-central-kuwait-downtown.millenniumhotelscareers.com/jobs,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via official property-specific Millennium ATS subdomain -- named property 'Millennium Central Kuwait Downtown', 5 live open positions. Distinct confirmed property from #37.",approve_unchanged,
kw-lead-44,SSC HR Solutions,insufficient_evidence,"No confident official domain identified without WebSearch. Name suggests an HR/staffing firm -- both employer-role and source-role decisions unresolved. Restated later in the supplied list as item #129 -- same entity, tracked via duplicate_or_alias there.","yes (WebSearch + WebFetch, recovery pass 2)",unknown,"RECOVERY PASS 2 (2026-09-13): Fresh search found the real 'SSC HR Solutions' (ssc-hr.com) operates only in Saudi Arabia, Egypt, and UAE -- NOT Kuwait. A genuinely Kuwait-based, similarly-named firm was found instead: 'SOS HR Solutions' (soshr.net, est. 1975). Likely an OCR/transcription mix-up between 'SSC' and 'SOS' -- flagged explicitly for human confirmation rather than silently substituted.",hold_manual_review,see notes
kw-lead-45,Agthia Group,hold_manual_review,"RECLASSIFIED per recovery-pass rule: Agthia Group is a definitely-real UAE-based F&B/consumer-goods conglomerate -- under-researched this pass (time constraint), not a genuine identity gap. [RECOVERY PASS 2026-09-13] No domain fetch attempted this pass. Real UAE-based F&B/consumer-goods conglomerate","yes (WebSearch + WebFetch, recovery pass 2)",https://careers.agthia.com,"RECOVERY PASS 2 (2026-09-13): Own-site confirms Kuwait as one of Agthia's markets and Indeed shows Kuwait City culinary-role listings, but careers.agthia.com did not render a Kuwait-filtered live listing this pass.",hold_manual_review,see notes
kw-lead-46,"KBR, Inc.",hold_manual_review,"RECLASSIFIED: KBR is a definitely-real global engineering/government-services contractor (already has a verified Qatar row, cc-kbr) -- careers page returned HTTP 403, a bot-block technical problem, not an identity problem. Same conservative cross-market-id-reuse caution as the Saudi pass applies if ","yes (WebSearch + WebFetch, recovery pass 2)",https://careers.kbr.com/us/en,RECOVERY PASS 2 (2026-09-13): careers.kbr.com Kuwait-keyword search returned no results this pass. Aggregators mention 17 Kuwait-area positions including Al-Jahra -- not first-party confirmed. Same conservative cross-market-id-reuse caution as the Saudi pass applies.,hold_manual_review,see notes
kw-lead-47,Libertex Group,insufficient_evidence,RE-CHECKED this pass: both libertex.com/careers and libertex.org/careers returned HTTP 403 on independent attempts. Kuwait remote-eligibility remains unconfirmed either way -- do not assume eligibility from a LinkedIn label. careers page returned HTTP 403 this pass. Task explicitly flags this as a r,"yes (WebSearch + WebFetch, recovery pass 2)",https://libertex.com/careers,"RECOVERY PASS 2 (2026-09-13): Fresh search confirmed Libertex offers remote roles globally (HQ Limassol, Cyprus, 110+ countries) but found no explicit statement of Kuwait-resident eligibility. Per task rule, a LinkedIn location label alone is insufficient; genuinely unresolved, not assumed either way.",hold_manual_review,see notes
kw-lead-48,unresolved -- relationship to Libertex Group (#47) not confirmed,insufficient_evidence,"Could not independently confirm whether this is a genuine distinct entity, an OCR misread of Libertex Group, or a related-but-separate brand, per the task's explicit instruction not to assume. Not merged with #47 without evidence.","yes (WebSearch + WebFetch, recovery pass 2)",,RECOVERY PASS 2 (2026-09-13): No new evidence found this pass distinguishing this from #47 (Libertex Group). Genuine identity gap persists.,insufficient_evidence,see notes
kw-lead-49,Turbo Pay,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",,RECOVERY PASS 2 (2026-09-13): Fresh search of the Kuwait fintech/payment-gateway space found no matching 'Turbo Pay' entity (only an unrelated Philippines-based 'TurboPay'). Genuine identity gap.,insufficient_evidence,see notes
kw-lead-50,JW Marriott Kuwait City,hold_manual_review,"RECLASSIFIED: JW Marriott is a real, well-known hotel brand under definitely-real parent Marriott International; only the SPECIFIC Kuwait City property could not be independently confirmed this pass (403 block), a technical problem, not an identity problem. [RECOVERY PASS 2026-09-13] Marriott proper","yes (WebSearch + WebFetch, recovery pass 2)",https://careers.marriott.com/jobs?filter%5Bcountry%5D%5B0%5D=Kuwait,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via official Marriott ATS, country=Kuwait filter -- 9 live open positions at 'JW Marriott Hotel Kuwait City'.",approve_unchanged,
kw-lead-51,unresolved,insufficient_evidence,Name too ambiguous/short to confidently identify or domain-guess without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://sv-7.com/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. SV7 Advisory is a real Gulf-based holding/advisory company headquartered in Kuwait City, with portfolio assets and strategic advisory mandates across ten sectors and operations spanning the Gulf, Europe, and North America. Resolves the prior 'name too short to identify' gap. No specific careers page/job posting independently confirmed this pass.",approve_unchanged,
kw-lead-52,Almarai Company,hold_manual_review,"careers URL guess 404'd this pass. Almarai already has a Saudi row (cc-almarai) and is a major Gulf-wide dairy/FMCG distributor with plausible Kuwait distribution/office presence, but not independently confirmed this pass.","yes (WebSearch + WebFetch, recovery pass 2)",https://www.almarai.com,RECOVERY PASS 2 (2026-09-13): Guessed careers URL 404'd again this pass. Third-party sources mention Kuwait store-helper roles; not first-party confirmed.,hold_manual_review,see notes
kw-lead-53,Etoile Group,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://www.etoilegroup.com,"RECOVERY PASS 2 (2026-09-13): Confirmed real via official domain etoilegroup.com, established 1983; Kuwait City store renovated/relaunched April 2024; Chanel boutique in Kuwait reopened. No careers page or Kuwait-specific job posting found this pass.",hold_manual_review,see notes
kw-lead-54,unresolved,insufficient_evidence,Identity explicitly ambiguous per task instruction (could be a restaurant/retail brand or something else). No confident real-entity match found without WebSearch. Not guessed.,"yes (WebSearch + WebFetch, recovery pass 2)",,"RECOVERY PASS 2 (2026-09-13): Fresh search found MULTIPLE distinct real 'Maison'-branded retail entities operating in Kuwait (Maison Chic, MaisonO, Maison Q8, Maison de Parfum) -- confirming the task's own flagged ambiguity rather than resolving it. Kept insufficient_evidence since no single entity can be confidently identified as the one meant.",insufficient_evidence,see notes
kw-lead-55,AL-Muhalhel Co.,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://www.almuhalhel.com,"RECOVERY PASS 2 (2026-09-13): Confirmed real via official domain almuhalhel.com; interior fit-out/construction company since 1999, located in Al Asimah, Kuwait. No careers page or job posting independently confirmed this pass.",hold_manual_review,see notes
kw-lead-57,SimplitIN,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://simplit.me,"RECOVERY PASS 2 (2026-09-13): Confirmed real via official domain simplit.me; only Odoo Gold Partner in Kuwait (ERP/CRM/POS consultancy), HQ in Sharq, Kuwait. No careers page or job posting independently confirmed this pass.",hold_manual_review,see notes
kw-lead-58,"Fortinet, Inc.",hold_manual_review,"RECLASSIFIED per recovery-pass rule: Fortinet is a definitely-real, large global cybersecurity company with known Gulf regional presence -- no domain was even attempted this pass (time constraint), so this is an under-researched real entity, not a genuine identity gap. [RECOVERY PASS 2026-09-13] No ","yes (WebSearch + WebFetch, recovery pass 2)",https://www.fortinet.com/corporate/careers,"RECOVERY PASS 2 (2026-09-13): Search snippet mentions a Major Account Manager role open to candidates 'based in Kuwait, Bahrain, and UAE' -- but the guessed official careers-search URL 404'd, so not independently re-verified first-party.",hold_manual_review,see notes
kw-lead-59,Grand Hyatt Kuwait,hold_manual_review,"RECLASSIFIED: Hyatt is a real, well-known hotel brand; the specific Grand Hyatt Kuwait property could not be independently confirmed this pass (hyatt.com destinations page returned 403), a technical problem, not an identity problem. [RECOVERY PASS 2026-09-13] hyatt.com Kuwait destinations page retur","yes (WebSearch + WebFetch, recovery pass 2)",https://careers.hyatt.com/en-us/careers/search,RECOVERY PASS 2 (2026-09-13): Correct official ATS URL identified (careers.hyatt.com/en-us/careers/search) but HTTP 403 on direct fetch this pass (bot-block persists).,hold_manual_review,see notes
kw-lead-60,Taiba Hospital,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://www.taibahospital.com/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Official domain confirmed (corrects the prior .com.kw guess). Real private hospital since 2002/2006, Sabah Al-Salem / Mubarak Al-Kabeer Governorate. 7 current job openings referenced via GulfTalent/Neelim summaries.",approve_unchanged,
kw-lead-62,Sephora,hold_manual_review,"RECLASSIFIED per recovery-pass rule: Sephora is a definitely-real global beauty retailer with Gulf stores -- the ME careers page returned HTTP 403 (bot-block), a technical access problem, not an identity problem. [RECOVERY PASS 2026-09-13] Middle East careers page returned HTTP 403 this pass. Real g","yes (WebSearch + WebFetch, recovery pass 2)",https://jobs.sephora.com/MiddleEast/job/Kuwait/846032755/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via official Sephora ATS -- a direct job-detail URL with 'Kuwait' in the path itself, for a Beauty Consultant role. Resolves the prior HTTP 403 on the general ME careers page.",approve_unchanged,
kw-lead-63,Snoonu,hold_manual_review,"RECLASSIFIED: Snoonu is a definitely-real company (already has a verified Qatar row, cc-snoonu) -- careers page returned HTTP 403, a bot-block technical problem. Kuwait expansion plausibility unconfirmed either way. [RECOVERY PASS 2026-09-13] careers page returned HTTP 403 this pass. Snoonu already ","yes (WebSearch + WebFetch, recovery pass 2)",https://snoonu.com/careers,"RECOVERY PASS 2 (2026-09-13): snoonu.com/careers returned HTTP 403 again (persistent bot-block), but found strong independent corroboration via entarabi.com (regional business news): Snoonu officially launched Kuwait operations 2026-04-30, hiring ~180 local employees, named CEO of Kuwait operations (Bader Al-Ajeel). Substantially stronger evidence than the prior pass; held rather than approved only for lack of a first-party careers/ATS URL.",hold_manual_review,see notes
kw-lead-64,ABYAT,hold_manual_review,"RECLASSIFIED per recovery-pass rule: ABYAT is a definitely-real Gulf-region home-improvement/hardware retail chain -- under-researched this pass (time constraint), not a genuine identity gap. [RECOVERY PASS 2026-09-13] No domain fetch attempted this pass. Known as a Gulf-region home-improvement/hard","yes (WebSearch + WebFetch, recovery pass 2)",https://jobs.abyat.com/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. ABYAT is a Kuwait-founded company (2005, first showroom 2008 in Kuwait); official ATS (jobs.abyat.com) shows active job categories. Kuwait is ABYAT's founding/home market.",approve_unchanged,
kw-lead-65,Al Mashaan General Trading & General Contracting for Buildings Co.,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://www.almgtc.com/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Founded 1997, ISO 9001:2015 certified, physical HQ in Al Rai Industrial Area (opened 2022), Kuwait. Careers page not independently confirmed this pass; staged on strength of confirmed identity/domain/physical HQ.",approve_unchanged,
kw-lead-66,Hitachi Energy Ltd.,hold_manual_review,"Careers page confirmed real; Kuwait appears only as a generic region/language-selector option, with no specific office location or job listing independently confirmed. Real global industrial-power company with plausible Gulf presence.","yes (WebSearch + WebFetch, recovery pass 2)",https://careers.hitachi.com/search/jobs/in/country/kuwait,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via official Hitachi careers portal's direct country-filtered Kuwait URL -- 3 live Kuwait job openings (Electrical Site Manager, Testing & Commissioning Engineer, Project Manager, Field Service Engineer, Warehouse Supervisor, Sales Manager, engineering interns referenced across listings).",approve_unchanged,
kw-lead-68,Sanad Education,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://sanadeducation.co,"RECOVERY PASS 2 (2026-09-13): Likely match found: 'Sanad Edu' (sanadeducation.co), a Kuwait-based study-abroad education consultancy. Reasonably close but not identical name match ('Sanad Edu' vs 'Sanad Education') -- flagged for human confirmation rather than auto-matched. No careers page confirmed.",hold_manual_review,see notes
kw-lead-69,Amalfi Foods,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://amalfifoods.com,"RECOVERY PASS 2 (2026-09-13): Real company confirmed, official domain amalfifoods.com, but headquartered in Bahrain, not Kuwait; sells/distributes into Kuwait among many regional markets. Market presence confirmed, but no confirmed local Kuwait office or direct employer relationship.",hold_manual_review,see notes
kw-lead-70,AMICO Group,hold_manual_review,"RE-CHECKED this pass: the guessed domain amico-group.com redirects to a domain-resale/parking page (ezdomaindeals.com) -- CONFIRMED this is NOT AMICO Group's real domain. A Wikipedia page search for ""AMICO Group"" also 404'd (no article at that exact title). AMICO's real official domain remains unide","yes (WebSearch + WebFetch, recovery pass 2)",https://www.amicogroup.com/careers,"RECOVERY PASS 2 (2026-09-13): Correct official domain identified: amicogroup.com (NOT amico-group.com, a confirmed parked/resale domain). Direct fetch of amicogroup.com/careers hit an HTTP 307 redirect my tool could not follow. Search confirmed 'AMICO Group in Kuwait has announced job vacancies for positions such as Regulatory Affairs Agent and Sales Representative.' AMICO is a Kuwait-founded (1984) medical-device/pharma distribution group -- Kuwait presence essentially certain, but the specific careers fetch remains a technical gap.",hold_manual_review,see notes
kw-lead-71,Jeppesen / ForeFlight (Boeing subsidiaries),hold_manual_review,"RECLASSIFIED: Jeppesen and ForeFlight are definitely-real Boeing-owned aviation software/data companies -- no domain fetch was attempted this pass due to time constraints, not an identity gap. [RECOVERY PASS 2026-09-13] No domain fetch attempted this pass. Both are real Boeing-owned aviation softwar","yes (WebSearch + WebFetch, recovery pass 2)",https://jobs.boeing.com,"RECOVERY PASS 2 (2026-09-13): No Kuwait-specific evidence found; Boeing's careers portal lists Jeppesen roles only in Abu Dhabi, Centennial (CO), and San Jose (CA).",hold_manual_review,see notes
kw-lead-72,United Steel Industrial Co.,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://www.kwtsteel.com/,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Private Kuwaiti Closed Shareholding Industrial Company since 1996 (Kuwait Steel), Sharq plant confirmed via Global Energy Monitor, UN Global Compact participant. Careers page not independently confirmed this pass; staged on strength of confirmed identity/domain/physical presence/industrial scale.",approve_unchanged,
kw-lead-73,Four Seasons Hotel Kuwait at Burj Alshaya,hold_manual_review,"fourseasons.com/kuwait/ returned HTTP 403 this pass. Four Seasons Kuwait (at Burj Alshaya) is a well-known, real property; needs a direct careers-page re-check before staging.","yes (WebSearch + WebFetch, recovery pass 2)",https://careers.fourseasons.com/us/en/search-results?keywords=Kuwait,"RECOVERY PASS 2 (2026-09-13): CONFIRMED via official Four Seasons careers domain -- 6 live Kuwait/Burj Alshaya positions (Spa Attendant, Arabic-speaking Reservations & Communications Agent, Chef de Partie Lebanese cuisine), confirmed via search-engine-cached page content (direct WebFetch loaded the page shell but did not render JS-populated results). Property independently confirmed real via press.fourseasons.com executive-team page in the original pass.",approve_unchanged,
kw-lead-74,PingWind,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",,"RECOVERY PASS 2 (2026-09-13): Fresh search confirmed PingWind is a real company, but it is a US-based (Annandale, Virginia) SDVOSB IT/cybersecurity firm with no discoverable Kuwait connection whatsoever. Genuine no-Kuwait-relevance finding.",insufficient_evidence,see notes
kw-lead-75,unresolved -- exact entity name not verified,insufficient_evidence,Task explicitly asks whether this exact entity name is correct; could not verify without WebSearch. Not guessed.,"yes (WebSearch + WebFetch, recovery pass 2)",,"RECOVERY PASS 2 (2026-09-13): Fresh search found a real company literally named 'TrendAI' (trendaisecurity.com, AI-powered cybersecurity) with a social post tagged '#saudiarabia' -- suggesting Saudi, not Kuwait, association. No Kuwait-specific evidence found. Genuine identity/relevance gap persists.",insufficient_evidence,see notes
kw-lead-76,Libera Consultants,insufficient_evidence,"No confident official domain identified without WebSearch. Likely a consulting/recruitment-adjacent firm -- both employer-role and source-role decisions unresolved. Restated later in the supplied list as item #130 -- same entity, tracked via duplicate_or_alias there.","yes (WebSearch + WebFetch, recovery pass 2)",https://www.liberaconsultants.com,"RECOVERY PASS 2 (2026-09-13): Confirmed real: an oil & gas executive-search/recruitment firm established 2022, headquartered in Dubai, UAE, covering 'across the Middle East region.' No Kuwait-specific office confirmed.",hold_manual_review,see notes
kw-lead-77,SRVME,insufficient_evidence,No confident official domain identified without WebSearch.,"yes (WebSearch + WebFetch, recovery pass 2)",https://www.srvme.com,"RECOVERY PASS 2 (2026-09-13): CONFIRMED. Kuwait-headquartered home-services marketplace app (plumbing, electrical, cleaning), founded 2018, physical Kuwait address (Sharq, Ahmad Aljaber St, KREIC Building).",approve_unchanged,
