canonical_company_id,source_record_id,display_legal_name,official_domain,company_type,industry,company_size_category,kuwait_city_coverage,work_arrangement,official_careers_ats_url,active_recent_kuwait_hiring_evidence,duplicate_alias_relationship,cross_market_canonical_id_precedent,evidence_urls,evidence_strength,final_status,field_corrections,last_verified_at
cc-national-cleaning-company,sr-kw-national-cleaning-company,National Cleaning Company,https://ncc-kw.com,private,Environmental Services / Waste Management,unknown,Al Asimah (Safat),onsite,https://ncc-kw.com,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://ncc-kw.com,medium,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claims careers_page_found but official_careers_url equals the root official_website_url -- same overclaim pattern caught earlier this pilot. Corrected to not_verified.",2026-09-13
cc-digitus-group-for-digital-infrastructure-data-centers-commun,sr-kw-digitus-group-for-digital-infrastructure-data-centers-commun,"Digitus Group for Digital Infrastructure, Data Centers & Communications (K.S.C.P)",https://digitusg.com,private,Data Centers / Telecommunications,unknown,Al Asimah (Safat),onsite,https://digitusg.com/career/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://digitusg.com/career/,medium,approve_unchanged,none,2026-09-13
cc-trolley-general-trading-company-kscc,sr-kw-trolley-general-trading-company-kscc,Trolley General Trading Company K.S.C.C.,https://trolley.com.kw,private,Retail (Convenience Stores),unknown,Kuwait City,onsite,https://careers.trolley.com.kw/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://careers.trolley.com.kw/,medium,approve_unchanged,none,2026-09-13
cc-tamdeen-real-estate-company,sr-kw-tamdeen-real-estate-company,Tamdeen Real Estate Company,https://www.tamdeen.com,private,Real Estate,unknown,South Surra,onsite,https://careers.tamdeen.com,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://careers.tamdeen.com,medium,approve_unchanged,none,2026-09-13
cc-shamal-az-zour-al-oula-power-and-water-company-ksc,sr-kw-shamal-az-zour-al-oula-power-and-water-company-ksc,Shamal Az-Zour Al-Oula Power and Water Company KSC,https://aznoula.com,private,Power & Water Utilities,unknown,Az-Zour,onsite,https://aznoula.com/career/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://aznoula.com/career/,medium,approve_unchanged,none,2026-09-13
cc-commercial-facilities-company-sakp,sr-kw-commercial-facilities-company-sakp,Commercial Facilities Company S.A.K.P.,https://www.cfc-kw.com,private,Consumer Finance,unknown,unknown,onsite,https://www.cfc-kw.com/forms/7,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.cfc-kw.com/forms/7,medium,approve_unchanged,none,2026-09-13
cc-kuwait-projects-company-holding-kipco,sr-kw-kuwait-projects-company-holding-kipco,Kuwait Projects Company Holding (KIPCO),https://kipco.com,private,"Diversified Conglomerate (Banking, Media, Energy, Real Estate)",unknown,Kuwait City,onsite,https://kipco.com/career/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://kipco.com/career/,medium,approve_unchanged,none,2026-09-13
cc-makhazen,sr-kw-makhazen,Makhazen,https://makhazen.com,private,Logistics Infrastructure / Warehousing,large,Kuwait City,onsite,https://makhazen.com/en/makhazen-logistics-jobs-careers/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://makhazen.com/en/makhazen-logistics-jobs-careers/,medium,approve_unchanged,none,2026-09-13
cc-kuwait-company-for-process-plant-construction-and-contractin,sr-kw-kuwait-company-for-process-plant-construction-and-contractin,Kuwait Company for Process Plant Construction and Contracting,https://kcpc.com.kw,private,Heavy Construction / EPC,large,Kuwait City,onsite,https://kcpc.com.kw/careers,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://kcpc.com.kw/careers,medium,approve_unchanged,none,2026-09-13
cc-metal-and-recycling-company,sr-kw-metal-and-recycling-company,Metal and Recycling Company,https://mrckw.com,private,Waste Management / Recycling,large,Kuwait City,onsite,https://www.mrckw.com/careers/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.mrckw.com/careers/,medium,approve_unchanged,none,2026-09-13
cc-mezzan-holding-company,sr-kw-mezzan-holding-company,Mezzan Holding Company,https://mezzan.com,private,FMCG Manufacturing & Distribution,unknown,Kuwait City,onsite,https://careers.mezzan.com/,yes -- see evidence_urls in staging file,none_found,n/a,https://careers.mezzan.com/,medium,approve_unchanged,none,2026-09-13
cc-integrated-holding-company,sr-kw-integrated-holding-company,Integrated Holding Company,https://integrated-me.com,private,Equipment Leasing / Heavy Lift Logistics,large,Kuwait City,onsite,https://www.integrated-me.com/careers/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.integrated-me.com/careers/,medium,approve_unchanged,none,2026-09-13
