inventory_id,boursa_name,normalized_company_name,arabic_name,ticker,sector,previous_batch_category,previous_outcome,official_domain,domain_status,operating_status,employer_holding_shell_classification,kuwait_evidence,careers_url,ats_url,current_vacancy_evidence,canonical_id,duplicate_alias_result,first_party_evidence_urls,secondary_evidence_urls,final_decision,exact_reason,retrieval_date
AAYAN,A'ayan Leasing and Investment Company K.S.C.P.,A'ayan Leasing and Investment Company,not_captured_this_pass,AAYAN,Miscellaneous Business Credit Institutions,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),aayan.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,"Related but distinct from the already-staged A'ayan Real Estate (ticker AAYANRE, aayanre.com) -- confirmed different domain (aayan.com).",https://aayan.com,https://stockanalysis.com/quote/kwse/AAYAN/company/,hold_manual_review,"Real, diversified Kuwait financial-services/leasing firm. NOTE: shares the 'A'ayan' brand with the already-staged 'A'ayan Real Estate' (ticker AAYANRE, aayanre.com, staged in the prior pass) -- confirmed distinct domain, likely a related sister company under the same corporate family. Kept as its own row; relationship flagged.",2026-09-13
RASIYAT,Rasiyat Holding Company K.P.S.C.,Rasiyat Holding Company,not_captured_this_pass,RASIYAT,"Investors, not elsewhere classified",Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),rasiyat.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer_small,"confirmed, 19 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://rasiyat.com,https://stockanalysis.com/quote/kwse/RASIYAT/company/,hold_manual_review,"Real, small (19-employee) Kuwait investment firm with a genuine education-sector operating segment (not a pure passive fund). Careers page not individually verified this pass.",2026-09-13
KINV,Kuwait Investment Company K.S.C.P.,Kuwait Investment Company (KIC),not_captured_this_pass,KINV,"Security Brokers, Dealers, and Flotation Companies",Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),kic.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,"confirmed, 117 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,"CONFIRMED DISTINCT from both the already-present Kuwait Investment Authority (KIA, kia.gov.kw, cc-kuwait-investment-authority) and the already-staged Kuwait Insurance Company (KINS, kic-kw.com) -- three separate ""KI*"" entities now disambiguated.",https://kic.com.kw,https://stockanalysis.com/quote/kwse/KINV/company/,hold_manual_review,"IMPORTANT DISAMBIGUATION recorded per task instruction: this is Kuwait Investment COMPANY (KIC, ticker KINV, domain kic.com.kw) -- CONFIRMED DISTINCT from (a) the already-present Kuwait Investment Authority (KIA, the sovereign wealth fund, domain kia.gov.kw, cc-kuwait-investment-authority) and (b) the already-staged Kuwait Insurance Company (KINS, domain kic-kw.com, a similarly-spelled but unrelated insurer). Three genuinely distinct 'KI*' entities now clearly documented to prevent future conflation. Real, 117-employee Kuwait investment firm; careers page not individually verified this pass.",2026-09-13
INTEGRATED,Integrated Holding Company K.S.C.P.,Integrated Holding Company,not_captured_this_pass,INTEGRATED,Miscellaneous Equipment Rental and Leasing,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),integrated-me.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer_major,"confirmed, 2,505 employees",https://www.integrated-me.com/careers/,not_verified,none confirmed this pass,cc-integrated-holding-company,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://integrated-me.com,https://stockanalysis.com/quote/kwse/INTEGRATED/company/,approve_unchanged,"CONFIRMED official careers page (integrated-me.com/careers/, confirmed via direct fetch of the site's main and footer navigation). Large (2,505-employee) real Kuwait logistics/heavy-equipment operator.",2026-09-13
BEYOUT,Beyout Holding Company K.S.C. (Public),Beyout Holding Company,not_captured_this_pass,BEYOUT,Employment Agencies,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),bigholding.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer_and_possible_source,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://bigholding.com,https://stockanalysis.com/quote/kwse/BEYOUT/company/,hold_manual_review,"Real Kuwait company explicitly classified under the 'Employment Agencies' SIC sector, providing HR/labor-supply services -- relevant as BOTH a potential employer and a potential job-SOURCE (staffing/labor-agency). Careers page not individually verified this pass; also flagged for kuwait-source-research.csv consideration in a future pass.",2026-09-13
SANAM,SANAM Group Holding Company K.P.S.C,SANAM Group Holding Company,not_captured_this_pass,SANAM,Real Estate,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),sanam.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://sanam.com,https://stockanalysis.com/quote/kwse/SANAM/company/,hold_manual_review,"Real, diversified Kuwait real-estate/industrial/healthcare group. Careers page not individually verified this pass.",2026-09-13
ALIMTIAZ,Al Imtiaz Group Holding Co (K.S.C.P),Al Imtiaz Group Holding,not_captured_this_pass,ALIMTIAZ,Multi-Sector Holdings,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),alimtiaz.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,"confirmed, 48 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://alimtiaz.com,https://stockanalysis.com/quote/kwse/ALIMTIAZ/company/,hold_manual_review,"Real, genuinely diversified (7-segment) Kuwait holding group -- not a passive shell. Careers page not individually verified this pass.",2026-09-13
ALDEERA,Al-Deera Holding Company K.P.S.C.,Al-Deera Holding Company,not_captured_this_pass,ALDEERA,Multi-Sector Holdings,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),aldeeraholding.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer_small,"confirmed, 20 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://aldeeraholding.com,https://stockanalysis.com/quote/kwse/ALDEERA/company/,hold_manual_review,"Real, small (20-employee) Kuwait private-equity holding firm. Careers page not individually verified this pass.",2026-09-13
KAMCO,KAMCO Investment Company K.S.C.P.,KAMCO Investment Company,not_captured_this_pass,KAMCO,Investment Advice,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),kamconline.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,"confirmed, 119 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://kamconline.com,https://stockanalysis.com/quote/kwse/KAMCO/company/,hold_manual_review,"Real, substantial (119-employee) Kuwait investment-management firm. Careers page not individually verified this pass.",2026-09-13
MARKAZ,Kuwait Financial Centre - KPSC,Kuwait Financial Centre (Markaz),not_captured_this_pass,MARKAZ,Investment Advice,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),markaz.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,"confirmed, 180 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://markaz.com,https://stockanalysis.com/quote/kwse/MARKAZ/company/,hold_manual_review,"Real, well-known (180-employee) Kuwait investment bank/asset manager. Careers page not individually verified this pass.",2026-09-13
PHC,Privatization Holding Company - K.P.S.C.,Privatization Holding Company,not_captured_this_pass,PHC,Business Services,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),phc.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com.kw domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://phc.com.kw,https://stockanalysis.com/quote/kwse/PHC/company/,hold_manual_review,"Real, highly diversified Kuwait infrastructure/utilities holding company -- explicitly NOT a passive shell given the breadth of real operating sectors (power, manufacturing, education, medical). Careers page not individually verified this pass.",2026-09-13
UNICAP,Unicap Investment and Finance Company K.S.C.P.,Unicap Investment and Finance Company,not_captured_this_pass,UNICAP,Mortgage Bankers and Loan Correspondents,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),not_confirmed_this_pass,not_confirmed,active_operating_company,unknown,presence plausible (Kuwait-focused business description) but no official domain confirmed,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,,https://stockanalysis.com/quote/kwse/UNICAP/company/,insufficient_evidence,"stockanalysis.com company-profile page did not list an official website URL, and WebSearch budget was exhausted before a manual search could locate one. Genuine evidence gap -- entity identity/business description is real, but no confirmed official domain.",2026-09-13
ALSAFAT,Al Safat Investment Company K.S.C.,Al Safat Investment Company,not_captured_this_pass,ALSAFAT,Investment Advice,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),alsafatinvest.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer_small,"confirmed, 37 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://alsafatinvest.com,https://stockanalysis.com/quote/kwse/ALSAFAT/company/,hold_manual_review,"Real, small (37-employee) Kuwait Islamic investment-management firm. Careers page not individually verified this pass.",2026-09-13
ALOLA,First Investment Company K.S.C.P.,First Investment Company,not_captured_this_pass,ALOLA,Security and Commodity Brokers,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),fic.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com.kw domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,"Distinct from the Kuwait-based ""Al Oula Steel Manufacturing Company"" (oulasteel.com, flagged elsewhere as a possible match for supplied lead #119) and the unrelated Saudi ""Aloula Aviation"" -- three distinct ""Al Oula/Aloula""-adjacent entities documented.",https://fic.com.kw,https://stockanalysis.com/quote/kwse/ALOLA/company/,hold_manual_review,"Real Kuwait Islamic investment-management firm. NOTE: NOT to be confused with the unrelated Saudi 'Aloula Aviation' entity flagged elsewhere in this project's OCR-mixup tracking, nor with the Kuwait-based 'Al Oula Steel Manufacturing Company' (oulasteel.com) already flagged as a possible match for supplied lead #119 -- three genuinely distinct 'Al Oula/Aloula/ALOLA'-adjacent entities now clearly documented. Careers page not individually verified this pass.",2026-09-13
SPEC,Specialities Group Holding Company K.P.S.C.,Specialities Group Holding Company,not_captured_this_pass,SPEC,Conglomerates,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),spec-kw.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://spec-kw.com,https://stockanalysis.com/quote/kwse/SPEC/company/,hold_manual_review,"Real, genuinely diversified Kuwait industrial/construction conglomerate -- explicitly NOT a passive shell. Careers page not individually verified this pass.",2026-09-13
NIH,National International Holding Company K.S.C.P.,National International Holding Company,not_captured_this_pass,NIH,Multi-Sector Holdings,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),nih-kw.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://nih-kw.com,https://stockanalysis.com/quote/kwse/NIH/company/,hold_manual_review,"Real, diversified Kuwait holding company with a genuine manufacturing segment (chemical products). Careers page not individually verified this pass.",2026-09-13
SOKOUK,Sokouk Holding Company K.S.C.P.,Sokouk Holding Company,not_captured_this_pass,SOKOUK,Real Estate,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),sokouk.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://sokouk.com,https://stockanalysis.com/quote/kwse/SOKOUK/company/,hold_manual_review,Real Kuwait real-estate/hospitality holding company. Careers page not individually verified this pass.,2026-09-13
MAZAYA,Al-Mazaya Holding Company - K.S.C. (Public),Al-Mazaya Holding Company,not_captured_this_pass,MAZAYA,Land Subdividers and Developers,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),mazayaholding.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,"confirmed, 94 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://mazayaholding.com,https://stockanalysis.com/quote/kwse/MAZAYA/company/,hold_manual_review,"Real, substantial (94-employee) Kuwait-based regional real-estate developer. Careers page not individually verified this pass.",2026-09-13
TIJARA,Tijara & Real Estate Investment Company K.S.C.P.,Tijara & Real Estate Investment Company,not_captured_this_pass,TIJARA,Real Estate,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),tijara.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com.kw domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://tijara.com.kw,https://stockanalysis.com/quote/kwse/TIJARA/company/,hold_manual_review,Real Kuwait real-estate operator with genuine building-maintenance services (civil/mechanical/AC work). Careers page not individually verified this pass.,2026-09-13
COAST,Coast Investment & Development Company K.S.C.P.,Coast Investment & Development Company,not_captured_this_pass,COAST,Security and Commodity Brokers,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),coast.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com.kw domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://coast.com.kw,https://stockanalysis.com/quote/kwse/COAST/company/,hold_manual_review,Real Kuwait investment-management firm. Careers page not individually verified this pass.,2026-09-13
SECH,The Securities House K.S.C.P.,The Securities House,not_captured_this_pass,SECH,"Security Brokers, Dealers, and Flotation Companies",Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),sh.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com.kw domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://sh.com.kw,https://stockanalysis.com/quote/kwse/SECH/company/,hold_manual_review,"Real Kuwait investment firm with genuine operating segments (education, food businesses) beyond pure asset management. Careers page not individually verified this pass.",2026-09-13
KMEFIC,Kuwait and Middle East Financial Investment Company K.S.C.P.,Kuwait and Middle East Financial Investment Company,not_captured_this_pass,KMEFIC,Investment Advice,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),kmefic.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,"confirmed, 225 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://kmefic.com.kw,https://stockanalysis.com/quote/kwse/KMEFIC/company/,hold_manual_review,"Real, substantial (225-employee) Kuwait financial-services firm. Careers page not individually verified this pass.",2026-09-13
ASIYA,Asiya Capital Investments Company K.S.C.P.,Asiya Capital Investments Company,not_captured_this_pass,ASIYA,Security and Commodity Brokers,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),asiyainvestments.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer_small_likely,"confirmed .com domain, Kuwait-listed",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://asiyainvestments.com,https://stockanalysis.com/quote/kwse/ASIYA/company/,hold_manual_review,"Real Kuwait-listed investment manager with an Asia-focused mandate (genuine niche fund strategy, plausibly a small dedicated team). Careers page not individually verified this pass.",2026-09-13
OSOUL,Osoul Investment Company - K.S.C.P,Osoul Investment Company,not_captured_this_pass,OSOUL,"Investors, not elsewhere classified",Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),osoulinvestment.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,"confirmed, 171 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://osoulinvestment.com,https://stockanalysis.com/quote/kwse/OSOUL/company/,hold_manual_review,"Real, substantial (171-employee) Kuwait investment-services firm. Careers page not individually verified this pass.",2026-09-13
NCCI,National Consumer Holding Company - K.S.C. (Public),National Consumer Holding Company,not_captured_this_pass,NCCI,Miscellaneous Manufacturing Industries,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),nccikw.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://nccikw.com,https://stockanalysis.com/quote/kwse/NCCI/company/,hold_manual_review,"Real, genuinely diversified Kuwait manufacturing/consumer-services conglomerate. Careers page not individually verified this pass.",2026-09-13
EMIRATES,Kuwait Emirates Holding Company K.S.C.P.,Kuwait Emirates Holding Company,not_captured_this_pass,EMIRATES,Real Estate,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),ksh.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer_small,"confirmed, 32 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://ksh.com.kw,https://stockanalysis.com/quote/kwse/EMIRATES/company/,hold_manual_review,"Real, small (32-employee) Kuwait real-estate/trading firm -- NOT the UAE's Emirates airline/group (a false-positive fuzzy match rejected during the prior pass's dedup). Careers page not individually verified this pass.",2026-09-13
ALMANAR,Al Manar Financing and Leasing Company K.S.C. (Public),Al Manar Financing and Leasing Company,not_captured_this_pass,ALMANAR,Short-Term Business Credit Institutions,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),almanar.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com.kw domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://almanar.com.kw,https://stockanalysis.com/quote/kwse/ALMANAR/company/,hold_manual_review,"Real, genuinely diversified Kuwait Islamic consumer-finance company with real operating divisions (not a passive fund). Careers page not individually verified this pass.",2026-09-13
SENERGY,Senergy Holding Company K.S.C.P.,Senergy Holding Company,not_captured_this_pass,SENERGY,Oil and Gas Field Services,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),senergyholding.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://senergyholding.com,https://stockanalysis.com/quote/kwse/SENERGY/company/,hold_manual_review,"Real, genuinely OPERATIONAL Kuwait oilfield-services company (specialist technical wireline/logging services) -- explicitly not a passive investment shell despite the 'Holding' name. Careers page not individually verified this pass.",2026-09-13
MADAR,Al Madar Kuwait Holding Company K.S.C.P.,Al Madar Kuwait Holding Company,not_captured_this_pass,MADAR,Operators of Nonresidential Buildings,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),almadar-fi.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_but_passive_investment_only,investment_shell_confirmed,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://almadar-fi.com,https://stockanalysis.com/quote/kwse/MADAR/company/,insufficient_evidence,"Individually verified this pass: a genuinely passive investment/holding entity (securities trading and IP licensing only, no operating segment, product, or service described) -- classified insufficient_evidence for employer-relevance purposes based on actual confirmed business-description evidence, not a name-pattern guess.",2026-09-13
WARBACAP,Warba Capital Holding Company K.S.C.P.,Warba Capital Holding Company,not_captured_this_pass,WARBACAP,"Investors, not elsewhere classified",Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),warbacap.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,Confirmed subsidiary of the already-staged Boubyan Petrochemical Company (cc-boubyan-petrochemical-company).,https://warbacap.com,https://stockanalysis.com/quote/kwse/WARBACAP/company/,hold_manual_review,Real Kuwait investment holding company with a genuine cement-block manufacturing operating segment; confirmed subsidiary of the already-staged Boubyan Petrochemical Company (cc-boubyan-petrochemical-company). Careers page not individually verified this pass.,2026-09-13
TAHSSILAT,Credit Rating and Collection Company K.S.C. (Public),Credit Rating and Collection Company,not_captured_this_pass,TAHSSILAT,Credit Reporting Services,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),crckt.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer_small,"confirmed, 32 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://crckt.com,https://stockanalysis.com/quote/kwse/TAHSSILAT/company/,hold_manual_review,"Real, small (32-employee) Kuwait credit-services company. Careers page not individually verified this pass.",2026-09-13
MUBARRAD,Mubarrad Holding Company K.S.C.P.,Mubarrad Holding Company,not_captured_this_pass,MUBARRAD,Motor Freight Transportation and Warehousing,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),mubarrad.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer_major,"confirmed, 481 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://mubarrad.com.kw,https://stockanalysis.com/quote/kwse/MUBARRAD/company/,hold_manual_review,"Real, substantial (481-employee) Kuwait logistics/warehousing/freight operator -- clearly NOT a passive shell. Careers page not individually verified this pass; a strong candidate for approval in a follow-up pass.",2026-09-13
MASHAER,Mashaer Holding Company K.S.C.P.,Mashaer Holding Company,not_captured_this_pass,MASHAER,Conglomerates,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),mashaerholding.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://mashaerholding.com,https://stockanalysis.com/quote/kwse/MASHAER/company/,hold_manual_review,"Real, diversified Kuwait real-estate/religious-travel-services company. Careers page not individually verified this pass.",2026-09-13
AMAR,Amar Finance and Leasing Company - KPSC,Amar Finance and Leasing Company,not_captured_this_pass,AMAR,Real Estate,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),amarfinance.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://amarfinance.com,https://stockanalysis.com/quote/kwse/AMAR/company/,hold_manual_review,Real Kuwait Islamic finance/real-estate company. Careers page not individually verified this pass.,2026-09-13
MANAZEL,Manazel Holding Company K.P.S.C.,Manazel Holding Company,not_captured_this_pass,MANAZEL,Real Estate,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),manazelholding.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://manazelholding.com,https://stockanalysis.com/quote/kwse/MANAZEL/company/,hold_manual_review,Real Kuwait/Egypt real-estate developer. Careers page not individually verified this pass.,2026-09-13
OSOS,OSOS Holding Group Company K.P.S.C.,OSOS Holding Group Company,not_captured_this_pass,OSOS,"Investors, not elsewhere classified",Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),ososholding.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://ososholding.com,https://stockanalysis.com/quote/kwse/OSOS/company/,hold_manual_review,Real Kuwait real-estate operator. Careers page not individually verified this pass.,2026-09-13
BAYANINV,Bayan Investment Holding Company (K.S.C) Public,Bayan Investment Holding Company,not_captured_this_pass,BAYANINV,Investment Advice,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),bayaninvest.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer_small,"confirmed, 12 employees",not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://bayaninvest.com,https://stockanalysis.com/quote/kwse/BAYANINV/company/,hold_manual_review,Real but very small (12-employee) Kuwait investment-management firm. Careers page not individually verified this pass.,2026-09-13
ALAQARIA,Kuwait Real Estate Holding Company - KPSC,Kuwait Real Estate Holding Company,not_captured_this_pass,ALAQARIA,Real Estate,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),alaqaria.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com.kw domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://alaqaria.com.kw,https://stockanalysis.com/quote/kwse/ALAQARIA/company/,hold_manual_review,Real Kuwait real-estate holding/consulting company. Careers page not individually verified this pass.,2026-09-13
ENERGYH,The Energy House Holding Company K.S.C.P.,The Energy House Holding Company,not_captured_this_pass,ENERGYH,Multi-Sector Holdings,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),energyhouse.com.kw,confirmed_via_direct_fetch_or_stockanalysis_profile,active_operating_company,operating_employer,confirmed .com.kw domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://energyhouse.com.kw,https://stockanalysis.com/quote/kwse/ENERGYH/company/,hold_manual_review,"Real, genuinely operational MENA energy company (exploration/drilling/production, not a passive fund). Careers page not individually verified this pass.",2026-09-13
EKTTITAB,Ekttitab Holding Company K.S.C Public,Ekttitab Holding Company,not_captured_this_pass,EKTTITAB,Security and Commodity Brokers,Category B,batch-classified (hold_manual_review or insufficient_evidence by name pattern),ektettab.com,confirmed_via_direct_fetch_or_stockanalysis_profile,active_but_passive_investment_only,investment_shell_confirmed,confirmed .com domain,not_individually_confirmed_this_pass,not_verified,none confirmed this pass,n/a,no exact duplicate found against kuwait.csv/master-company-registry.csv/staging,https://ektettab.com,https://stockanalysis.com/quote/kwse/EKTTITAB/company/,insufficient_evidence,"Individually verified this pass: business description is limited to generic 'investment activities' with no operating segment, product, or service described (unlike most other Category B entries, which had at least one real operating division). Classified insufficient_evidence for employer-relevance based on the actual confirmed (thin) business description, not a name-pattern guess.",2026-09-13
