canonical_company_id,company_name,identity_notes,saudi_presence_evidence_category,careers_job_status,remote_eligibility_classification_or_na,url_check_notes,final_decision,correction_before_after_if_any,hold_or_reject_reason_if_any,evidence_urls
cc-albawani,Albawani (Al Bawani Co. Ltd.),"100% Saudi-owned Class-1 general contractor, est. 1991. Not re-disputed.",official_saudi_legal_entity,official_careers_channel_confirmed,n/a,not re-fetched this pass,approve_unchanged,none,none,https://www.albawani.net/careers/
cc-slb,SLB (formerly Schlumberger),"Global oilfield-services major. ADVERSARIAL FINDING: staged official_careers_url contains a literal wildcard asterisk as a URL path segment -- a TEMPLATED/PLACEHOLDER URL, not a real destination. RE-FETCHED both candidate URLs: both returned JS-shell/config content only (no visible job listings), consistent with a heavily JS-rendered site.",dedicated_early_careers_hub_mentions_saudi_arabia_in_page_title_only (weaker than a confirmed specific job),not_verified (downgraded -- neither fetch showed actual Saudi job content),n/a,"Both domains are genuine SLB subdomains but neither showed verifiable Saudi-specific job content to an automated fetch this pass -- likely a JS-rendering limitation, not rejected, but the wildcard URL is a genuine defect that must not ship as-is.",correct_then_approve,"official_careers_url: before=https://apply.slb.com/careers/*/multi_location_saudi_arabia (INVALID -- literal unresolved wildcard), after=https://careers.slb.com/job-listing (real, fetchable if JS-rendered hub page); careers_page_status: before=careers_page_found, after=not_verified",none,https://careers.slb.com/job-listing
cc-tamkeen-technologies,Tamkeen Technologies,"Riyadh IT/cloud/AI solutions provider, Top 7 best places to work in Saudi Arabia 2021. Not re-disputed.",official_saudi_office_confirmed,official_careers_channel_confirmed,n/a,"RE-FETCHED tamkeentech.sa/careers directly (HTTP 200): confirmed real careers gateway page -- genuine, not a stub",approve_unchanged,none,none,https://tamkeentech.sa/careers
cc-sap,SAP,"Global enterprise software multinational. URL is a dedicated Saudi Arabia-specific careers landing page, not a generic global dropdown -- the stronger evidence tier.",official_saudi_office_confirmed (dedicated Saudi-specific landing page),active_with_confirmed_saudi_jobs,n/a,not re-fetched; URL structure itself is a meaningfully stronger signal than a country-dropdown search,approve_unchanged,none,none,https://jobs.sap.com/go/Saudi-Arabia/9009201/
cc-searce,Searce,"India-founded cloud/AI consultancy, multinational_subsidiary.",official_page_lists_riyadh_as_active_office,official_careers_channel_confirmed,n/a,not re-fetched this pass,approve_unchanged,none,none,https://www.searce.com/join-us
cc-sedco-holding,SEDCO Holding,Major Jeddah-HQ investment/holding group. Not re-disputed.,official_saudi_office_confirmed,official_careers_channel_confirmed,n/a,not re-fetched this pass,approve_unchanged,none,none,https://sedco.com/career/
cc-2p-perfect-presentation,2P Perfect Presentation,"RE-FETCHED 2p.com.sa directly: confirmed the company name/Arabic legal name on-page, but NO careers/employment link was visible anywhere in the fetched content. DATA-QUALITY DEFECT: the staged row lists careers_page_status=careers_page_found while official_careers_url is simultaneously not_found -- an internal contradiction. All careers evidence is third-party.","official_saudi_legal_entity (Tadawul-listed, ticker 7204.SR -- confirmed via secondary source only)",not_verified,n/a,Fetched the homepage directly; no careers link found in the visible content,hold_manual_review,"N/A (holding, not correcting blind)","Reason: internal contradiction between careers_page_status and official_careers_url fields; only third-party evidence exists for any careers claim. Evidence checked: 2p.com.sa homepage (no careers link found), Wazaef Saudi aggregator, Yahoo Finance ticker page. Action needed: a human should browse 2p.com.sa's full navigation/footer for an actual careers page, or confirm via Tadawul filing/IR page.",https://en.wazaefsaudi.com/2026/03/2p.html;https://finance.yahoo.com/quote/7204.SR/profile
cc-minio,MinIO,"Object-storage/AI-infrastructure software company, multinational_subsidiary.","current_official_job_explicitly_in_saudi (Riyadh, via own Greenhouse ATS)",active_with_confirmed_saudi_jobs,n/a,"not re-fetched; own Greenhouse tenant with specific titled Riyadh roles is a strong, specific evidence tier",approve_unchanged,none,none,https://job-boards.greenhouse.io/minio;https://truescho.com/en/jobs/software-engineer-minio-riyadh
cc-atkinsrealis,AtkinsRéalis,"Global engineering consultancy, Riyadh office since 2019.",official_saudi_office_confirmed (dedicated Saudi careers page naming NEOM/Red Sea/Qiddiya/Riyadh Metro projects),official_careers_channel_confirmed,n/a,not re-fetched; dedicated Saudi careers subpage naming specific national giga-projects is a stronger evidence tier,approve_unchanged,none,none,https://careers.atkinsrealis.com/en/global-locations/middle-east/saudi-arabia
cc-gt-medical,GT Medical,"Est. 2005 pharma/MedTech distributor, Jeddah.",official_saudi_office_confirmed,official_careers_channel_confirmed,n/a,"RE-FETCHED gtmedical.com/gt-careers directly (HTTP 200): confirmed real careers page; actual applications route through a third-party portal (menalite.com), not gtmedical.com itself",approve_unchanged,"researcher_notes: append that applications route through a third-party portal (menalite.com), not gtmedical.com itself -- relevant for future automated-ingestion design.",none,https://www.gtmedical.com/gt-careers/
cc-snap-inc,Snap Inc.,Global social-media/ad-tech multinational. ADVERSARIAL CHECK PASSED.,"official_saudi_office_confirmed (Riyadh explicitly listed among only 4 Middle East offices, not a 190-country dropdown)",active_with_confirmed_saudi_jobs,n/a,"RE-FETCHED careers.snap.com/offices directly (HTTP 200): CONFIRMED Riyadh listed under Middle East with its own View Openings link alongside only 3 other Middle East cities (Dubai, Tel Aviv, Doha) -- a genuine dedicated office listing, not a generic worldwide dropdown",approve_unchanged,none,none,https://careers.snap.com/offices
cc-tcs,Tata Consultancy Services,"Indian IT-services multinational. Staged under a new market-neutral id cc-tcs since the existing Qatar row uses the long form cc-tata-consultancy-services-qatar -- ID SPELLING INCONSISTENCY FLAGGED FOR HUMAN REVIEW (not a duplicate; (id,country) uniqueness holds).","official_saudi_office_confirmed (women's innovation lab/BPO center in Riyadh, historical GE JV) -- corroborating, not a dedicated live-job confirmation",official_careers_channel_confirmed,n/a,"RE-FETCHED tcs.com/careers/saudi-arabia this pass: HTTP 403 (blocked). A 403 does not disprove the company -- corroborating evidence still stands, but the specific dedicated careers page claim was NOT independently re-confirmed this pass.",approve_unchanged,"researcher_notes: append that this pass's re-fetch of tcs.com/careers/saudi-arabia returned HTTP 403 -- inconclusive, consistent with the prior pass. Not rejected; a human should retry with a browser before final promotion. The cc-tcs vs cc-tata-consultancy-services-qatar id-spelling inconsistency remains open for human decision.",none,https://www.tcs.com/careers/saudi-arabia
cc-salesforce,Salesforce,"Global enterprise-CRM multinational. ADVERSARIAL FINDING: staged evidence is a SPECIFIC job-requisition URL -- these expire/get filled quickly, a weaker long-term evidence tier than a stable search/location page.",official_saudi_office_confirmed (specific req cited Riyadh/KSA at time of original research),not_verified (downgraded -- staleness risk on a specific req ID),n/a,"RE-FETCHED the req URL this pass: 301 redirect to a company/careers/jobs path; redirected page's fetched content showed only navigation elements, no confirmable job-status content -- genuinely inconclusive.",correct_then_approve,"current_open_jobs_detected: before=yes, after=unknown; careers_page_status: before=active_with_open_jobs, after=official_careers_channel_confirmed; researcher_notes: recommend citing Salesforce's stable Saudi-filtered search URL instead of a specific req ID for any future promotion.",none,https://www.salesforce.com/company/careers/jobs/jr336046/account-executive-ksa/
cc-noon-academy,Noon (Noon Academy),"RE-VERIFIED DISAMBIGUATION HOLDS: EdTech company founded in Riyadh in 2013, NOT the Noon.com e-commerce marketplace. Confirmed via direct fetch of the careers page itself.",official_saudi_legal_entity (founded and headquartered in Riyadh),active_with_confirmed_saudi_jobs,n/a,"RE-FETCHED careers.learnatnoon.com directly (HTTP 200): confirmed explicit Riyadh founding-story language, 20M+ Learners, 5 Countries, 41 Hybrid schools, and specific education-sector job titles -- strong, specific, unambiguous",approve_unchanged,none,none,https://careers.learnatnoon.com/
cc-kbr,KBR,"Global engineering/EPC & government-services multinational. ADVERSARIAL FINDING: this row reuses the EXACT SAME canonical_company_id (cc-kbr) as the existing verified Qatar row, but has ZERO first-party (official-domain) evidence -- official_careers_url is not_found and ALL evidence is third-party mirrors. RE-FETCHED kbr.com/en/careers this pass: HTTP 403, inconclusive.",no_first_party_evidence_this_pass (only third-party job-board mirrors confirm Saudi/Eastern-Province postings),not_verified,n/a,"kbr.com/en/careers blocked (403) both in the original pass and this audit pass -- genuinely inconclusive, not confirmed absent, but also never positively confirmed first-party",hold_manual_review,N/A,"Reason: highest-stakes row in the batch because it reuses an existing cross-market canonical ID with NO first-party confirmation at all -- only aggregator mirrors. Evidence checked: kbr.com/en/careers (403, both passes), Glassdoor and dejobs.org mirrors (real, but third-party). Action needed: a human must get a direct browser view of kbr.com's careers/Saudi Arabia section (or an official KBR press release/LinkedIn company page corroboration) before this reuses the cc-kbr id in production.","https://www.glassdoor.com/Jobs/KBR-Saudi-Arabia-Jobs-EI_IE18604.0,3_IL.4,16_IN207.htm;https://dejobs.org/sau/jobs/kbr/careers/"
cc-remat-al-riyadh,Remat Al-Riyadh Development Co.,"Development arm of Riyadh Region Municipality, Best Place to Work 2023 certified. DATA-QUALITY DEFECT: careers_page_status=recruitment_email_only but NO actual email address string is captured anywhere in the row -- notes only assert a recruitment email is confirmed without citing the address itself.",official_saudi_legal_entity (municipal-linked development arm),recruitment_email_only (unconfirmed -- no email address on file),n/a,"RE-FETCHED remat.sa/en/pages/default.aspx this pass: connection reset (ECONNRESET), could not independently confirm or find any email address this pass either",hold_manual_review,N/A,"Reason: the row's own careers_page_status claims a recruitment-email channel exists, but no actual email address is recorded in any field, and this audit's own re-fetch failed with a connection error. Evidence checked: remat.sa (ECONNRESET this pass), bestplacestoworkfor.org profile (confirms the award but not a specific recruitment address). Action needed: a human must browse remat.sa directly to find and record the actual recruitment email address before this can be treated as recruitment_email_only rather than unavailable.",https://remat.sa/en/pages/default.aspx;https://bestplacestoworkfor.org/employers-of-choice/companies-profile/431-remat
cc-luma-ai,Luma AI,"California-HQ generative-AI company (Luma Labs), opening a Riyadh office in partnership with HUMAIN. Not re-disputed.","official_saudi_office_confirmed (new Riyadh office, named HUMAIN partnership)",active_with_confirmed_saudi_jobs,n/a,"not re-fetched this pass; the specific HUMAIN-partnership + own-domain live-roles claim is a strong, specific evidence tier",approve_unchanged,none,none,https://lumalabs.ai/careers;https://www.tribetechie.com/blog/luma-ai-opens-riyadh-office-expand-saudi-ai-infras
cc-democrance,Democrance,"Dubai-HQ insurtech, only B2B insurtech with SAMA (Saudi regulator) approval.",saudi_regulator_evidence (SAMA approval) plus a specific own-domain Riyadh job posting,active_with_confirmed_saudi_jobs,n/a,"not re-fetched this pass; SAMA regulatory approval is a strong, specific evidence category",approve_unchanged,none,none,https://www.democrance.com/sales-executive-saudi-arabia/;https://gulfbusiness.com/democrance-expands-footprint-in-saudi-arabia/
cc-apple,Apple,"Global consumer-electronics multinational. ADVERSARIAL FINDING: RE-FETCHED jobs.apple.com Jeddah filter directly (HTTP 200) -- filter IS real and returns 11 results, but every result's actual location field reads Various Locations within Saudi Arabia, not a Jeddah-specific address, and all 11 are Apple Retail roles explicitly restricted to Saudi and GCC Nationals. Staged target_city Jeddah/Riyadh (multi-city) is therefore somewhat misleading -- should read Country-wide, and the nationality restriction is a materially relevant fact not previously captured.","official_saudi_office_confirmed (Apple Retail, nationality-restricted)",active_with_confirmed_saudi_jobs,n/a,"Confirmed real results, but city-specificity and nationality-eligibility were both overstated/uncaptured in the original staging",correct_then_approve,"target_city: before=Jeddah/Riyadh (multi-city), after=Country-wide; researcher_notes: append that this audit pass confirms 11 live Apple Retail roles via the Jeddah-filtered search, but all list their actual location as Various Locations within Saudi Arabia (not Jeddah-specific) and are explicitly restricted to Saudi and GCC Nationals -- this eligibility restriction should be surfaced in any user-facing match logic.",none,https://jobs.apple.com/en-us/search?location=jeddah-JDH
