raw_input_name,corrected_name,official_domain,company_type_guess,industry_guess,target_city_guess,outcome,canonical_id_if_matched_or_proposed,careers_or_ats_url_or_email,evidence_urls,notes
Al-Othman Holding Company,Al-Othman Holding Company,al-othman.com,private,Diversified holding (agri/engineering/hospitality),Al Khobar,verified_stage_employer,cc-al-othman-holding(proposed),https://www.al-othman.com/en/careers,https://www.al-othman.com/en/careers,"Family conglomerate since 1967, 14 companies, 5,000+ employees, official careers page confirmed."
HALA,HALA (Arabian Hala),hala.com.sa,private,Mobility / Car rental & ride services,Country-wide,verified_stage_employer,cc-hala(proposed),https://hala.com.sa/en/careers/,https://hala.com.sa/en/careers/,"Operating since 1977, 3,000+ employees, own careers portal confirmed."
Cognizant,Cognizant,cognizant.com,multinational_subsidiary,IT services/consulting,Riyadh,verified_stage_employer,cc-cognizant(proposed),https://careers.cognizant.com/emea-en/locations/middle-east/,https://careers.cognizant.com/emea-en/locations/middle-east/,New KSA office/training facility confirmed; several live Riyadh roles found via official careers portal.
Azadea Group,Azadea Group,azadeagroupholding.com,multinational_subsidiary,"Retail (franchise: Zara, Mango, Virgin Megastore, etc.)",Riyadh,verified_stage_employer,cc-azadea-group(proposed),https://www.azadeagroupholding.com/CareersVacancies.aspx,https://www.azadeagroupholding.com/CareersVacancies.aspx,"600+ stores/13 countries; official portal filters by Saudi Arabia, live Riyadh HR Admin role confirmed. Check Lebanon/UAE files for possible existing rows before final promotion."
REEF Group,REEF Group (Riyadh apparel retail holding),domain not confirmed this pass -- do not confuse with reef.com (unrelated US surf brand),private,Apparel retail holding,Riyadh,manual_review,--,--,https://www.reveliolabs.com/companies/reef-group-mjmwaa-ryf/employees,"Real Riyadh-HQ apparel holding (founded 2018, ~1,095 employees, 68.5% workforce in Saudi) per Revelio Labs, but name collides with the unrelated global ""REEF"" surf-apparel brand (reef.com) in search results -- official domain/careers URL not confirmed this pass, flagged as a name-collision risk analogous to the existing Esnad precedent."
Scout Global,Scout Global,scout-global.com,staffing_agency,GTM/tech recruitment,not confirmed,source_catalog_candidate,--,--,https://scout-global.com/vacancies/;https://scout-global.com/,"Global GTM talent-recruitment firm; no Saudi Arabia-specific presence confirmed this pass -- treat as a possible source-catalog candidate only if Saudi coverage is separately confirmed, otherwise insufficient_evidence."
Salla,Salla,salla.com,startup,E-commerce / SaaS,Riyadh,already_present,cc-salla,https://apply.workable.com/salla/,https://apply.workable.com/salla/,Exact match to existing verified row in saudi-arabia.csv (row 10).
Dyna.Ai,Dyna.Ai (Dyna.Ai Technology Pte. Ltd.),domain not directly confirmed (likely dyna.ai),startup,Fintech AI-as-a-Service,Riyadh,manual_review,--,--,https://www.arabnews.com/node/2535566/business-economy;https://thefintechtimes.com/dyna-ai-expands-into-saudi-arabia-with-arabic-language-ai-suite-for-financial-services/,"Singapore-HQ AI-as-a-service company actively expanding into Saudi fintech (LEAP 2026 partnership with GAPP), confirmed by multiple reputable press sources; official careers URL not located this pass."
Riyad Bank,Riyad Bank,riyadbank.com,public_listed,Banking,Country-wide,verified_stage_employer,cc-riyad-bank(proposed),https://careers.riyadbank.com/;https://riyadbank.talentera.com/,https://careers.riyadbank.com/;https://riyadbank.talentera.com/,Major Saudi bank (est. 1957); Talentera ATS confirmed.
Colada,Colada,domain not confirmed this pass,startup,Consumer-tech / food discounts,Riyadh,manual_review,--,--,https://www.founditgulf.com/job/sales-executive-colada-saudi-arabia-45080352;https://pitchbook.com/profiles/company/711930-16,Real funded Riyadh-HQ consumer-tech startup (ML-driven restaurant discount platform) with a live Sales Executive listing on a third-party mirror; official domain/careers page not located this pass.
dentsu,dentsu,dentsu.com,multinational_subsidiary,Advertising/Media/Creative,Riyadh,verified_stage_employer,cc-dentsu(proposed),https://www.dentsu.com/careers;https://www.dentsu.com/ae/en/careers,https://www.dentsu.com/careers;https://www.dentsu.com/ae/en/media-and-investors/new-regional-hq,New dentsu MENA regional HQ confirmed in Riyadh; 30+ live Saudi roles found via official/regional careers channels.
McKinsey & Company,McKinsey & Company (Middle East),mckinsey.com,multinational_subsidiary,Management Consulting,Riyadh,already_present,cc-mckinsey,https://www.mckinsey.com/middle-east/careers,https://www.mckinsey.com/middle-east/careers,"Exact match to existing row in saudi-arabia.csv (row 29, needs_manual_review status)."
NextEra,NextEra (NextEra Tech -- Aramco Digital/LTM joint venture),nexteratech.com,multinational_subsidiary,Digital transformation / IT,Riyadh (unconfirmed exact city),verified_stage_employer,cc-nextera-tech(proposed),https://nexteratech.com/careers/,https://nexteratech.com/careers/,"Confirmed to be a DISTINCT Saudi-born JV of Aramco Digital and LTM, NOT the unrelated US NextEra Energy -- correctly disambiguated."
SmartChoice International GCC,SmartChoice International,smartchoice-international.com,staffing_agency,IT consulting & staffing,Riyadh,source_catalog_candidate,--,https://sabbar.com/en/jobs/c-riyadh-r-business-development-manager,https://www.smartchoice-international.com/about;https://sabbar.com/en/jobs/c-riyadh-r-business-development-manager,"Doha-based IT staffing/consulting firm with a confirmed Riyadh BD hire (government/semi-government software sales) -- recruitment/staffing source, not a direct employer for registry purposes."
Jobgether,Jobgether,jobgether.com,job_board,Remote job aggregator,Country-wide (remote),source_catalog_candidate,--,--,https://jobgether.com/remote-jobs/saudi-arabia,"Remote-job aggregator with Saudi Arabia-specific category pages (data, cybersecurity, sales, etc.) -- a reusable source, not an employer."
SHEBA JOY,SHEBA JOY,shebajoy.com,startup,Mobile gaming,Riyadh,verified_stage_employer,cc-sheba-joy(proposed),https://www.shebajoy.com/careers,https://www.shebajoy.com/careers;https://www.shebajoy.com/about,"Riyadh-HQ mobile games studio (est. 2021), own careers page confirmed; note a related SmartRecruiters listing under a similarly-named ""Sheba.xyz"" brand was also found -- confirm same-entity relationship before promotion."
Haji Husein Alireza & Co.,Haji Husein Alireza & Co. Ltd. (HHA),hha.com.sa,private,Automotive distribution,Jeddah,verified_stage_employer,cc-haji-husein-alireza(proposed),https://careers.hha.com.sa/,https://careers.hha.com.sa/,"Est. 1906, exclusive KSA distributor for Aston Martin/Mazda/Geely Emgrand/MAN Trucks; own ATS confirmed."
Jeddah Central Development Company,Jeddah Central Development Company (JCDC),jeddahcentral.com,government_linked,Real Estate / Giga-project,Jeddah,verified_stage_employer,cc-jeddah-central-dev(proposed),https://careers.jcd.com.sa/;https://www.jeddahcentral.com/en/careers,https://careers.jcd.com.sa/;https://www.jeddahcentral.com/en/careers,"PIF-owned Vision 2030 giga-project (founded 2021); 0 currently-active postings per one data source but a real, functioning official careers portal exists -- same pattern as other ""0 open jobs but real portal"" precedent rows."
GESMA,GESMA,not identified,unknown,unknown,unknown,insufficient_evidence,--,--,--,No confident real-entity match found; likely OCR/name garble -- do not guess.
intelmatix,Intelmatix,intelmatix.ai,startup,Deep-tech AI / Decision Intelligence,Riyadh,verified_stage_employer,cc-intelmatix(proposed),https://intelmatix.ai/company-careers.html,https://intelmatix.ai/company-careers.html;https://buildsaudi.co/company/intelmatix,"MIT-founder AI startup, Saudi Unicorns Program member, multiple live Riyadh roles on own domain."
LIVSHO,LIVSHO,domain not confirmed this pass (likely livsho.com),startup,Live-commerce / social shopping,Jeddah,manual_review,--,--,https://www.rasmal.com/livsho-secures-sar75000-grant-from-misk-foundation/;https://pitchbook.com/profiles/company/866470-06,"Real Jeddah-founded (2024) startup, Misk Foundation grantee; no careers page located this pass."
SILQFi,"SILQ (formerly Sary, merged with ShopUp as ""SILQ"")",domain not confirmed this pass,startup,Fintech / embedded finance / B2B marketplace,Riyadh,manual_review,--,--,https://www.wamda.com/2026/07/silq-raises-20-million-scale-embedded-finance-saudi-smes;https://www.fintechfutures.com/venture-capital-funding/silq-75m-fasanara-facility-fina,"Major, well-funded Saudi fintech/B2B platform (>50,000 businesses served); official domain/careers page not located this pass -- strong identity, weak channel evidence."
Link x Talent,Link x Talent,linkxtalent.com,staffing_agency / talent platform,Recruitment/talent marketplace,not confirmed,manual_review,--,--,https://linkxtalent.com/,"Real platform, but Saudi-specific coverage/evidence not confirmed this pass."
Alibaba Cloud,Alibaba Cloud,alibabacloud.com (careers portal not confirmed),multinational_subsidiary,Cloud computing / AI,Riyadh,manual_review,--,--,https://www.bayt.com/en/international/jobs/alibaba-cloud-jobs/;https://www.gulftalent.com/companies/alibaba-cloud-careers,"Multiple live Riyadh roles (BD Manager, Technical Service Manager, Solution Architect) confirmed via third-party job-board mirrors; an official alibabacloud.com/alibabagroup.com careers URL was not directly confirmed this pass."
CODE LTD,"Ambiguous -- either ""Code Ltd"" (code.sa, est. 2021) or the larger, distinct ""CODE Advanced Company for Information Technology""",code.sa (one candidate; unconfirmed which is meant),professional_services_firm,Software / IT solutions,not confirmed,manual_review,--,--,https://code.sa/about-us/,"Name-collision risk between two real, distinct Saudi IT companies both trading under ""CODE"" branding -- needs human disambiguation before promotion, same pattern as the existing Esnad precedent."
Logitera,Logitera,domain not confirmed this pass,private,Logistics,Dammam,manual_review,--,--,https://www.jobleads.com/sa/jobs/q/Logistic%20Manager,"Confirmed real logistics employer via a live Logistic Manager posting (Dammam, SAR150-210k) on a third-party job board; no official domain/careers page located this pass."
Tamer Mölnlycke Care,Tamer Mölnlycke Care,domain not confirmed this pass (parent: molnlycke.com / Tamer Group),multinational_subsidiary,Healthcare / MedTech manufacturing,Jeddah,manual_review,--,--,https://www.molnlycke.com/corporate/news/media-room/press-release---tamer-molnlycke-care-celebrates-a-new-chapter-in-healthcare-in-the-kingdom-of-saudi-arabia/;https://sabbar.com/en/jobs/c-makkah-r-product-specialist,"Real JV between Mölnlycke Health Care and Tamer Group (Jeddah), confirmed live Product Specialist posting; no single official careers URL/ATS confirmed this pass."
Ericsson,Ericsson,ericsson.com,multinational_subsidiary,Telecommunications equipment,Riyadh,verified_stage_employer,cc-ericsson(proposed),"https://jobs.ericsson.com/careers?location=Riyadh,Saudi+Arabia","https://jobs.ericsson.com/careers?location=Riyadh,Saudi+Arabia",Official careers portal with Riyadh location filter confirmed.
Akkodis,Akkodis,akkodis.com,multinational_subsidiary,Engineering / digital consulting & staffing,Medina/multi-city,verified_stage_employer,cc-akkodis(proposed),https://www.akkodis.com/en/careers,https://www.akkodis.com/en/careers/jobs/sap-integration-architects-saudi-arabia-medina/,Live Saudi postings (SAP Integration Architects -- Medina; MCC Engineer -- Al-Kharj) confirmed on official domain.
MIS / Al Moammar Information Systems,MIS (Al-Moammar Information Systems Co.),mis.com.sa,public_listed,IT infrastructure/cybersecurity,Riyadh,verified_stage_employer,cc-mis-al-moammar(proposed),https://mis.com.sa/en/careers,https://mis.com.sa/en/careers,First Saudi-listed public IT company (est. 1979); official careers page confirmed.
stc,Saudi Telecom Company,stc.com.sa,public_listed,Telecommunications,Country-wide,already_present,cc-stc,https://careers.stc.com.sa/,https://careers.stc.com.sa/,Exact match to existing verified row in saudi-arabia.csv (row 2).
Albawani,Albawani (Al Bawani Co. Ltd.),albawani.net,private,Construction / General contracting,Country-wide,verified_stage_employer,cc-albawani(proposed),https://www.albawani.net/careers/,https://www.albawani.net/careers/,"100% Saudi-owned, Class-1 general contractor (est. 1991); official careers page confirmed."
SLB,SLB (formerly Schlumberger),slb.com,multinational_subsidiary,Oilfield services,multi-city (Eastern Province likely),verified_stage_employer,"cc-slb (NEW Saudi row -- cc-slb-qatar already exists for Qatar; propose the clean market-neutral ""cc-slb"" id for Saudi, flag for human review per repo's multi-market-id convention)",https://apply.slb.com/careers/*/multi_location_saudi_arabia,https://apply.slb.com/careers/*/multi_location_saudi_arabia;https://careers.slb.com/job-listing,Dedicated Saudi-specific careers/early-careers listings confirmed on official domain.
Tamkeen Technologies,Tamkeen Technologies,tamkeentech.sa,private,IT/cloud/AI solutions,Riyadh,verified_stage_employer,cc-tamkeen-technologies(proposed),https://tamkeentech.sa/careers,https://tamkeentech.sa/careers,"""Top 7 best places to work in Saudi Arabia 2021""; official careers page confirmed."
IBES Technologies,"not confidently identified (possibly conflated with ""IBTech"" / Intelligent Business Technologies, a different name)",--,unknown,unknown,unknown,insufficient_evidence,--,--,https://www.ibtech.sa/,"No entity trading precisely as ""IBES Technologies"" was found; closest match (""IBTech"") has a materially different name -- not treated as a confirmed alias."
CleanLife,CleanLife (Clean Life Co.),cleanlife.sa,public_listed,Cleaning services (home/furniture),Riyadh,manual_review,--,--,https://cleanlife.sa/en;https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/?companySymbol=9581,"Tadawul-listed public company (ticker 9581.SR), 152 employees; official domain confirmed but no direct /careers path located this pass."
NAMAA,"Ambiguous -- likely ""Namaa Technology / Namaa World"" (Riyadh IT services, est. 2004), NOT Oman's unrelated ""NAMA"" utility",domain not conclusively confirmed (nama.com.sa returned mixed/ambiguous results),private,IT services/systems integration,Riyadh,manual_review,--,--,https://wuzzuf.net/jobs/careers/Namaa-Technology-Saudi-Arabia-2446,Multiple similarly-named entities across different countries create identity ambiguity; official domain not conclusively pinned down this pass.
HUMAIN,HUMAIN,humain.ai,government_linked,AI infrastructure/models (PIF portfolio),Riyadh,manual_review,--,--,https://www.pif.gov.sa/en/our-investments/our-portfolio/humain/;https://en.wikipedia.org/wiki/Humain,"Confirmed real, distinct PIF-owned AI company (own domain, Wikipedia entry, official PIF portfolio page) -- genuinely NOT the same entity as UAE's ""cc-humai"" already in the registry. Careers/ATS URL on humain.ai itself not directly confirmed this pass (only third-party BuildSaudi/LinkedIn evidence), so held at manual_review rather than fully verified."
Nua-Fit,"Ambiguous -- possibly ""NUA Pilates & Fitness"" (nuafit.sa, Jeddah) or the unrelated ""NuYu Fitness"" chain",nuafit.sa (one candidate; unconfirmed which is meant),unknown,Fitness,Jeddah (if NUA) or Riyadh (if NuYu),insufficient_evidence,--,--,https://www.nuafit.sa/,Two plausible but distinct real entities found; original lead too ambiguous to pick one without guessing.
Ace Creative Hub,"Ambiguous -- likely ""ACE Creative Services"" (ACE Group, Jeddah, exhibitions/events, 201-500 employees) vs. a literal, smaller ""Ace Creative Hub"" LinkedIn entity",not confirmed,unknown,Events/exhibitions,Jeddah (if ACE Group),manual_review,--,--,https://sa.linkedin.com/company/ace-creative-hub;https://www.facebook.com/theacecreative/,Name-collision risk between two real but distinct entities.
iSoftStone,iSoftStone,isoftstoneinc.com,multinational_subsidiary,IT services,not confirmed,insufficient_evidence,--,--,https://www.isoftstoneinc.com/careers/,"Real global (China-founded) IT services company with an official careers portal, but no Saudi Arabia-specific presence/job evidence found this pass."
SAP,SAP,sap.com,multinational_subsidiary,Enterprise software,Riyadh,verified_stage_employer,cc-sap(proposed),https://jobs.sap.com/go/Saudi-Arabia/9009201/,https://jobs.sap.com/go/Saudi-Arabia/9009201/,Dedicated official Saudi Arabia careers page with dozens of live Riyadh roles confirmed.
flynas,flynas,flynas.com,private,Airlines / Aviation,Riyadh,already_present,cc-flynas,not_found,https://en.wikipedia.org/wiki/Flynas,"Exact match to existing row in saudi-arabia.csv (row 14, needs_manual_review status)."
Searce,Searce,searce.com,multinational_subsidiary,Cloud consulting / AI,Riyadh,verified_stage_employer,cc-searce(proposed),https://www.searce.com/join-us; careers@searce.com,https://www.searce.com/join-us,Riyadh listed as an active office location on official careers page.
SEDCO,SEDCO Holding,sedco.com,private,Diversified investment/holding,Jeddah,verified_stage_employer,cc-sedco-holding(proposed),https://sedco.com/career/,https://sedco.com/career/,Major Jeddah-HQ investment/holding group; official careers page confirmed.
Perfect Presentation,2P Perfect Presentation,2p.com.sa,public_listed,ICT services,Riyadh,verified_stage_employer,cc-2p-perfect-presentation(proposed),not directly confirmed -- evidence via aggregator listing 21 open jobs,https://en.wazaefsaudi.com/2026/03/2p.html;https://finance.yahoo.com/quote/7204.SR/profile,"Tadawul-listed (7204.SR), 1,001-5,000 employees, est. 2004; official domain confirmed, exact /careers path not independently fetched this pass."
MinIO,MinIO,min.io,multinational_subsidiary,Object storage / AI infrastructure software,Riyadh,verified_stage_employer,cc-minio(proposed),https://job-boards.greenhouse.io/minio,https://job-boards.greenhouse.io/minio;https://truescho.com/en/jobs/software-engineer-minio-riyadh,Own Greenhouse ATS confirms live Riyadh Software Engineer and Regional Sales Manager roles.
AtkinsRéalis,AtkinsRéalis,atkinsrealis.com,multinational_subsidiary,Engineering consultancy,Riyadh,verified_stage_employer,cc-atkinsrealis(proposed),https://careers.atkinsrealis.com/en/global-locations/middle-east/saudi-arabia,https://careers.atkinsrealis.com/en/global-locations/middle-east/saudi-arabia,"Riyadh office since 2019; dedicated Saudi careers page (NEOM, Red Sea, Qiddiya, Riyadh Metro projects) confirmed."
GT Medical,GT Medical,gtmedical.com,private,Pharma/MedTech distribution,Jeddah,verified_stage_employer,cc-gt-medical(proposed),https://www.gtmedical.com/gt-careers/,https://www.gtmedical.com/gt-careers/,"Est. 2005, own careers page confirmed."
Snap Inc.,Snap Inc.,snap.com,multinational_subsidiary,Social media / Ad tech,Riyadh,verified_stage_employer,cc-snap-inc(proposed),https://careers.snap.com/offices,https://careers.snap.com/offices;https://www.linkedin.com/jobs/view/4333835756/,Confirmed Riyadh office and live Client Partner/Communications roles via official careers portal.
Tata Consultancy Services,Tata Consultancy Services (TCS),tcs.com,multinational_subsidiary,IT services/consulting,Riyadh,verified_stage_employer,"cc-tcs (NEW Saudi row -- cc-tata-consultancy-services-qatar already exists for Qatar; propose a market-neutral ""cc-tcs"" id for Saudi, flag for human review on id convention)",https://www.tcs.com/careers/saudi-arabia,https://www.tcs.com/careers/saudi-arabia,Dedicated official Saudi Arabia careers page confirmed; women's innovation lab/BPO center in Riyadh (JV history with GE) adds strong corroborating evidence.
PrimeGate for Communications and IT,PrimeGate for Communications and IT,domain not confirmed this pass,private,Telecom infrastructure / ICT integration,Riyadh,manual_review,--,--,https://theorg.com/org/primegate-for-communications-and-it/offices/hq,"Real, sizeable (501-1,000 employees, ~$40.5M revenue) Riyadh ICT integrator with multiple live third-party-mirrored job postings; no official domain/careers URL located this pass."
Salesforce,Salesforce,salesforce.com,multinational_subsidiary,Enterprise CRM software,Riyadh,verified_stage_employer,cc-salesforce(proposed),https://careers.salesforce.com/en/jobs/jr336046/account-executive-ksa/,https://careers.salesforce.com/en/jobs/jr336046/account-executive-ksa/,"Multiple live official Riyadh listings (Account Executive KSA, MuleSoft, Data Cloud) confirmed."
Magna AI,Magna AI,domain not confirmed this pass,startup,Enterprise/sovereign AI,not confirmed,manual_review,--,--,https://saudigazette.com.sa/article/656920;https://gulfbusiness.com/magna-ai-ceo-on-future-of-enterprise-intelligence/,"Trend Micro/Wistron-backed AI venture with a confirmed ""global operations hub"" in Saudi Arabia per reputable press; official careers channel not located this pass."
Awtad,"Ambiguous -- multiple distinct ""Awtad""-branded Saudi entities exist (Awtad Alarabia real estate, Awtad Al Fahd Contracting, ""Awtad Alakaria Company"")",apply.workable.com/awtad/ (entity behind this specific board unconfirmed),unknown,Real estate / contracting,not confirmed,manual_review,--,apply.workable.com/awtad/,https://apply.workable.com/awtad/;https://www.bayt.com/en/company/awtad-alakaria-company-1983796/,"Real jobs and a real Workable board exist, but which specific ""Awtad"" legal entity they belong to is not conclusively resolved -- same name-collision pattern as the existing Esnad precedent."
tactical.,tactical. (digital agency),domain not confirmed this pass (LinkedIn: tactical-digital-agency),multinational_subsidiary,Digital/creative marketing agency,Riyadh (KSA-specific roles),manual_review,--,--,https://www.linkedin.com/company/tactical-digital-agency/,"Dubai-HQ agency with confirmed KSA-specific open roles (Community Manager KSA, Social Media Manager KSA); official domain not independently confirmed this pass."
Noon – Education for Everyone,Noon (Noon Academy) -- CONFIRMED DISTINCT from the unrelated Noon.com e-commerce company,learnatnoon.com,startup,EdTech,Riyadh,verified_stage_employer,cc-noon-academy(proposed),https://careers.learnatnoon.com/,https://careers.learnatnoon.com/;https://uk.linkedin.com/company/learnatnoon,$41M Series B-funded P2P social-learning EdTech platform; own careers portal confirmed. Disambiguation from Noon.com verified as instructed.
PULSE MENA,"Ambiguous -- multiple distinct ""Pulse""-branded entities found (PulseMediaNL, PULSE-MEDIA, Pulse Middle East/AV-lighting at pulse-me.com, and a fintech at pulse-sa.tech)",not conclusively confirmed,unknown,Fintech (if pulse-sa.tech) or AV/events (if Pulse Middle East),not confirmed,manual_review,--,--,https://pulse-sa.tech/;https://www.pulse-me.com/,"Genuine name-collision risk across several real entities; listings found (data entry/virtual assistant, part-time remote) also read as lower-quality/generic, adding to the caution."
Emdad by Elm,Emdad (Emdad Al Khebrat) -- Elm Company subsidiary,career.elm.sa/emdad,duplicate_or_alias,--,--,duplicate_or_alias,cc-elm,https://career.elm.sa/emdad,https://career.elm.sa/emdad;https://en.wazaefsaudi.com/2026/05/emdad.html,"This is the exact same portal already cited as evidence in the existing cc-elm row -- not a new employer, just Elm's HR-staffing subsidiary/portal already on file."
Masdr,"Ambiguous -- likely intended as ""Masdar"" (Abu Dhabi Future Energy Company, UAE-HQ, confirmed to have ""locations in... Saudi Arabia"")",masdar.ae,multinational_subsidiary,Renewable energy,not confirmed (Saudi office location unconfirmed),manual_review,--,--,https://masdar.ae/en/careers;https://careers.masdar.ae/,"Real, major UAE renewable-energy company; a specific Saudi Arabia office/city and Saudi-specific job evidence were not confirmed this pass -- treat as a manual-review multinational_subsidiary candidate, not confirmed for Saudi promotion."
KBR,KBR,kbr.com,multinational_subsidiary,Engineering/EPC & government services,Eastern Province (Jubail/Khobar),verified_stage_employer,"cc-kbr (NEW Saudi row -- cc-kbr already exists for Qatar; propose reusing the same market-neutral ""cc-kbr"" id for Saudi, flag for human review on id convention)",not directly confirmed -- evidence via multiple third-party mirrors showing dozens of live Eastern Province postings,"https://www.glassdoor.com/Jobs/KBR-Saudi-Arabia-Jobs-EI_IE18604.0,3_IL.4,16_IN207.htm;https://dejobs.org/sau/jobs/kbr/careers/","~28,000 global employees, 34 countries; strong volume of live Saudi postings across multiple mirrors, though the single official careers.kbr.com Saudi-specific URL wasn't directly fetched this pass."
UFC Gym KSA,UFC Gym,ufcgym.com,multinational_subsidiary,Fitness/Gym franchise,not confirmed (only UAE locations confirmed),insufficient_evidence,--,--,https://www.ufcgym.com/careers,"Real global gym franchise brand with confirmed UAE (Dubai/Abu Dhabi) presence, but no Saudi Arabia location or job evidence found this pass -- do not assume KSA presence from the brand name alone."
Remat Al-Riyadh Development Company,Remat Al-Riyadh Development Co.,remat.sa,government_linked,Real estate / municipal development,Riyadh,verified_stage_employer,cc-remat-al-riyadh(proposed),TA@remat.sa,https://remat.sa/en/pages/default.aspx;https://bestplacestoworkfor.org/employers-of-choice/companies-profile/431-remat,"Development arm of Riyadh Region Municipality, 323 employees, ""Best Place to Work 2023"" certified, recruitment email confirmed on official domain context."
Luma,Luma AI,lumalabs.ai,startup,AI (generative video/creative models),Riyadh,verified_stage_employer,cc-luma-ai(proposed),https://lumalabs.ai/careers,https://lumalabs.ai/careers;https://www.tribetechie.com/blog/luma-ai-opens-riyadh-office-expand-saudi-ai-infras,"California-HQ AI company opening a new Riyadh office in partnership with HUMAIN (HUMAIN Create); official careers page confirmed, live Riyadh roles found."
Democrance,Democrance,democrance.com,startup,Insurtech,Riyadh,verified_stage_employer,cc-democrance(proposed),https://www.democrance.com/sales-executive-saudi-arabia/,https://www.democrance.com/sales-executive-saudi-arabia/;https://gulfbusiness.com/democrance-expands-footprint-in-saudi-arabia/,Only B2B insurtech with SAMA approval; Dubai-HQ but confirmed dedicated Riyadh office and job posting on own domain.
Shangri-La Group,Shangri-La Group (Shangri-La Jeddah),domain not confirmed this pass (likely shangri-la.com),multinational_subsidiary,Hospitality/Hotels,Jeddah,manual_review,--,--,https://en.wazaefsaudi.com/2026/03/shangrila.html,"First Shangri-La property in Saudi Arabia (opened 2022, Jeddah Corniche); real and actively hiring, but the official global shangri-la.com careers portal's Jeddah-specific listing was not independently fetched this pass."
Apple,Apple,apple.com,multinational_subsidiary,Consumer electronics / retail,Jeddah/Riyadh (multi-city),verified_stage_employer,cc-apple(proposed),https://jobs.apple.com/en-us/search?location=jeddah-JDH,https://jobs.apple.com/en-us/search?location=jeddah-JDH,Official careers portal confirms Jeddah location filter; multiple retail/technical/admin roles confirmed via aggregator mirrors too.
