canonical_name,normalized_domain,website,place_ids,regions,categories,address,city,phone,rating,reviews_count,google_maps_url,duplicate_count,flagged_for_review,source,scraped_at
Masaphat Agency - شركة تسويق,masaphat.com,https://www.masaphat.com/,ChIJ46qh4hYXHxUR91K8M6xFRQY,Beirut,Marketing/advertising/graphic design,"Downtown Louis Vuitton Building, Beirut, Lebanon",Beirut,+961 1 957 574,4.5,2,https://www.google.com/maps/search/?api=1&query=Masaphat%20Agency%20-%20%D8%B4%D8%B1%D9%83%D8%A9%20%D8%AA%D8%B3%D9%88%D9%8A%D9%82&query_place_id=ChIJ46qh4hYXHxUR91K8M6xFRQY,0,false,apify_google_maps_pilot,2026-09-05T10:44:59.451Z
tsmmpanel,tsmmpanel.com,https://www.tsmmpanel.com/,ChIJd_F0ZAMXHxURBc-8fpKYCpU,Beirut,Marketing/advertising/graphic design,"Center Al Tayyar, floor 4 - Office number 56, Beirut, Lebanon",Beirut,+961 78 915 038,5,54,https://www.google.com/maps/search/?api=1&query=tsmmpanel&query_place_id=ChIJd_F0ZAMXHxURBc-8fpKYCpU,0,false,apify_google_maps_pilot,2026-09-05T10:44:59.451Z
Azentio Software Private Limited Lebanon,azentio.com,https://www.azentio.com/,ChIJTwpSY8MXHxURS9uuGsLUHSA,Lebanon country-wide,Software and IT services,"Le Bureau Building, Regus, Office No. 418, 4th Floor, Mathaf, Beirut, Lebanon",Beirut,+961 1 697 748,4.2,22,https://www.google.com/maps/search/?api=1&query=Azentio%20Software%20Private%20Limited%20Lebanon&query_place_id=ChIJTwpSY8MXHxURS9uuGsLUHSA,0,false,apify_google_maps_pilot,2026-09-05T10:45:00.897Z
CME,gotocme.com,http://www.gotocme.com/,ChIJn2noHAkXHxURfVm5GDd1L5I,Lebanon country-wide,Software and IT services,"BDD 1227 Block A , Beirut Digital District, Beirut, Lebanon",Beirut,+961 1 660 064,4.6,44,https://www.google.com/maps/search/?api=1&query=CME&query_place_id=ChIJn2noHAkXHxURfVm5GDd1L5I,0,false,apify_google_maps_pilot,2026-09-05T10:45:00.898Z
Creyasoft sarl,creyasoft.com,http://creyasoft.com/,ChIJ_aO-6PoWHxURRtoY4HsRmwg,Lebanon country-wide,Software and IT services,"Tekeyan Center, Nahr Ibrahim Street، Gemayze Beirut, Lebanon",Gemayze Beirut,+961 1 565 225,4,1,https://www.google.com/maps/search/?api=1&query=Creyasoft%20sarl&query_place_id=ChIJ_aO-6PoWHxURRtoY4HsRmwg,0,false,apify_google_maps_pilot,2026-09-05T10:45:00.898Z
Azkatech,azka.tech,https://azka.tech/,ChIJMZ9HeQ4XHxURZLUwC8WkjD0,Lebanon country-wide,Software and IT services,"Victoria Tower Building, 4th Floor, Before Fiat Bridge, Pierre Gemayel, Corniche El Nahr, Beirut, Lebanon",Beirut,+961 70 504 898,4.2,13,https://www.google.com/maps/search/?api=1&query=Azkatech&query_place_id=ChIJMZ9HeQ4XHxURZLUwC8WkjD0,0,false,apify_google_maps_pilot,2026-09-05T10:45:00.898Z
Lebanon Store,lebanonstores.com,https://lebanonstores.com/,ChIJoWQ6qlAXHxURNb5hqAeg8cI,Lebanon country-wide,Software and IT services,"facing aseer alsawas building 3nd Floor Company Offices, Bshara Elkhoury, Main Street, Beirut, Lebanon",Beirut,+961 78 856 689,4.8,566,https://www.google.com/maps/search/?api=1&query=Lebanon%20Store&query_place_id=ChIJoWQ6qlAXHxURNb5hqAeg8cI,0,false,apify_google_maps_pilot,2026-09-05T10:45:00.898Z
Murex (Mar Elias bldg),murex.com,http://www.murex.com/,ChIJOZEx594WHxURNdqq0HJssLo,Lebanon country-wide,Software and IT services,"VFXW+4CC, Beirut, Lebanon",Beirut,+961 1 356 000,4.7,124,https://www.google.com/maps/search/?api=1&query=Murex%20(Mar%20Elias%20bldg)&query_place_id=ChIJOZEx594WHxURNdqq0HJssLo,0,false,apify_google_maps_pilot,2026-09-05T10:45:00.898Z
LeadByTech - IT & Software Solutions,leadbytech.com,https://leadbytech.com/,ChIJd4Wtu9UXHxUReSmnbUqa6mI,Lebanon country-wide,Software and IT services,"VGR4+2PG, Damascus, Beirut, Lebanon",Beirut,+961 3 998 750,4.7,15,https://www.google.com/maps/search/?api=1&query=LeadByTech%20-%20IT%20%26%20Software%20Solutions&query_place_id=ChIJd4Wtu9UXHxUReSmnbUqa6mI,0,false,apify_google_maps_pilot,2026-09-05T10:45:00.898Z
Easysoft SARL,easysoft.com.lb,https://www.easysoft.com.lb/,ChIJwebeXL4XHxUR4CgBgas5gqc,Lebanon country-wide,Software and IT services,"Albert Khayat Street, Kassis Building, 2nd floor, Achrafieh, Lebanon, Beirut, Lebanon",Beirut,+961 1 335 515,4.9,75,https://www.google.com/maps/search/?api=1&query=Easysoft%20SARL&query_place_id=ChIJwebeXL4XHxUR4CgBgas5gqc,0,false,apify_google_maps_pilot,2026-09-05T10:45:00.898Z
WhiteBeard,whitebeard.nl,https://www.whitebeard.nl/,ChIJD9_BqFUWHxURyvD33kz2_gs,Lebanon country-wide,Software and IT services,"Sioufi street, Khnaisser building, first floor، Achrafieh, Beirut, Lebanon",Beirut,+961 1 218 021,5,10,https://www.google.com/maps/search/?api=1&query=WhiteBeard&query_place_id=ChIJD9_BqFUWHxURyvD33kz2_gs,0,false,apify_google_maps_pilot,2026-09-05T10:45:00.898Z
Soft Masters - Software Company,softmasters-lb.com,http://softmasters-lb.com/,ChIJU5AUZVkWHxURiDSYF13jnEk,Lebanon country-wide,Software and IT services,"VGVG+R4X, Beirut, Lebanon",Beirut,+961 1 560 965,5,2,https://www.google.com/maps/search/?api=1&query=Soft%20Masters%20-%20Software%20Company&query_place_id=ChIJU5AUZVkWHxURiDSYF13jnEk,0,false,apify_google_maps_pilot,2026-09-05T10:45:00.898Z
Software Design Consulting Group,sd-lb.com,https://sd-lb.com/,ChIJNS3Uyw4XHxUR14f9PGO2IQ4,Lebanon country-wide,Software and IT services,"kfoury - Sabak L khel - Khatoum Building-6th Floor(same building as، FransaBank)، badaro, Lebanon",badaro,+961 1 399 855,4.8,4,https://www.google.com/maps/search/?api=1&query=Software%20Design%20Consulting%20Group&query_place_id=ChIJNS3Uyw4XHxUR14f9PGO2IQ4,0,false,apify_google_maps_pilot,2026-09-05T10:45:03.380Z
Dataflow,dataflowinternational.com,http://www.dataflowinternational.com/,ChIJnWB5wFUWHxURZ9WAZIdGUss,Lebanon country-wide,Software and IT services,"Beirut, Lebanon",Beirut,+961 1 326 868,4.3,15,https://www.google.com/maps/search/?api=1&query=Dataflow&query_place_id=ChIJnWB5wFUWHxURZ9WAZIdGUss,0,false,apify_google_maps_pilot,2026-09-05T10:45:05.142Z
Ct Serv,ctserv.net,http://www.ctserv.net/,ChIJ697meFQWHxURz4nBFeEjyRA,Lebanon country-wide,Software and IT services,"VGPG+GWF, Beirut, Lebanon",Beirut,+961 9 830 650,4.8,10,https://www.google.com/maps/search/?api=1&query=Ct%20Serv&query_place_id=ChIJ697meFQWHxURz4nBFeEjyRA,0,false,apify_google_maps_pilot,2026-09-05T10:45:05.142Z
GAMING DOT ME,gaming.me,http://www.gaming.me/,ChIJp4i80JwXHxURruvIkr7XkbI,Lebanon country-wide,Software and IT services,"VGR6+RP8, Beirut, Lebanon",Beirut,+961 78 902 206,5,6,https://www.google.com/maps/search/?api=1&query=GAMING%20DOT%20ME&query_place_id=ChIJp4i80JwXHxURruvIkr7XkbI,0,false,apify_google_maps_pilot,2026-09-05T10:45:05.142Z
Sqwirl Lab,,,ChIJHcH-GOIWHxUR4Z4p02DEh6o,Lebanon country-wide,Software and IT services,"VGQ6+8PF, Beirut, Lebanon",Beirut,,3.5,4,https://www.google.com/maps/search/?api=1&query=Sqwirl%20Lab&query_place_id=ChIJHcH-GOIWHxUR4Z4p02DEh6o,0,false,apify_google_maps_pilot,2026-09-05T10:45:05.142Z
MakersGround,makersground.com,http://www.makersground.com/,ChIJHyi1SH8XHxURoUHmQ2G4bnc,Lebanon country-wide,Software and IT services,"Hermitage L1, Ghandour El Saad, Beirut, Lebanon",Beirut,+961 81 718 182,5,1,https://www.google.com/maps/search/?api=1&query=MakersGround&query_place_id=ChIJHyi1SH8XHxURoUHmQ2G4bnc,0,false,apify_google_maps_pilot,2026-09-05T10:45:05.143Z
Table POS,tablelb.com,https://tablelb.com/,ChIJiaj8w8AXHxURTMUW2S14zKk,Lebanon country-wide,Software and IT services,"Hamra, Beirut, Lebanon",Beirut,+961 81 664 397,5,16,https://www.google.com/maps/search/?api=1&query=Table%20POS&query_place_id=ChIJiaj8w8AXHxURTMUW2S14zKk,0,false,apify_google_maps_pilot,2026-09-05T10:45:09.035Z
Solweavers,solweavers.com,https://solweavers.com/,ChIJ4zNUTSoXHxURvDxqhPmwUgg,Lebanon country-wide,Software and IT services,"Hamra Main Street Al Mizan Building 6th floor, Beirut, Lebanon",Beirut,+961 70 891 052,3.1,19,https://www.google.com/maps/search/?api=1&query=Solweavers&query_place_id=ChIJ4zNUTSoXHxURvDxqhPmwUgg,0,false,apify_google_maps_pilot,2026-09-05T10:45:09.035Z
JAB GROUPS SAL Company,jabgroups.com,http://www.jabgroups.com/,ChIJf2G2OToRHxURqB49ZSMRL8Y,Lebanon country-wide,Software and IT services,"139, Berlin St - 2nd flr, Beirut, Lebanon",Beirut,+961 1 796 511,5,1,https://www.google.com/maps/search/?api=1&query=JAB%20GROUPS%20SAL%20Company&query_place_id=ChIJf2G2OToRHxURqB49ZSMRL8Y,0,false,apify_google_maps_pilot,2026-09-05T10:45:09.035Z
Smart Tech Solutions,sts-lb.net,http://sts-lb.net/,ChIJe67BcgAXHxUR6N6dOjTbzxw,Lebanon country-wide,Software and IT services,"VFVM+4Q2, Abdul Monem Riad, Beirut, Lebanon",Beirut,+961 70 429 013,5,3,https://www.google.com/maps/search/?api=1&query=Smart%20Tech%20Solutions&query_place_id=ChIJe67BcgAXHxUR6N6dOjTbzxw,0,false,apify_google_maps_pilot,2026-09-05T10:45:09.036Z
DRAPP,drapp.me,http://www.drapp.me/,ChIJ0RFn63QXHxURYmGEr2SRc30,Lebanon country-wide,Software and IT services,"Phoenicia, Beirut, Lebanon",Beirut,+961 70 800 727,4.6,18,https://www.google.com/maps/search/?api=1&query=DRAPP&query_place_id=ChIJ0RFn63QXHxURYmGEr2SRc30,0,false,apify_google_maps_pilot,2026-09-05T10:45:09.762Z
LeLaboDigital,lelabodigital.com,https://lelabodigital.com/,ChIJr2eTANkWHxURHQK0EBtE1KI,Lebanon country-wide,Software and IT services,"Mexico Street Total Bldg., 3rd floor, 0961, Beirut, Lebanon",Beirut,+961 1 359 418,5,8,https://www.google.com/maps/search/?api=1&query=LeLaboDigital&query_place_id=ChIJr2eTANkWHxURHQK0EBtE1KI,0,false,apify_google_maps_pilot,2026-09-05T10:45:09.762Z
maxiphy | UX driven software company,maxiphy.com,https://www.maxiphy.com/,ChIJawgVvScXHxURBFsyqIAg8OM,Lebanon country-wide,Software and IT services,"St. Charles City Center, 5th floor, Beirut, Lebanon",Beirut,+961 76 828 810,5,7,https://www.google.com/maps/search/?api=1&query=maxiphy%20%7C%20UX%20driven%20software%20company&query_place_id=ChIJawgVvScXHxURBFsyqIAg8OM,0,false,apify_google_maps_pilot,2026-09-05T10:45:09.762Z
Eduware ntc.,eduware.net,http://www.eduware.net/,ChIJHcoLI-IWHxUR199PKD_YfT4,Lebanon country-wide,Software and IT services,"Omar Daouk, Beirut, Lebanon",Beirut,+961 1 370 124,5,2,https://www.google.com/maps/search/?api=1&query=Eduware%20ntc.&query_place_id=ChIJHcoLI-IWHxUR199PKD_YfT4,0,false,apify_google_maps_pilot,2026-09-05T10:45:09.762Z
Webuild Technology,webuild-technology.com,https://webuild-technology.com/,ChIJHy3200wXHxURIJC-N1GWcfk,Lebanon country-wide,Software and IT services,"antwork, Hamra, Beirut, Lebanon",Beirut,+961 76 030 845,5,6,https://www.google.com/maps/search/?api=1&query=Webuild%20Technology&query_place_id=ChIJHy3200wXHxURIJC-N1GWcfk,0,false,apify_google_maps_pilot,2026-09-05T10:45:09.762Z
metrics,,,ChIJCTdvIQkXHxUReE5CIIfTot4,Greater Beirut,Accounting/audit/financial services,"address centre 3rd floor, Ramlet El Baida, Beirut, Lebanon",Beirut,,,,https://www.google.com/maps/search/?api=1&query=metrics&query_place_id=ChIJCTdvIQkXHxUReE5CIIfTot4,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.401Z
إيبت للمحاسبة و التدقيق - E-bit Accounting & Auditing,,,ChIJWaTZYnYXHxURSk5S7q0HnYg,Greater Beirut,Accounting/audit/financial services,"سنتر ريفييرا طابق أول, Beirut, Lebanon",Beirut,+961 1 700 171,,,https://www.google.com/maps/search/?api=1&query=%D8%A5%D9%8A%D8%A8%D8%AA%20%D9%84%D9%84%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9%20%D9%88%20%D8%A7%D9%84%D8%AA%D8%AF%D9%82%D9%8A%D9%82%20-%20E-bit%20Accounting%20%26%20Auditing&query_place_id=ChIJWaTZYnYXHxURSk5S7q0HnYg,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.403Z
IBS for Accounting and Legal Services,ibs-me.co,https://ibs-me.co/,ChIJW2fhMQAXHxURBp_-7YfH8Ao,Greater Beirut,Accounting/audit/financial services,"Yamout Center, 3th Floor, Barbir, Saeb Slem, Beirut, Lebanon",Beirut,+961 71 126 964,5,15,https://www.google.com/maps/search/?api=1&query=IBS%20for%20Accounting%20and%20Legal%20Services&query_place_id=ChIJW2fhMQAXHxURBp_-7YfH8Ao,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.403Z
Baghdadi For Accounting and Auditing (BAA),,,ChIJl6iUzoMXHxUReoUKQkPyO38,Greater Beirut,Accounting/audit/financial services,"Salim Salam, Beirut, Lebanon",Beirut,+961 1 815 081,5,3,https://www.google.com/maps/search/?api=1&query=Baghdadi%20For%20Accounting%20and%20Auditing%20(BAA)&query_place_id=ChIJl6iUzoMXHxUReoUKQkPyO38,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.403Z
Certified Professional Accountants & Advisors [CPAA],cpaafirm.com,http://www.cpaafirm.com/,ChIJwzLtINMXHxURNxbCm6gcwvM,Greater Beirut,Accounting/audit/financial services,"Daibiss El Morr Street- Mar Elias Boubess Center 1449-Byblos Bank Building Fifth Floor Beirut, Beirut, Lebanon",Beirut,+961 1 700 148,,,https://www.google.com/maps/search/?api=1&query=Certified%20Professional%20Accountants%20%26%20Advisors%20%5BCPAA%5D&query_place_id=ChIJwzLtINMXHxURNxbCm6gcwvM,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.403Z
Sidani & Co,sidanico.com,http://www.sidanico.com/,ChIJ4SSBdyYXHxURWWEjgLPp4WE,Greater Beirut,Accounting/audit/financial services,"Independence st, Beirut, Lebanon",Beirut,,5,4,https://www.google.com/maps/search/?api=1&query=Sidani%20%26%20Co&query_place_id=ChIJ4SSBdyYXHxURWWEjgLPp4WE,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.403Z
FIAC - Fathi Ismail Auditing & CNSS,,,ChIJHWTIr54XHxUR5e4M8JUpZDk,Greater Beirut,Accounting/audit/financial services,"Beirut, Lebanon",Beirut,+961 1 666 778,5,18,https://www.google.com/maps/search/?api=1&query=FIAC%20-%20Fathi%20Ismail%20Auditing%20%26%20CNSS&query_place_id=ChIJHWTIr54XHxUR5e4M8JUpZDk,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.404Z
Bayanat Office,bayanat-office.com,https://www.bayanat-office.com/,ChIJwQtBXbAXHxURW6JBXrNX1eE,Greater Beirut,Accounting/audit/financial services,"Barbeer, Ouzai, Beirut, Lebanon",Beirut,+961 3 510 261,,,https://www.google.com/maps/search/?api=1&query=Bayanat%20Office&query_place_id=ChIJwQtBXbAXHxURW6JBXrNX1eE,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.404Z
Metrics for accounting and auditing,,,ChIJNxMbfQAXHxURJY2v__Fmg5I,Greater Beirut,Accounting/audit/financial services,"VF9P+9VF, Beirut, Lebanon",Beirut,+961 3 745 434,,,https://www.google.com/maps/search/?api=1&query=Metrics%20for%20accounting%20and%20auditing&query_place_id=ChIJNxMbfQAXHxURJY2v__Fmg5I,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.404Z
SFAI - Choujaa Audit Firm,choujaafirm.com,http://choujaafirm.com/,ChIJl7ADnQcXHxUR9_WTrFKB4so,Greater Beirut,Accounting/audit/financial services,"Beirut, Lebanon",Beirut,+961 1 611 230,5,16,https://www.google.com/maps/search/?api=1&query=SFAI%20-%20Choujaa%20Audit%20Firm&query_place_id=ChIJl7ADnQcXHxUR9_WTrFKB4so,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.404Z
Jmk auditing & consultancy,jmkaudit.com,http://www.jmkaudit.com/,ChIJjWQFSh0XHxURihviaD1zwHs,Greater Beirut,Accounting/audit/financial services,"VGH2+8FC, Beirut, Lebanon",Beirut,+961 1 660 998,,,https://www.google.com/maps/search/?api=1&query=Jmk%20auditing%20%26%20consultancy&query_place_id=ChIJjWQFSh0XHxURihviaD1zwHs,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.404Z
Balance Brightness,balancebrightness.com,https://balancebrightness.com/,ChIJ5fun2w8dHxURHBq9YgcmG9Y,Greater Beirut,Accounting/audit/financial services,"Modca Bldg, Same Bldg as Byblos Bank, 8th Floor, Main Street, Beirut, Lebanon",Beirut,+961 3 877 480,5,11,https://www.google.com/maps/search/?api=1&query=Balance%20Brightness&query_place_id=ChIJ5fun2w8dHxURHBq9YgcmG9Y,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.404Z
Anouti Audit Firm,al-anouti.com,https://www.al-anouti.com/,ChIJY3rfK9EXHxUREhCh0QBC0T0,Greater Beirut,Accounting/audit/financial services,"Salim Salam, Beirut, Lebanon",Beirut,+961 1 364 245,,,https://www.google.com/maps/search/?api=1&query=Anouti%20Audit%20Firm&query_place_id=ChIJY3rfK9EXHxUREhCh0QBC0T0,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.404Z
"Nexia Majzoub & Partners, CPAs",majzoubcpas.com,http://www.majzoubcpas.com/,ChIJI7ztVoQXHxURtVoEkV5um44,Greater Beirut,Accounting/audit/financial services,"أوتيل ديو Mathaf Center, 5th floor, Museum Area بيروت, Beirut, Lebanon",Beirut,+961 1 612 226,5,3,https://www.google.com/maps/search/?api=1&query=Nexia%20Majzoub%20%26%20Partners%2C%20CPAs&query_place_id=ChIJI7ztVoQXHxURtVoEkV5um44,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.404Z
Crowe Horwath Professional Auditors,professionalauditors.com,http://www.professionalauditors.com/,ChIJ3cJ4pC4XHxURz07e3KolE6A,Greater Beirut,Accounting/audit/financial services,"VFRM+HMJ, Beirut, Lebanon",Beirut,+961 1 341 541,4.8,4,https://www.google.com/maps/search/?api=1&query=Crowe%20Horwath%20Professional%20Auditors&query_place_id=ChIJ3cJ4pC4XHxURz07e3KolE6A,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.405Z
Khries Accounting & Auditing,,,ChIJHWSRE94XHxURwZlDp2FOOc0,Greater Beirut,Accounting/audit/financial services,"Bechara El Khoury, Beirut, Lebanon",Beirut,+961 76 076 173,,,https://www.google.com/maps/search/?api=1&query=Khries%20Accounting%20%26%20Auditing&query_place_id=ChIJHWSRE94XHxURwZlDp2FOOc0,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.405Z
Al Khabir,,,ChIJ9bzu6xwXHxURk9eanEIUZ-c,Greater Beirut,Accounting/audit/financial services,"VGP5+5QR, Mansourieh, Lebanon",Mansourieh,+961 3 275 125,4,1,https://www.google.com/maps/search/?api=1&query=Al%20Khabir&query_place_id=ChIJ9bzu6xwXHxURk9eanEIUZ-c,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.405Z
Tony Heneine CPA & Audit Firm,tonyheneine.com,https://www.tonyheneine.com/,ChIJk__Yl24XHxURIyPaQlD9GXw,Greater Beirut,Accounting/audit/financial services,"El arez street, Beirut, Lebanon",Beirut,+961 3 242 225,,,https://www.google.com/maps/search/?api=1&query=Tony%20Heneine%20CPA%20%26%20Audit%20Firm&query_place_id=ChIJk__Yl24XHxURIyPaQlD9GXw,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.405Z
Bluering,bluering.com,http://www.bluering.com/,ChIJk_Txv9gWHxURFmqiIWWZq54,Greater Beirut,Telecom and fintech,"VGR4+M9M, Beirut, Lebanon",Beirut,,4.6,5,https://www.google.com/maps/search/?api=1&query=Bluering&query_place_id=ChIJk_Txv9gWHxURFmqiIWWZq54,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.483Z
Infotec Systems,infotecsystems.net,http://www.infotecsystems.net/,ChIJnZfD0yIXHxUR9g7meBn0G78,Greater Beirut,Telecom and fintech,"Broadway Center, Hamra Street, 4th Floor, Beirut, Lebanon",Beirut,+961 1 756 868,5,1,https://www.google.com/maps/search/?api=1&query=Infotec%20Systems&query_place_id=ChIJnZfD0yIXHxUR9g7meBn0G78,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.483Z
Fundbot,fundbot.co,https://fundbot.co/,ChIJTREUyrQXHxUR-8rjI06Njfc,Greater Beirut,Telecom and fintech,"Bechara El Khoury Street, Beirut Digital District 1079, 4th Floor, Fundbot Office, Beirut, Lebanon",Beirut,,,,https://www.google.com/maps/search/?api=1&query=Fundbot&query_place_id=ChIJTREUyrQXHxUR-8rjI06Njfc,0,false,apify_google_maps_pilot,2026-09-05T10:45:38.483Z
Khoury Auditors & Consultants,kauditors.com,http://www.kauditors.com/,ChIJqZPT5_oWHxUR7YF32TtPwsE,Greater Beirut,Accounting/audit/financial services,"Nahr Ibrahim Street , Tekeyan Center, Saifi , Beirut, Lebanon","Saifi , Beirut",+961 71 144 116,5,1,https://www.google.com/maps/search/?api=1&query=Khoury%20Auditors%20%26%20Consultants&query_place_id=ChIJqZPT5_oWHxUR7YF32TtPwsE,0,false,apify_google_maps_pilot,2026-09-05T10:45:42.450Z
Accounting and Financial Audit consultancy,,,ChIJYV4refEXHxURXCktrH4x3gc,Greater Beirut,Accounting/audit/financial services,"Beirut, Lebanon",Beirut,+961 71 990 853,,,https://www.google.com/maps/search/?api=1&query=Accounting%20and%20Financial%20Audit%20consultancy&query_place_id=ChIJYV4refEXHxURXCktrH4x3gc,0,false,apify_google_maps_pilot,2026-09-05T10:45:42.450Z
Abousleiman & Co.,abousleimangroup.com,http://www.abousleimangroup.com/,ChIJY4PFxeQWHxUR_Vo2t8I9NtE,Greater Beirut,Accounting/audit/financial services,"Gemmayze, Mar Nicolas Sector, Boutrous Dagher Str., Impasse 24, ElShaftary Bldg, Beirut, Lebanon",Beirut,+961 1 571 093,4,4,https://www.google.com/maps/search/?api=1&query=Abousleiman%20%26%20Co.&query_place_id=ChIJY4PFxeQWHxUR_Vo2t8I9NtE,0,false,apify_google_maps_pilot,2026-09-05T10:45:42.450Z
Serhal Nassar & Co,serhalco.com,https://www.serhalco.com/,ChIJuz353_sWHxURJf7cgbY5Inc,Greater Beirut,Accounting/audit/financial services,"Beirut, Lebanon",Beirut,+961 1 338 448,4.3,3,https://www.google.com/maps/search/?api=1&query=Serhal%20Nassar%20%26%20Co&query_place_id=ChIJuz353_sWHxURJf7cgbY5Inc,0,false,apify_google_maps_pilot,2026-09-05T10:45:42.450Z
PFC International,pfc-international.com,https://pfc-international.com/,ChIJYVJUrD0WHxUReZ6K16ZELj4,Greater Beirut,Accounting/audit/financial services,"VGW3+MMF Downtown, Beirut, Lebanon",Beirut,+961 1 998 552,4.5,12,https://www.google.com/maps/search/?api=1&query=PFC%20International&query_place_id=ChIJYVJUrD0WHxUReZ6K16ZELj4,0,false,apify_google_maps_pilot,2026-09-05T10:45:42.451Z
Bridge Capital Holding S.A.L,bch.co,http://www.bch.co/,ChIJ-1sqmUgXHxURHnYubLuCxG0,Greater Beirut,Accounting/audit/financial services,"5th floor, Block A, Beirut Gardens Martyr's Square, Downtown, Beirut, Lebanon",Beirut,+961 1 992 992,5,4,https://www.google.com/maps/search/?api=1&query=Bridge%20Capital%20Holding%20S.A.L&query_place_id=ChIJ-1sqmUgXHxURHnYubLuCxG0,0,false,apify_google_maps_pilot,2026-09-05T10:45:42.451Z
Monasaadeddine,,,ChIJ6WjMqx4XHxURc4_b14DphNQ,Greater Beirut,Accounting/audit/financial services,"VGV2+GP6, beirut - laylake - near rawdat emem sadek school beirut, Beirut, Lebanon",Beirut,,,,https://www.google.com/maps/search/?api=1&query=Monasaadeddine&query_place_id=ChIJ6WjMqx4XHxURc4_b14DphNQ,0,false,apify_google_maps_pilot,2026-09-05T10:45:42.451Z
Gulf Falcon,,,ChIJuRflgZEXHxURcFNOJptaFDA,Greater Beirut,Accounting/audit/financial services,"VGV2+GP6 Coca Cola Street, Beirut, Lebanon",Beirut,,,,https://www.google.com/maps/search/?api=1&query=Gulf%20Falcon&query_place_id=ChIJuRflgZEXHxURcFNOJptaFDA,0,false,apify_google_maps_pilot,2026-09-05T10:45:42.451Z
The Back Office Sarl,,,ChIJd3y1v2IXHxUR7eLaffMFgnw,Greater Beirut,Accounting/audit/financial services,"VFWW+GC6, Beirut, Lebanon",Beirut,+961 1 368 522,5,1,https://www.google.com/maps/search/?api=1&query=The%20Back%20Office%20Sarl&query_place_id=ChIJd3y1v2IXHxUR7eLaffMFgnw,0,false,apify_google_maps_pilot,2026-09-05T10:45:42.451Z
UBIQ Innovations,,,ChIJhyYwK-EWHxURKDvvDMTXGQw,Greater Beirut,Telecom and fintech,"Arab Bank Bldg., 5th Floor, Banks Street, Downtown, Beirut, Lebanon",Beirut,+961 1 999 926,,,https://www.google.com/maps/search/?api=1&query=UBIQ%20Innovations&query_place_id=ChIJhyYwK-EWHxURKDvvDMTXGQw,0,false,apify_google_maps_pilot,2026-09-05T10:45:45.475Z
Purpl Wallet,,,ChIJEYCI0lIXHxURI2WQFZW9gWg,Greater Beirut,Telecom and fintech,"3rd Floor, Aya Tower, Armenia, Beirut, Lebanon",Beirut,+961 70 208 534,4.4,10,https://www.google.com/maps/search/?api=1&query=Purpl%20Wallet&query_place_id=ChIJEYCI0lIXHxURI2WQFZW9gWg,0,false,apify_google_maps_pilot,2026-09-05T10:45:50.149Z
BML Istisharat - Ashrafieh,istisharat.com,http://www.istisharat.com/,ChIJw17BQFcWHxUR-_rTixiIvzw,Greater Beirut,Telecom and fintech,"Daoud Ammoun, Beirut, Lebanon",Beirut,+961 1 490 623,5,3,https://www.google.com/maps/search/?api=1&query=BML%20Istisharat%20-%20Ashrafieh&query_place_id=ChIJw17BQFcWHxUR-_rTixiIvzw,0,false,apify_google_maps_pilot,2026-09-05T10:45:50.149Z
DOUMANI & Co. CPAs,doumanico.com,http://doumanico.com/,ChIJt2OInYsXHxURqMCLQ1prC4E,Greater Beirut,Accounting/audit/financial services,"Beirut, Lebanon",Beirut,+961 1 200 838,,,https://www.google.com/maps/search/?api=1&query=DOUMANI%20%26%20Co.%20CPAs&query_place_id=ChIJt2OInYsXHxURqMCLQ1prC4E,0,false,apify_google_maps_pilot,2026-09-05T10:45:50.478Z
El Khoury Law Firm,advocas.net,http://www.advocas.net/,ChIJdzTD8G8XHxURpUamn7yOuPI,Greater Beirut,Accounting/audit/financial services,"VGQ8+8JM, Beirut, Lebanon",Beirut,+961 3 245 401,,,https://www.google.com/maps/search/?api=1&query=El%20Khoury%20Law%20Firm&query_place_id=ChIJdzTD8G8XHxURpUamn7yOuPI,0,false,apify_google_maps_pilot,2026-09-05T10:45:50.479Z
