source_id,market,source_category,source_name,url,access_method,access_status,primary_or_secondary,sectors_covered,geographic_scope,estimated_company_volume,pagination_or_listing_notes,apify_actor_candidate,evidence_url,date_checked,notes
src-ae-gulftalent-apify,UAE,job_board_via_apify_actor,GulfTalent (via a dedicated Apify actor),https://www.gulftalent.com/,not_fetched_this_pass,unknown_site_not_directly_tested_actor_documentation_only,primary,cross_sector_executive_and_professional_roles_per_actor_documentation,Country-wide_UAE_plus_5_other_GCC_countries,unknown_site_volume_not_tested_actor_documentation_claims_broad_GCC_coverage,Actor documentation describes incremental-run change tracking; site itself not fetched this pass,"apify.com/blackfalcondata/gulftalent-scraper (confirmed via WebSearch: scrapes gulftalent.com across UAE, Saudi Arabia, Qatar, Kuwait, Bahrain, and Oman with structured industry/employment-type/employer fields; a second actor, silentflow/naukri-scraper, covers the sister site NaukriGulf plus India's Naukri.com in one actor)",https://apify.com/blackfalcondata/gulftalent-scraper,2026-09-04,A genuinely new Apify actor candidate not evaluated in the Lebanon or Saudi Arabia passes (GulfTalent/NaukriGulf are UAE/Gulf-focused job boards distinct from Bayt) - see apify-discovery-design.md for full evaluation.
src-ae-linkedin-excluded,UAE,professional_network_excluded_by_policy,LinkedIn,https://www.linkedin.com,excluded_by_policy,not_applicable,excluded,not_applicable,not_applicable,not_applicable,not_applicable,none_and_none_will_be_evaluated,not_applicable,2026-09-04,"Explicitly excluded per AGENTS.md Section 7 ('Never scrape LinkedIn'), consistent with the Lebanon and Saudi Arabia passes."
src-qa-qatar-chamber,Qatar,chamber_of_commerce_directory,Qatar Chamber - QCCI Commercial & Industrial Directory (qatarcid.com),https://www.qatarcid.com/,direct_web_fetch,login_required_not_accessed_this_pass,primary_by_volume_potential,cross_sector_all_licensed_activities,Doha_and_country_wide,unknown_login_required_a_2025_2026_printed_directory_edition_is_also_published,Requires account registration/email verification before searching by C.R. Number or Chamber Membership Number; a printed 'Qatar Commercial & Industrial Directory 2025-2026' edition also exists,not_evaluated_pending_access,https://www.qatarchamber.com/qcci-directory/,2026-09-04,"The chamber's own informational page (qatarchamber.com/qcci-directory) does not itself list companies - it only explains how members register on the separate qatarcid.com portal, which requires a login. No company names were extracted from this source as a result."
src-qa-qfc-public-register,Qatar,free_zone_company_register,Qatar Financial Centre (QFC) Public Register,https://eservices.qfc.qa/qfcpublicregister/publicregister.aspx,not_fetched_this_pass,unknown_not_directly_tested,secondary,finance_banking_insurance_professional_services_per_QFC_scope,Doha_QFC_free_zone,unknown_not_tested_this_pass_bulk_register_extraction_reportedly_requires_an_in_person_fee_per_search_snippet,Described as maintained by QFC Registration; bulk register extraction reportedly requires visiting QFC headquarters and paying a fee (per search snippet) rather than being freely downloadable,not_evaluated,https://www.qfc.qa/en/operating-with-qfc/registration,2026-09-04,"Distinct from the QFCRA regulatory register (next row) - this is the general companies register, not directly fetched this pass."
src-qa-qfcra-register,Qatar,free_zone_regulatory_register,QFCRA Public Registers - Search All Firms,https://www.qfcra.com/public_registers/search-all-firms/,direct_web_fetch,accessible,primary,banking_insurance_investment_management_professional_services,Doha_QFC_free_zone,unknown_exact_count_not_itemized_this_pass_multiple_global_banks_confirmed_present,"Searchable by QFC number, firm name, previous name, status, sector type, and authorisation date; no login required",not_evaluated_this_pass; a Website Content Crawler run against the search results could enumerate the full list in a future pass,https://www.qfcra.com/public_registers/search-all-firms/,2026-09-04,"Confirmed accessible, no-login public register - example firms visible include ABN AMRO Bank, Abu Dhabi Commercial Bank, Barclays, Citibank, Deutsche Bank, JPMorgan Chase, Morgan Stanley, and UBS (mostly large multinational banks with a QFC-licensed Doha branch, several already present in the registry under other markets - see pilot-company-candidates.csv for the ADCB cross-market note). Lower new-candidate yield expected than the industrial-city sources below, but a genuinely official, freely-accessible, no-login register."
src-qa-qfza,Qatar,free_zone_authority,Qatar Free Zones Authority (QFZA) - Ras Bufontas / Umm Alhoul,https://qfz.gov.qa/authority/,not_fetched_this_pass,unknown_no_public_directory_url_found_via_search,secondary,aviation_logistics_manufacturing_light_industry_maritime_per_zone_focus,Ras_Bufontas_airport_free_zone_and_Umm_Alhoul_port_free_zone,unknown_no_directory_found,No public tenant-company directory URL was found via search this pass - only the authority's general information pages and its LinkedIn page were located,not_evaluated,https://qfz.gov.qa/authority/,2026-09-04,"Qatar's two dedicated free zones (created 2018) - genuinely unrepresented in the existing registry (zero Ras Bufontas or Umm Alhoul rows before this pass, and none added this pass either since no tenant list was found) - flagged as a priority gap for a future pass."
src-qa-qstp,Qatar,startup_ecosystem_free_zone,Qatar Science & Technology Park (QSTP),https://qstp.qa/,not_fetched_this_pass_for_the_full_directory,unknown_individual_company_profile_pages_confirmed_to_exist,primary_by_volume_potential,technology_rd_energy_health_ict_per_QF_RDI_scope,Al_Rayyan_Education_City,claimed_over_300_companies_per_search_snippet_including_multinationals_EADS_ExxonMobil_GE_Microsoft_Rolls_Royce_Shell_Total,"QSTP appears to publish individual per-company directory profile pages (e.g. qstp.qa/directory/ihorizons-qstp-llc/, confirmed via search) suggesting a browsable directory structure exists, though the directory's own index/listing page was not directly fetched this pass",not_evaluated,https://qstp.qa/directory/ihorizons-qstp-llc/,2026-09-04,"Genuinely important for correct geographic tagging: QSTP sits inside Qatar Foundation's Education City, which is itself located in Al Rayyan Municipality, not Doha - this pass's research surfaced that Qatar Foundation, HBKU, and Sidra Medicine (all already `verified` in qatar.csv) are tagged `target_city=Doha` in the existing registry despite their Education City / Al Rayyan location. This is flagged here as a finding for a future correction pass, not silently fixed, since amending already-verified production rows is outside this pilot task's scope."
src-qa-qbic,Qatar,startup_ecosystem_incubator,Qatar Business Incubation Center (QBIC),https://www.qbic.qa/about/,not_fetched_this_pass,unknown_not_directly_tested,secondary,technology_ai_logistics_healthtech_sustainability_per_2026_cohort,Doha_likely_not_individually_confirmed_this_pass,claimed_100_startups_in_portfolio_per_search_snippet_20_selected_for_2026_accelerator_cohort,"Portfolio/investment data found via third-party aggregators (PitchBook, MAGNiTT) rather than the site's own directly-fetched page; a handful of names recovered via search snippet",not_evaluated,https://magnitt.com/enablers/qatar-business-incubation-center-qbic-1055,2026-09-04,"A genuine Qatar Development Bank-linked incubator with a substantial claimed portfolio (100 startups) - not directly fetched this pass, so only 3 portfolio names (Musajjel, Firecell, CoreTechX) were recovered via search snippet and carried into pilot-company-candidates.csv with appropriately weaker confidence."
src-qa-qfth,Qatar,sector_ecosystem_directory,Qatar FinTech Hub (QFTH),https://fintech.qa/en,direct_web_fetch,blocked_certificate_error_this_pass,primary,fintech_payments_regtech_islamic_finance_cybersecurity,Doha_likely_not_individually_confirmed_this_pass,claimed_over_50_fintech_graduates_combined_portfolio_valued_at_usd_500_million_per_search_snippet,"Direct WebFetch failed with a TLS certificate error; 5 named graduate companies recovered via search snippet instead (KARTY, Cwallet, Fatora, QCash, Noqoody)",not_evaluated_pending_access,https://fintech.qa/en,2026-09-04,"Official SAMA-equivalent-backed (Qatar Central Bank-adjacent) fintech accelerator - directly analogous to Saudi Arabia's Fintech Saudi Map from the prior pass, and similarly blocked by a certificate error rather than yielding usable primary evidence this pass."
src-qa-mesaieed-industrial,Qatar,industrial_zone_employer_cluster,Mesaieed Industrial City employers (QAFCO / QAPCO / Qatar Steel / Qatalum),https://www.qatarenergy.qa/en/Whatwedo/IndustrialCities/Pages/default.aspx,direct_web_fetch,accessible_via_individual_company_searches,primary,petrochemicals_fertiliser_steel_aluminium_manufacturing,Mesaieed_Industrial_City,4_major_state_owned_or_joint_venture_companies_identified_this_pass_each_with_its_own_confirmed_careers_portal,"Not a single directory - identified via QatarEnergy's own 'Industrial Cities' overview page plus 4 targeted per-company searches, each yielding a distinct, real, official careers portal",none_found_this_pass; fallback = apify/website-content-crawler per individual company careers page (QAFCO confirmed SuccessFactors-based),https://careers.qafco.qa/,2026-09-04,The single strongest geographic-coverage finding this pass: Mesaieed had ZERO rows anywhere in qatar.csv before this pass (every existing row is tagged Doha) despite being one of Qatar's three major industrial cities. QAFCO's own careers page (careers.qafco.qa) was directly fetched and confirmed a live SAP SuccessFactors-hosted job list with Mesaieed as the stated company address.
src-qa-ras-laffan-industrial,Qatar,industrial_zone_employer_cluster,Ras Laffan Industrial City employers,https://www.qatarenergy.qa/en/Whatwedo/IndustrialCities/Pages/default.aspx,direct_web_fetch,partially_accessible,primary,lng_gas_processing_petroleum_refining_maritime,Ras_Laffan_Industrial_City,several_named_facilities_identified_ORYX_GTL_Pearl_GTL_Dolphin_gas_processing_plant_Laffan_Refinery_QatarEnergy_LNG_plants,"QatarEnergy's own Industrial Cities page names the facilities; individual operator company websites not systematically fetched, one third-party directory (QatarYello, see next row) supplemented with a small, mixed-quality company list",none_found_this_pass; fallback = apify/website-content-crawler per individual operator site once identified,https://en.wikipedia.org/wiki/Ras_Laffan_Industrial_City,2026-09-04,"Second major geographic-coverage finding: Ras Laffan, like Mesaieed, had zero registry rows before this pass. Most Ras Laffan facilities (QatarEnergy LNG plants, Laffan Refinery) are operated under the already-registered QatarEnergy/Qatargas umbrella (cc-qatarenergy) rather than being separately-hiring legal entities - see the Qatargas alias note in pilot-company-candidates.csv. Dolphin Energy is the clearest genuinely distinct Ras Laffan-operations employer found this pass, though it is Doha-headquartered."
src-qa-qataryello-directory,Qatar,general_business_directory,QatarYello Business Directory,https://www.qataryello.com/,direct_web_fetch,accessible_but_low_data_quality,secondary,cross_sector_general_business_listings,varies_by_search_this_pass_used_for_Ras_Laffan_Industrial_City,5_companies_returned_for_the_single_Ras_Laffan_location_page_fetched_this_pass,Location-filterable (e.g. /location/Ras_Laffan_Industrial_City); no login required,"none_found_this_pass; fallback = apify/website-content-crawler, though the data-quality caveat below applies regardless of the extraction method",https://www.qataryello.com/location/Ras_Laffan_Industrial_City,2026-09-04,"DATA-QUALITY FLAG: one of the 5 entries returned for the Ras Laffan Industrial City location page was 'Nigeria Agip Oil Company' with a Lagos-style address ('45 Adeola Odekun Road') - almost certainly a directory data error (a Nigerian company's address incorrectly associated with a Qatar location page), not a real Ras Laffan tenant. This entry was NOT carried into pilot-company-candidates.csv. This directory's location-tagging should be treated as unreliable without independent confirmation per entry, consistent with this pass's broader caution about not assuming a location without evidence."
src-qa-al-wakra-hospital,Qatar,sector_specific_facility,Al Wakra Hospital (Hamad Medical Corporation facility),https://hamad.qa/EN/Hospitals-and-services/alwakra/Pages/default.aspx,not_fetched_this_pass,identified_via_search_not_directly_fetched,secondary,healthcare,Al_Wakrah,1_facility_identified_part_of_the_HMC_network,Recruits through HMC's centralised portal per search snippet rather than its own separate ATS,none_found_this_pass; recruitment flows through the already-catalogued cc-hamad-medical-corporation channel,https://hamad.qa/EN/Hospitals-and-services/alwakra/Pages/default.aspx,2026-09-04,"Third geographic-coverage finding: the only Al Wakrah-specific facility identified this pass. It is a subsidiary facility of the already-registered Hamad Medical Corporation (cc-hamad-medical-corporation, tagged Doha), not a separately-hiring legal entity - see the parent/subsidiary flag in pilot-company-candidates.csv."
src-qa-qatari-diar,Qatar,sector_specific_employer,Qatari Diar (Lusail City developer),https://www.qataridiar.com/careers,not_fetched_this_pass,identified_via_search_not_directly_fetched,secondary,real_estate_development_construction,Lusail,1_company_identified_756_employees_per_search_snippet,Careers page identified (qataridiar.com/careers) with a recruitment email (recruitment@qataridiar.com); not directly fetched this pass,none_found_this_pass; fallback = apify/website-content-crawler,https://www.qataridiar.com/careers,2026-09-04,"Fourth geographic-coverage finding: the clearest Lusail-specific employer identified this pass - master developer of Lusail City itself (Qatar's largest single development, under the Qatar Investment Authority)."
src-qa-bayt-qatar,Qatar,job_board,Bayt.com Qatar,https://www.bayt.com/en/qatar/jobs/,not_fetched_this_pass,unknown_not_directly_tested_this_pass,primary,cross_sector_all_industries,Country-wide_all_municipalities,very_high_thousands_of_live_listings_per_Lebanon_Saudi_Arabia_and_UAE_pass_precedent,Not directly confirmed this pass; same paginated search-results structure documented for prior markets is expected to apply,"apify.com/blackfalcondata/bayt-scraper (same actor evaluated for Lebanon, Saudi Arabia, and UAE) - 'country' param's 13 supported MENA markets are understood to include Qatar, not individually re-confirmed this pass",https://www.bayt.com/en/qatar/jobs/,2026-09-04,Reused conclusion from prior passes rather than re-tested a fourth time - see apify-discovery-design.md for the reasoning.
src-qa-gulftalent-qatar,Qatar,job_board_via_apify_actor,GulfTalent Qatar (via the actor evaluated in the UAE pass),https://www.gulftalent.com/,not_fetched_this_pass_directly,used_as_a_secondary_evidence_source_this_pass,secondary,cross_sector_executive_and_professional_roles,Country-wide,unknown_site_volume_not_tested,"GulfTalent company pages (e.g. gulftalent.com/companies/qatar-fertiliser-company-qafco-careers) were used as search-result evidence confirming QAFCO/QAPCO/Qatari Diar have real GulfTalent presences, but the site itself was not directly fetched this pass","apify.com/blackfalcondata/gulftalent-scraper (same actor evaluated for the UAE, which already documents Qatar as one of its 6 supported GCC countries)",https://www.gulftalent.com/companies/qatar-fertiliser-company-qafco-careers,2026-09-04,No new actor evaluation needed - the UAE pass's GulfTalent actor already covers Qatar.
src-qa-industries-qatar,Qatar,industrial_holding_company,Industries Qatar (IQ),https://en.wikipedia.org/wiki/Industries_Qatar,not_fetched_this_pass,identified_via_search_not_directly_fetched,secondary,petrochemicals_fertiliser_steel_industrial_holding,Country-wide_subsidiaries_concentrated_in_Mesaieed,1_holding_company_51_percent_subsidiary_of_QatarEnergy,Not directly fetched this pass; identified as the parent holding company of Qatar Steel/QAFCO/QAPCO via search,not_evaluated,https://en.wikipedia.org/wiki/Industries_Qatar,2026-09-04,"PARENT-COMPANY FLAG: Industries Qatar is the public holding company that owns Qatar Steel and has stakes in QAFCO/QAPCO - included as a distinct pilot candidate (its own corporate/finance/investor-relations roles would be at the IQ holding level, separate from the operating subsidiaries' industrial roles) but the group relationship must be tracked, not treated as 4 unrelated companies."
src-qa-linkedin-excluded,Qatar,professional_network_excluded_by_policy,LinkedIn,https://www.linkedin.com,excluded_by_policy,not_applicable,excluded,not_applicable,not_applicable,not_applicable,not_applicable,none_and_none_will_be_evaluated,not_applicable,2026-09-04,"Explicitly excluded per AGENTS.md Section 7 ('Never scrape LinkedIn'), consistent with all prior market passes."
src-kw-kcci,Kuwait,chamber_of_commerce_directory,Kuwait Chamber of Commerce & Industry (KCCI) - eChamber Registry,http://www.kuwaitchamber.org.kw/echamber/website/index.jsp,not_fetched_this_pass,unknown_not_directly_tested,primary_by_volume_potential,cross_sector_all_licensed_activities,Country-wide,claimed_79000_plus_registered_members_per_search_snippet_the_single_highest_volume_claim_of_any_kuwait_source_this_pass,"Described as a searchable companies/institutions registry (name, registration date, address, registration number); not directly fetched this pass",not_evaluated_pending_access,https://en.wikipedia.org/wiki/Kuwait_Chamber_of_Commerce_and_Industry,2026-09-04,"Highest-potential-volume Kuwait source identified this pass (79,000+ members) - directly analogous to Lebanon's CCIB and the UAE's Dubai Chambers directory. Not directly fetched this pass; flagged as the top-priority retry for a future pass."
src-kw-kdipa,Kuwait,government_investment_directory,Kuwait Direct Investment Promotion Authority (KDIPA),https://kdipa.gov.kw/about-kdipa/,not_fetched_this_pass,unknown_no_public_directory_url_found_via_search,secondary,cross_sector_foreign_direct_investment_licensed_entities,Country-wide,unknown_no_directory_found_this_pass,KDIPA's own site references 'licensed investment entities and companies approved' but no public directory/listing URL was surfaced via search this pass,not_evaluated,https://kdipa.gov.kw/kdipa-organizes-a-seminar-on-the-latest-developments-to-licensed-investment-entities-and-companies-approved,2026-09-04,Kuwait's analogue to Lebanon's IDAL and Saudi Arabia's MISA - identified but not confirmed as a usable directory this pass; a direct site visit (not just search) is needed.
src-kw-boursa-kuwait,Kuwait,stock_exchange_listed_company_directory,Boursa Kuwait - Listed Companies,https://www.boursakuwait.com.kw/en/participants/participants/listed-companies/,direct_web_fetch,blocked_http_403_this_pass,primary,cross_sector_all_publicly_listed_companies,Country-wide,139_listed_companies_per_search_snippet_a_precise_official_figure_not_an_estimate,Separate Main Market and Premier Market participant lists also exist as sub-pages; none directly fetched this pass (403 on the primary page),not_evaluated_pending_access,https://www.boursakuwait.com.kw/en/participants/participants/listed-companies/,2026-09-04,"A genuinely official, precise, bounded list (139 companies, not a vague volume claim) - the single most tractable high-value target for a future pass given its small, complete size relative to KCCI's 79,000+."
src-kw-cbk-regulated-entities,Kuwait,financial_regulatory_register,Central Bank of Kuwait (CBK) - Regulated Entities (Islamic Investment Companies),https://www.cbk.gov.kw/en/supervision/regulated-entities/investment-companies/islamic,direct_web_fetch,accessible,primary,banking_islamic_finance_leasing_investment,Country-wide,8_companies_confirmed_this_pass_on_a_single_sub_page_conventional_investment_companies_sub_page_not_fetched,No login required; a complete list with no pagination on the sub-page fetched; a separate conventional (non-Islamic) investment companies sub-page was not fetched this pass,"not_evaluated_this_pass; a Website Content Crawler run against all CBK regulated-entities sub-pages (banks, conventional investment companies, exchange companies, etc.) could enumerate the full official financial-sector universe in a future pass",https://www.cbk.gov.kw/en/supervision/regulated-entities/investment-companies/islamic,2026-09-04,"Confirmed accessible, no-login, official financial regulator register - directly analogous to Qatar's QFCRA register from the prior pass. Only the Islamic-investment-companies sub-page was fetched this pass (8 real companies, all new to the registry); CBK's site structure implies several more regulated-entity categories (banks, conventional investment companies, exchange companies) exist as separate sub-pages, not yet explored."
src-kw-pai,Kuwait,government_industrial_directory,Kuwait Public Authority for Industry (PAI),https://www.pai.gov.kw/en/web/guest/home,not_fetched_this_pass,unknown_not_directly_tested,secondary,manufacturing_industrial_licensing,Country-wide,described_as_a_huge_database_for_every_industrial_establishment_inside_and_outside_kuwait_per_search_snippet_no_number_given,Not directly fetched this pass; PAI's own description claims a comprehensive industrial-establishment database,not_evaluated,https://www.pai.gov.kw/en/web/guest/about-pai,2026-09-04,"Kuwait's analogue to Saudi Arabia's National Factories Directory - a plausible high-volume industrial source, not yet confirmed as browsable/exportable."
src-kw-failory-startups,Kuwait,startup_ecosystem_directory,Failory - Top 50 Kuwait Startups to Watch in 2026,https://www.failory.com/startups/kuwait,direct_web_fetch,accessible,primary,fintech_foodtech_healthtech_edtech_proptech_retail_media_cross_sector,Country-wide_specific_governorates_not_itemized_per_company_on_this_page,50_companies_extracted_this_pass,"Static single-page list, not paginated or filterable","none_found_this_pass; fallback = apify/website-content-crawler (single static page, low cost)",https://www.failory.com/startups/kuwait,2026-09-04,"Highest-yield new source this pass (of 50 names, only 3 matched the registry: Jazeera Airways, Kuwait Airways, Burgan Bank - all already-known Kuwait companies, confirming ~94% new-candidate yield). DATA-QUALITY FLAG: despite being framed as a 'startups' list, it also includes several large, decades-old state enterprises (Kuwait Petroleum Corporation, Kuwait National Petroleum Company, Kuwait Institute for Scientific Research) misclassified alongside genuine startups - each entry still needs independent legitimacy verification, not blanket trust in the list's own 'startup' framing. One entry, 'Kuwait National Petroleum Company', is literally the same already-registered no_official_source_found entity (cc-kuwait-national-petroleum-company) - see pilot-company-candidates.csv for this correction-evidence finding, which is NOT a new careers-page discovery, just a re-appearance under a different source."
src-kw-workable-ats-search,Kuwait,job_board_via_ats_search,Targeted Workable-platform search for Kuwait employers,https://jobs.workable.com/search/kuwait/,direct_web_fetch,accessible,primary,cross_sector_confirmed_it_food_manufacturing_logistics,Country-wide,2_new_workable_hosted_kuwait_employers_confirmed_this_pass_plus_1_correction_finding_for_an_existing_row,"jobs.workable.com/search/kuwait/ itself is a real, browsable aggregation of Workable-hosted Kuwait job postings across employers","none_found_this_pass; fallback = apify/website-content-crawler against jobs.workable.com/search/kuwait/ directly, which would surface every Workable-hosted Kuwait employer in one pass rather than requiring per-company guessing",https://jobs.workable.com/search/kuwait/software-jobs,2026-09-04,"DIRECTLY ADDRESSES THE TASK'S ATS-INVESTIGATION REQUIREMENT: a per-platform search (rather than per-company) confirmed Workable as a real, currently-used ATS for at least 3 Kuwait employers - Agility (already registered, ATS previously suspected but unconfirmed by content), Americana Group (already registered as needs_manual_review/no confirmed careers URL - this is new correction evidence, a real apply.workable.com/americana-kuwait-food-company board with a confirmed workablehr.s3.amazonaws.com CDN asset reference), and SEIDOR (Seidor One Kuwait, a new IT/SAP consultancy, apply.workable.com/seidor-me/ with a specific live job requisition URL found: j/CBA78A98DF/). Greenhouse and Lever searches ('site:greenhouse.io Kuwait', 'jobs.lever.co Kuwait') returned NO genuine Kuwait-employer matches this pass - Greenhouse/Lever adoption in Kuwait could not be confirmed as real (as opposed to Workable, SuccessFactors, Oracle HCM, Taleo, and Workday, all of which have direct evidence somewhere in kuwait.csv or this pass). This is a real finding about the ATS landscape, not just an absence of research."
src-kw-dnb-governorate-directories,Kuwait,general_business_directory,Dun & Bradstreet - Kuwait Governorate-Level Business Directories,https://www.dnb.com/business-directory/company-information.manufacturing.kw.html,direct_web_fetch,accessible_search_snippets_only_not_directly_fetched_this_pass,secondary,manufacturing_retail_wholesale_trade,multi_governorate_Farwaniya_Jahra_Mubarak_Al_Kabeer_Hawalli_pages_confirmed_to_exist,792_manufacturing_companies_in_Farwaniya_314_in_Jahra_241_in_Mubarak_Al_Kabeer_178_electronics_retailers_in_Hawalli_per_search_snippets_precise_D_and_B_counts,"D&B publishes separate, governorate-filtered business-directory pages (e.g. .../manufacturing.kw.mubarak_al-kabeer.html) - confirmed to exist via search snippet counts, not directly fetched/paginated through this pass",not_evaluated,https://www.dnb.com/business-directory/company-information.manufacturing.kw.mubarak_al-kabeer.html,2026-09-04,"Genuinely valuable for this pass's explicit geographic-separation requirement: confirms real, precise company counts exist per Kuwait governorate (unlike a single country-wide estimate), and surfaced 2 specifically-named Mubarak Al-Kabeer companies (Kuwait Industrial Food, IMCO Factory for Pastry Croissant and Sweets Production) plus one ambiguously-located factory (Al-Jabriya Automatic Block Factory - conflicting evidence on whether this is Jahra or the Jabriya district of Hawalli Governorate, correctly left unresolved rather than guessed)."
src-kw-royale-hayat-hospital,Kuwait,sector_specific_employer,Royale Hayat Hospital,https://royalehayat.com/careers/,direct_web_fetch,accessible_thin_content,secondary,healthcare_private_hospital,Kuwait_governorate_not_confirmed_this_pass,1_hospital_identified_4_major_departments_per_search_snippet,A custom .aspx-based application system (ApplyJob.aspx) was identified via search; the direct WebFetch of the careers page itself returned only minimal content,none_found_this_pass; fallback = apify/website-content-crawler,https://www.royalehayat.com/ApplyJob.aspx?id=0,2026-09-04,"Fills part of the healthcare-sector gap explicitly flagged in this task's context (the existing registry's only private-hospital row, Dar Al Shifa, is `no_official_source_found`) - Royale Hayat has a real, named application system, a stronger starting point than Dar Al Shifa's aggregator-only evidence."
src-kw-al-salam-hospital,Kuwait,sector_specific_employer,Al Salam Hospital(s),https://www.alsalamhosp.com/en/careers,direct_web_fetch,accessible,primary,healthcare_private_hospital,Al_Assima_Capital_Governorate_and_Al_Ahmadi_Governorate_dual_location_directly_confirmed,2_hospital_locations_confirmed_this_pass_with_live_job_postings,"Live, filterable job list directly confirmed (by hospital location and position type) via WebFetch - specific open roles visible (ENT Doctor at Al Assima, Assistant Nurse at Al Ahmadi)",none_found_this_pass; fallback = apify/website-content-crawler,https://www.alsalamhosp.com/en/job-vacancies,2026-09-04,"Strongest healthcare-sector evidence found this pass and a genuine multi-governorate employer (Al Assima/Capital + Al Ahmadi) directly confirmed via WebFetch, not inferred - directly satisfies both the healthcare-gap and geographic-separation goals of this task in a single source."
src-kw-sultan-center,Kuwait,sector_specific_employer,The Sultan Center (TSC),https://www.sultan-center.com/careers,direct_web_fetch,accessible_no_careers_content_found,secondary,retail_supermarket_grocery,Farwaniya_Al_Dajeej,1_company_identified_kuwaits_largest_independent_retailer_per_search_snippet,"Guessed /careers path on the official domain returned no employment-related content; only aggregator listings (GulfTalent, Bayt, Indeed) confirmed hiring activity exists",none_found_this_pass; fallback = apify/website-content-crawler once the correct careers path is located,https://www.gulftalent.com/companies/the-sultan-center-tsc-careers,2026-09-04,"Kuwait's largest independent retailer, headquartered in Al-Dajeej, Farwaniya Governorate per a secondary source - a genuine Farwaniya-governorate employer, though the official careers channel itself remains unconfirmed (same evidence tier as several existing kuwait.csv needs_manual_review rows)."
src-kw-startup-ecosystem-programs,Kuwait,startup_ecosystem_accelerator,"Kuwait startup accelerators (Brilliant Lab, Kuwait Digital Startup Campus, Zain Great Idea, Savour Ventures)",https://www.startupblink.com/startup-ecosystem/kuwait,not_fetched_this_pass,identified_via_search_not_directly_fetched,secondary,technology_foodtech_agrifood_cross_sector,Country-wide,4_named_programs_identified_this_pass_individual_portfolio_lists_not_enumerated,"StartupBlink ranks Kuwait's overall ecosystem (#89 globally, 40 startups, $16.2M total funding per search snippet) but individual program portfolio pages were not directly fetched this pass",not_evaluated,https://magnitt.com/en-kw/investors/accelerator,2026-09-04,"4 real, named Kuwait-specific accelerator/incubator programs identified (Brilliant Lab since 2011, Kuwait Digital Startup Campus under the Youth Public Authority, Zain Great Idea - note this is Zain's own CSR/innovation arm, a different function from the already-registered cc-zain careers row, and Savour Ventures for foodtech) - none of their individual portfolio lists were directly fetched this pass, flagged for a future pass."
src-kw-bayt-kuwait,Kuwait,job_board,Bayt.com Kuwait,https://www.bayt.com/en/kuwait/jobs/,not_fetched_this_pass,unknown_not_directly_tested_this_pass,primary,cross_sector_all_industries,Country-wide_all_governorates,very_high_thousands_of_live_listings_per_prior_pass_precedent,Not directly confirmed this pass; same paginated search-results structure documented for prior markets is expected to apply,"apify.com/blackfalcondata/bayt-scraper (same actor evaluated for Lebanon, Saudi Arabia, UAE, and Qatar) - 'country' param's 13 supported MENA markets are understood to include Kuwait, not individually re-confirmed this pass",https://www.bayt.com/en/kuwait/jobs/,2026-09-04,Reused conclusion from prior passes rather than re-tested a fifth time - see apify-discovery-design.md.
src-kw-gulftalent-kuwait,Kuwait,job_board_via_apify_actor,GulfTalent Kuwait (via the actor evaluated in the UAE pass),https://www.gulftalent.com/,not_fetched_this_pass_directly,used_as_a_secondary_evidence_source_this_pass,secondary,cross_sector_executive_and_professional_roles,Country-wide,unknown_site_volume_not_tested,"GulfTalent company pages (e.g. gulftalent.com/companies/the-sultan-center-tsc-careers, gulftalent.com/companies/agility-logistics-ksa-careers) were used as search-result evidence this pass, but the site itself was not directly fetched","apify.com/blackfalcondata/gulftalent-scraper (same actor evaluated for the UAE, which already documents Kuwait as one of its 6 supported GCC countries)",https://www.gulftalent.com/companies/the-sultan-center-tsc-careers,2026-09-04,No new actor evaluation needed - the UAE pass's GulfTalent actor already covers Kuwait.
src-kw-linkedin-excluded,Kuwait,professional_network_excluded_by_policy,LinkedIn,https://www.linkedin.com,excluded_by_policy,not_applicable,excluded,not_applicable,not_applicable,not_applicable,not_applicable,none_and_none_will_be_evaluated,not_applicable,2026-09-04,"Explicitly excluded per AGENTS.md Section 7 ('Never scrape LinkedIn'), consistent with all prior market passes."
