internal_row_id,canonical_name,relevance_status,reason_for_review,google_category,address,city,website,google_maps_url,batch_status
pilot-0129,9design Architects,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Interior architect office,"El Chir 9design office (old Lebanese house, Jounieh, Lebanon",Jounieh,http://9designarchitects.com/,https://www.google.com/maps/search/?api=1&query=9design%20Architects&query_place_id=ChIJgXevpZZAHxURzd1_OePPXi8,web_verification_complete
pilot-0131,Abdallah Chalfoun Architects,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=verified_official_company_page,Architecture firm,"main road, Lebanon",,http://abdallahchalfoun.com/,https://www.google.com/maps/search/?api=1&query=Abdallah%20Chalfoun%20Architects&query_place_id=ChIJJ6yF44JAHxURedelSeS6jIQ,web_verification_complete
pilot-0132,JYH International Architects,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=verified_official_company_page,Architect,"Portemilio Resort, Sarba, Lebanon",Sarba,http://www.jyh-ia.com/,https://www.google.com/maps/search/?api=1&query=JYH%20International%20Architects&query_place_id=ChIJn6i4pohAHxURY4ROTcwKc5A,web_verification_complete
pilot-0134,CHDI,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Architecture firm,"Kaslik, Lebanon",Kaslik,http://www.chd-i.com/,https://www.google.com/maps/search/?api=1&query=CHDI&query_place_id=ChIJryyqQo1BHxURJBCqHqTQthc,web_verification_complete
pilot-0135,Alain Azar Architect,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=verified_official_company_page,Architecture firm,"Jounieh - Beirut Hwy, Beirut, Lebanon",Beirut,http://www.azuraarch.com/,https://www.google.com/maps/search/?api=1&query=Alain%20Azar%20Architect&query_place_id=ChIJ87NeY54_HxURy09pfx0i5Q0,web_verification_complete
pilot-0149,Bay Lodge Boutique Hotel,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=likely_match_needs_review,Hotel,"Harissa Highway, Jounieh, Jounieh, Mount Lebanon, Lebanon, Lebanon","Jounieh, Mount Lebanon, Lebanon",http://www.bay-lodge.com/,https://www.google.com/maps/search/?api=1&query=Bay%20Lodge%20Boutique%20Hotel&query_place_id=ChIJAVd6EbdAHxURSdI8WTFLvW8,web_verification_complete
pilot-0150,JOUNIEH SUITES BOUTIQUE HOTEL,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"Kaslik, main road, Jounieh, Lebanon",Jounieh,http://www.jouniehsuites.com/,https://www.google.com/maps/search/?api=1&query=JOUNIEH%20SUITES%20BOUTIQUE%20HOTEL&query_place_id=ChIJiQrf-4VAHxURM9zW-HhWitA,web_verification_complete
pilot-0151,SUNRISE HOTEL,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"2J3X+FXX، Jounieh, Sahel Aalma, Lebanon",Sahel Aalma,http://www.sunrisehotellb.com/,https://www.google.com/maps/search/?api=1&query=SUNRISE%20HOTEL&query_place_id=ChIJa8CtZSxBHxURzYY2wBaOyxU,web_verification_complete
pilot-0152,Portaluna Hotel & Resort by Reston,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"Coastal Hwy, Jounieh, Lebanon",Jounieh,http://www.hotelportaluna.com/,https://www.google.com/maps/search/?api=1&query=Portaluna%20Hotel%20%26%20Resort%20by%20Reston&query_place_id=ChIJ5w4UDdpAHxURYOxGtZPVRtw,web_verification_complete
pilot-0153,Monte Mare Hotel,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"Sea Side Rd, Ghazir, Lebanon",Ghazir,https://montemarelebanon.com/,https://www.google.com/maps/search/?api=1&query=Monte%20Mare%20Hotel&query_place_id=ChIJ4Xm3RS5BHxURhmk5vMqNNxY,web_verification_complete
pilot-0154,"Lamedina Hotel, Beach & Resort",eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"Sea Side Road Facing Téléphérique du Liban Jounieh, Jounieh, Lebanon",Jounieh,http://lamedinagroup.com/,https://www.google.com/maps/search/?api=1&query=Lamedina%20Hotel%2C%20Beach%20%26%20Resort&query_place_id=ChIJqUoBWNpAHxUR3A8t7f6uRpU,web_verification_complete
pilot-0155,Bel Azur Hotel Beach Resort,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"XJMG+3Q6، Jounieh El Shir Next to fishermen sea port Jounieh kesserwan, Sarba, Lebanon",Sarba,http://www.belazur.com/,https://www.google.com/maps/search/?api=1&query=Bel%20Azur%20Hotel%20Beach%20Resort&query_place_id=ChIJV-USFJRAHxURoZW_tRaW8LQ,web_verification_complete
pilot-0157,Siena Hotel,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"Jounieh, Lebanon",Jounieh,http://www.sienahotellb.com/,https://www.google.com/maps/search/?api=1&query=Siena%20Hotel&query_place_id=ChIJIeoz2DFBHxURdL53yX8GoTo,web_verification_complete
pilot-0158,Germac Suites,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"main road, Kaslik, Lebanon",Kaslik,http://germacsuites.com/,https://www.google.com/maps/search/?api=1&query=Germac%20Suites&query_place_id=ChIJO0K0WR5BHxURHSBz0QBWhro,web_verification_complete
pilot-0136,AK Architects S.A.R.L,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Architecture firm,"Espace 2000, Kaslik, Lebanon",Kaslik,http://www.akarchitects.info/,https://www.google.com/maps/search/?api=1&query=AK%20Architects%20S.A.R.L&query_place_id=ChIJ8wKRwo1BHxUR2EKiCJqJOlY,web_verification_complete
pilot-0137,Atelier Pierre Mouhanna,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Architecture firm,"XJG9+X85 Saint John street, Sarba, Lebanon",Sarba,http://www.pierremouhanna.com/,https://www.google.com/maps/search/?api=1&query=Atelier%20Pierre%20Mouhanna&query_place_id=ChIJI5nlDgBBHxURkZk3FxdFFZc,web_verification_complete
pilot-0138,Triception s.a.l,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Architecture firm,"XJC6+WGH, Lebanon",,http://www.triceptionsal.com/,https://www.google.com/maps/search/?api=1&query=Triception%20s.a.l&query_place_id=ChIJYXyXJoBAHxURogpPRXmd-LI,web_verification_complete
pilot-0139,Chaccour Construction,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Architecture firm,"Al Moudabber Center, Block B, 2nd Floor, Kaslik, Lebanon",Kaslik,http://www.chaccour-construction.com/,https://www.google.com/maps/search/?api=1&query=Chaccour%20Construction&query_place_id=ChIJDVGus8dBHxURLjLeEAf3C9E,web_verification_complete
pilot-0141,XYZ Lebanon,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=verified_official_company_page,Architecture firm,"Saint Joseph Daher, Sarba, Lebanon",Sarba,http://www.xyz-lb.com/,https://www.google.com/maps/search/?api=1&query=XYZ%20Lebanon&query_place_id=ChIJE53oA0RBHxURQPf5PQ8lYD0,web_verification_complete
pilot-0142,Claude Verney @ ARCHIVERNEY,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Architectural designer,"Espace 2000, Lebanon",,http://www.archiverney.com/,https://www.google.com/maps/search/?api=1&query=Claude%20Verney%20%40%20ARCHIVERNEY&query_place_id=ChIJ81osn79BHxURRM2kESXDF3U,web_verification_complete
pilot-0143,MZ Architects,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Corporate office,"XJM9+MW3, Kaslik, Lebanon",Kaslik,http://www.mz-architects.com/,https://www.google.com/maps/search/?api=1&query=MZ%20Architects&query_place_id=ChIJXR9T441AHxURUe0A2bqTDBE,web_verification_complete
pilot-0146,Portemilio Hotel & Resort,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=verified_official_company_page,Resort hotel,"Kaslik, Lebanon",Kaslik,http://www.portemilio.com/,https://www.google.com/maps/search/?api=1&query=Portemilio%20Hotel%20%26%20Resort&query_place_id=ChIJ8xEBG4ZAHxURGIunzyoSpSE,web_verification_complete
pilot-0159,JCH Architects,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=verified_official_company_page,Corporate office,"Zouk Mosbeh, Lebanon",Zouk Mosbeh,http://www.jcharchitects.com/,https://www.google.com/maps/search/?api=1&query=JCH%20Architects&query_place_id=ChIJm0_4f90_HxURZ2SQ-v-_2QQ,web_verification_complete
pilot-0160,Maroon Breidy - Spirit D Group,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Architecture firm,"KBC center, 6th floor, Main road, Kaslik, Lebanon",Kaslik,https://www.spiritdgroup.com/,https://www.google.com/maps/search/?api=1&query=Maroon%20Breidy%20-%20Spirit%20D%20Group&query_place_id=ChIJabChDI5AHxURldETW6XCe84,web_verification_complete
pilot-0162,platau | platform for architecture and urbanism,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=verified_official_company_page,Architecture firm,"La Cite Building 4th floor, Jounieh, Lebanon",Jounieh,http://www.platau.info/,https://www.google.com/maps/search/?api=1&query=platau%20%7C%20platform%20for%20architecture%20and%20urbanism&query_place_id=ChIJu_DFFdZAHxURg0SSIsPrE6c,web_verification_complete
pilot-0163,Le Royal Hotel Beirut,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=verified_official_company_page,Hotel,"Dbayeh Beirut Lebanon, Lebanon",,https://www.leroyal.com/le-royal-hotel-beirut,https://www.google.com/maps/search/?api=1&query=Le%20Royal%20Hotel%20Beirut&query_place_id=ChIJeZHy9PcWHxURaFBwjFsyYwI,web_verification_complete
pilot-0164,Cézanne,eligible_employer,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Restaurant,"Old Street, Dbayeh, Lebanon",Dbayeh,https://www.cezanne.com.lb/,https://www.google.com/maps/search/?api=1&query=C%C3%A9zanne&query_place_id=ChIJzR5l3oQ_HxURoEq16wU3x38,web_verification_complete
pilot-0167,Warda وَرْدَة Lebanese Guesthouse,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"Shawya Street 36, Zouk Mosbeh, Lebanon",Zouk Mosbeh,http://www.lebaneseguesthouse.com/,https://www.google.com/maps/search/?api=1&query=Warda%20%D9%88%D9%8E%D8%B1%D9%92%D8%AF%D9%8E%D8%A9%20Lebanese%20Guesthouse&query_place_id=ChIJHyh9lW4_HxURsws8WCPyNJg,web_verification_complete
pilot-0168,Grand Gabriel Hotel,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Indoor lodging,"adonis, Lebanon",adonis,http://www.grand-gabriel.com/,https://www.google.com/maps/search/?api=1&query=Grand%20Gabriel%20Hotel&query_place_id=ChIJTYtKdoI_HxURl1ShyWQ7WyA,web_verification_complete
pilot-0169,Lebanon Hostel,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"Zouk Mosbeh, Lebanon",Zouk Mosbeh,https://www.lebanonhostel.com/,https://www.google.com/maps/search/?api=1&query=Lebanon%20Hostel&query_place_id=ChIJ84VIy20_HxURVcaiCXFi88g,web_verification_complete
pilot-0173,Perception Architectural Visualization,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Architecture firm,"Innovation Center, Block B, Second Floor, Dbaye, Lebanon",Dbaye,http://perception-lb.com/,https://www.google.com/maps/search/?api=1&query=Perception%20Architectural%20Visualization&query_place_id=ChIJya_Xz9o_HxUR7EwZHHKVOMI,web_verification_complete
pilot-0175,ITALABB sarl,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Architecture firm,"Zaidan 867 Building, Floor 3, Hôtel, Le Royal Rd، Dbayeh, Lebanon",Dbayeh,http://www.italabb.com/,https://www.google.com/maps/search/?api=1&query=ITALABB%20sarl&query_place_id=ChIJn4ILbts_HxURP041jwzuF90,web_verification_complete
pilot-0176,Design Engineering Partners,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=verified_official_company_page,Engineering consultant,"Uprise Building / 2nd floor, Internal Road, Lebanon",,https://www.deppartners.com/,https://www.google.com/maps/search/?api=1&query=Design%20Engineering%20Partners&query_place_id=ChIJoU0CvAQ_HxUR6DGmdGgE4m0,web_verification_complete
pilot-0178,MATES s.a.r.l,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Swimming pool supply store,"Ste. Rita، Main Street, Lebanon",,http://www.mateslb.com/,https://www.google.com/maps/search/?api=1&query=MATES%20s.a.r.l&query_place_id=ChIJEx8x0jI_HxUR8EbFuLGqQy0,web_verification_complete
pilot-0179,Grey Pearls Suites,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Furnished apartment building,"XJPR+MFV, Jounieh, Lebanon",Jounieh,http://www.greypearlsuites.com/,https://www.google.com/maps/search/?api=1&query=Grey%20Pearls%20Suites&query_place_id=ChIJv4SQhsBAHxURMM_eemF0FZ0,web_verification_complete
pilot-0180,The Rooms Boutique Hotel,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"Haret Sakhr, Sea Side Road, Jounieh, Lebanon",Jounieh,https://www.theroomslb.com/,https://www.google.com/maps/search/?api=1&query=The%20Rooms%20Boutique%20Hotel&query_place_id=ChIJN4Pa3sRAHxURpu4CaAXpx7c,web_verification_complete
pilot-0181,Princessa Hotel,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"Jounieh, Lebanon",Jounieh,http://www.princessahotel.com/,https://www.google.com/maps/search/?api=1&query=Princessa%20Hotel&query_place_id=ChIJxSWvC9pAHxURP1VMKABHa8o,web_verification_complete
pilot-0183,Marbella Hotel,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"Sahel Alma, New Jounieh, Jounieh, Lebanon",Jounieh,http://marbella.com.lb/,https://www.google.com/maps/search/?api=1&query=Marbella%20Hotel&query_place_id=ChIJvYrTVytBHxURX5tgs2f_ses,web_verification_complete
pilot-0184,Zett Hotel,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Hotel,"Jounieh, Lebanon",Jounieh,http://www.zetthotel.com/,https://www.google.com/maps/search/?api=1&query=Zett%20Hotel&query_place_id=ChIJJXWl6H9BHxURBxsCl0fq6g0,web_verification_complete
pilot-0189,All Brands Factory Outlet,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=verified_official_company_page,Outlet store,"facing le mall, Sea Side Rd, 0000, Lebanon",0000,https://allbrandsfactoryoutlet.com/,https://www.google.com/maps/search/?api=1&query=All%20Brands%20Factory%20Outlet&query_place_id=ChIJP46V9C8_HxURsIBw0NDD71A,web_verification_complete
pilot-0190,VIVAC Factory,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Manufacturer,"VGMP+4R5, Sin El Fil, Lebanon",Sin El Fil,http://www.vivac.energy/,https://www.google.com/maps/search/?api=1&query=VIVAC%20Factory&query_place_id=ChIJaRLYHQAXHxURtU_MNC4xyK8,web_verification_complete
pilot-0191,CK Lighting Factory,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=ambiguous_multiple_matches,Lighting manufacturer,"VHP3+R34, Baouchriyeh, Lebanon",Baouchriyeh,http://www.cklighting.me/,https://www.google.com/maps/search/?api=1&query=CK%20Lighting%20Factory&query_place_id=ChIJgVd4Ng4XHxURBWJ8W5aeNqQ,web_verification_complete
pilot-0193,MULTIPLAST Plastic Factory,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Plastic fabrication company,"Industrial City, Baouchriyeh, Lebanon",Baouchriyeh,http://multiplastfactory.com/,https://www.google.com/maps/search/?api=1&query=MULTIPLAST%20Plastic%20Factory&query_place_id=ChIJ70_yAgoXHxURJgezfN6J7Z4,web_verification_complete
pilot-0194,THE GIFT FACTORY,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Wholesaler,"Main Street, Antelias, Lebanon",Antelias,http://www.smileyalla.com/,https://www.google.com/maps/search/?api=1&query=THE%20GIFT%20FACTORY&query_place_id=ChIJNbyk1B4XHxURyfkGF8WEvP4,web_verification_complete
pilot-0195,Cold Ice Factory,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Ice supplier,"Plaza SS2 Qubayze str، Rabiyeh, Antelias, Lebanon",Antelias,https://www.cold-factory.com/,https://www.google.com/maps/search/?api=1&query=Cold%20Ice%20Factory&query_place_id=ChIJX7kGuGc-HxURXg7w6bPOc3A,web_verification_complete
pilot-0196,Smart Contracting sal,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Engineer,"Sagesse, Jdeideh, Lebanon",Jdeideh,https://www.smartcontractingsal.com/,https://www.google.com/maps/search/?api=1&query=Smart%20Contracting%20sal&query_place_id=ChIJSa2NPQA9HxUR1OFYNANkRK0,web_verification_complete
pilot-0197,EEE Group,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Engineering consultant,"Rabieh, Antelias, Lebanon",Antelias,http://www.eee-group.net/,https://www.google.com/maps/search/?api=1&query=EEE%20Group&query_place_id=ChIJF7LrqGc-HxURsLxkPf1p3Q4,web_verification_complete
pilot-0198,GIE-Georges Ishak Engineering,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Civil engineering company,"Jal El Dib, Lebanon",Jal El Dib,http://www.gie-lb.com/,https://www.google.com/maps/search/?api=1&query=GIE-Georges%20Ishak%20Engineering&query_place_id=ChIJ17XBLiA_HxURDm_P7U269Ok,web_verification_complete
pilot-0200,Wakim Engineering,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"Mar Youssef, Beirut, Lebanon",Beirut,http://wakimengineering.com/,https://www.google.com/maps/search/?api=1&query=Wakim%20Engineering&query_place_id=ChIJy2o0rmAXHxUR_f5L3m2PqnI,web_verification_complete
pilot-0201,Teamwork Contracting,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Contractor,"Jdeideh, Lebanon",Jdeideh,http://www.teamworkcontracting.com/,https://www.google.com/maps/search/?api=1&query=Teamwork%20Contracting&query_place_id=ChIJc5Bk3Q49HxURT8DLTIQ2Pfo,web_verification_complete
pilot-0202,I.G.E.C,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,Lebanon,,http://www.igec-lb.com/,https://www.google.com/maps/search/?api=1&query=I.G.E.C&query_place_id=ChIJedAj4GZBHxURSxhHpmEdSCQ,web_verification_complete
pilot-0203,RJS Contracting and Consulting,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"Jdeideh, Lebanon",Jdeideh,https://rjscontractingandconsulting.com/,https://www.google.com/maps/search/?api=1&query=RJS%20Contracting%20and%20Consulting&query_place_id=ChIJYcRMDGcXHxURwQwQC6R5qw8,web_verification_complete
pilot-0204,Erga Group,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Architecture firm,"Mar Mansour Street 62, Bldg. 55, Naqqache, Lebanon",Naqqache,http://www.erga.com/,https://www.google.com/maps/search/?api=1&query=Erga%20Group&query_place_id=ChIJsZCSTE8-HxURXLMM8Oc8Grk,web_verification_complete
pilot-0205,N.N engineering and contracting,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Manufacturer,"VHQM+3WM, Roumieh, Lebanon",Roumieh,http://nneng.co/,https://www.google.com/maps/search/?api=1&query=N.N%20engineering%20and%20contracting&query_place_id=ChIJjRtD2b89HxURhqB0mZZ0kJc,web_verification_complete
pilot-0213,GNuts Factory,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Food manufacturer,"Roumieh Industrial area main road, Biaqout, Lebanon",Biaqout,https://gnutsbars.com/,https://www.google.com/maps/search/?api=1&query=GNuts%20Factory&query_place_id=ChIJ3dNcEbc9HxURtiroYK_sRac,web_verification_complete
pilot-0216,"cords factory ,ProTx Textile , Habib Jahel",eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Fabric wholesaler,"el, Asaad bakhous street, Baouchriyeh, Lebanon",Baouchriyeh,http://www.pro-txlb.com/,https://www.google.com/maps/search/?api=1&query=cords%20factory%20%2CProTx%20Textile%20%2C%20Habib%20Jahel&query_place_id=ChIJC1QEoMYXHxURqlESFc731S0,web_verification_complete
pilot-0217,SKECHERS Outlet- Dbayeh,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Sportswear store,"Dbayeh Highway, Lebanon",,http://www.maksoudgroup.com/,https://www.google.com/maps/search/?api=1&query=SKECHERS%20Outlet-%20Dbayeh&query_place_id=ChIJq9RPqT0_HxURh22_iKw3UOM,web_verification_complete
pilot-0218,STILCO factory,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Stainless steel plant,"VHPP+P3V, Roumieh, Lebanon",Roumieh,http://www.stilcolb.com/,https://www.google.com/maps/search/?api=1&query=STILCO%20factory&query_place_id=ChIJ1dRISuo9HxURREIN30hPqqg,web_verification_complete
pilot-0220,Topkapi Silverware - Factory,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Silversmith,"Biaqout, Lebanon",Biaqout,http://www.topkapisilverware.com/,https://www.google.com/maps/search/?api=1&query=Topkapi%20Silverware%20-%20Factory&query_place_id=ChIJjSpHcao9HxURfDMuVpo30kQ,web_verification_complete
pilot-0222,AL HACHEM WHOLESALE FACTORY,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Corporate office,"MAIN STREET, Roumieh, Lebanon",Roumieh,http://www.alhachem.com/,https://www.google.com/maps/search/?api=1&query=AL%20HACHEM%20WHOLESALE%20FACTORY&query_place_id=ChIJ10JbtNo9HxURI6YksUtlclQ,web_verification_complete
pilot-0223,World Engineering and Technology,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Engineering consultant,"Emporium 797 Block A, 2nd floor، Antelias - Rabieh، Main Road, Antelias, Lebanon",Antelias,http://www.wetlebanon.com/,https://www.google.com/maps/search/?api=1&query=World%20Engineering%20and%20Technology&query_place_id=ChIJw454qWc-HxURmFkpOIoLgP8,web_verification_complete
pilot-0232,RAC engineering lb,ambiguous_identity_manual_review,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"WHCM+7RF, Antelias, Lebanon",Antelias,http://www.racengineeringlb.com/,https://www.google.com/maps/search/?api=1&query=RAC%20engineering%20lb&query_place_id=ChIJ9SXydwA_HxURkmAu6_oAWw0,web_verification_complete
pilot-0233,SPACE WORK,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Engineering consultant,"Industrial City, Main Road, Roumieh, Lebanon",Roumieh,https://www.spacework.ai/,https://www.google.com/maps/search/?api=1&query=SPACE%20WORK&query_place_id=ChIJ5evq_k09HxURDmX3T_rCSoA,web_verification_complete
pilot-0235,Simtec Steel Company & Contracting Beirut Lebanon,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Steel construction company,"Sea Side Rd, Daoura, Lebanon",Daoura,http://www.simteclb.com/,https://www.google.com/maps/search/?api=1&query=Simtec%20Steel%20Company%20%26%20Contracting%20Beirut%20Lebanon&query_place_id=ChIJ2zJ7GLgXHxURao2XVQ167Gk,web_verification_complete
pilot-0237,Parissis Steel Engineering & Contracting,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Steel construction company,"Armenia, Bourj Hammoud, Beirut, Lebanon",Beirut,http://www.parissis.com/,https://www.google.com/maps/search/?api=1&query=Parissis%20Steel%20Engineering%20%26%20Contracting&query_place_id=ChIJG0fpnUAWHxURM7tv4i9WmzI,web_verification_complete
pilot-0240,Tabet Engineering & Lighting Co,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Corporate office,"Sea Side Rd, Lebanon",,http://www.tabet-engineering.com/,https://www.google.com/maps/search/?api=1&query=Tabet%20Engineering%20%26%20Lighting%20Co&query_place_id=ChIJy1cFnmoWHxURGPa0_jq89ko,web_verification_complete
pilot-0241,Prodos Engineering & Contracting,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"LeMall, Dbayeh 209 Building, Lebanon",,https://www.prodoseng.com/,https://www.google.com/maps/search/?api=1&query=Prodos%20Engineering%20%26%20Contracting&query_place_id=ChIJQeOrIHk_HxURixRc1LRrBpk,web_verification_complete
pilot-0243,Murr Development sarl,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"Roumieh, Lebanon",Roumieh,http://murrdevelopment.com/,https://www.google.com/maps/search/?api=1&query=Murr%20Development%20sarl&query_place_id=ChIJNaUdM9IXHxURHUHE52ebipQ,web_verification_complete
pilot-0244,Zaidan S.A.L.,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"Zaidan Bldg. Industrial Valley Nahr El Mott Jdeidet Metn, Lebanon",,http://www.zaidan.com/,https://www.google.com/maps/search/?api=1&query=Zaidan%20S.A.L.&query_place_id=ChIJS-flgJQ9HxURjOcj_XL1eiY,web_verification_complete
pilot-0246,Tarmim Construction,ambiguous_identity_manual_review,website=inaccessible; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"WHJQ+2X3, Lebanon",,http://tarmimconstruction.com/,https://www.google.com/maps/search/?api=1&query=Tarmim%20Construction&query_place_id=ChIJY0UiRwA_HxURe7FRiZKBV_c,web_verification_complete
pilot-0250,Cedra for Construction,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"Sed al, Baouchriyeh, Lebanon",Baouchriyeh,https://cedraforconstruction.com/,https://www.google.com/maps/search/?api=1&query=Cedra%20for%20Construction&query_place_id=ChIJQU0LtR4XHxURM0OwM4Rz4BI,web_verification_complete
pilot-0254,General mix Concrete Jdeideh,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"jean abou jaoudeh, general-mix-concrete-Jdeïdé-matn Industrial-street, Jdeideh, Lebanon",Jdeideh,https://www.general-mix.com/,https://www.google.com/maps/search/?api=1&query=General%20mix%20Concrete%20Jdeideh&query_place_id=ChIJ_TCmJB89HxURUWyNl2c3xAI,web_verification_complete
pilot-0255,Ahlco,eligible_employer,website=likely_official_needs_review; careers=unavailable_not_found; linkedin=no_company_page_found,Construction company,"Mar Mtanios, Jdeideh, Lebanon",Jdeideh,http://ahlco.net/,https://www.google.com/maps/search/?api=1&query=Ahlco&query_place_id=ChIJyZdYRhI9HxUR8Ox02xyot1Q,web_verification_complete
pilot-0257,Made In Steel,eligible_employer,website=verified_official; careers=unavailable_not_found; linkedin=no_company_page_found,Steelwork design service,"Main Street, Ain El Qabou, Lebanon",Ain El Qabou,https://madeinsteel.me/,https://www.google.com/maps/search/?api=1&query=Made%20In%20Steel&query_place_id=ChIJPWPPrERJHxURfNVAOpMQOUQ,web_verification_complete
