canonical_name,normalized_domain,website,place_ids,regions,categories,address,city,phone,rating,reviews_count,google_maps_url,duplicate_count,flagged_for_review,source,scraped_at
"Barcode Gulf LLC | Dubai, UAE",barcodegulf.com,http://www.barcodegulf.com/?utm_source=GooglePlaces&utm_medium=GoogleMaps&utm_campaign=BarcodeGulf_UAE,ChIJ1TEnbQFDXz4RBbljwarEp5A,Dubai,Corporate office,Dubai Real Estate Center - Office No. 108 - Al Mina St - Al Satwa - Al Mina - Dubai - United Arab Emirates,,+971 4 346 2244,4.7,7,https://www.google.com/maps/search/?api=1&query=Barcode%20Gulf%20LLC%20%7C%20Dubai%2C%20UAE&query_place_id=ChIJ1TEnbQFDXz4RBbljwarEp5A,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.241Z
Bee Bee,,,ChIJn2YqEGlLXj4RZps3RbPafT8,Abu Dhabi,Electronics store,villa 1 May St - Al Falah - 1C - Abu Dhabi - United Arab Emirates,,+971 52 809 6345,5.0,3,https://www.google.com/maps/search/?api=1&query=Bee%20Bee&query_place_id=ChIJn2YqEGlLXj4RZps3RbPafT8,1,,apify_google_maps_run-abudhabi-g4,2026-09-07T11:24:23.818Z
Bella Tenda,bella-tenda.com,https://www.bella-tenda.com/,ChIJVZ1usVY5Xj4RmUsRkt3zpq8,Abu Dhabi,Interior designer,Ji'dan St - Mohamed Bin Zayed City - ME9 - Abu Dhabi - United Arab Emirates,,+971 50 800 2138,5.0,94,https://www.google.com/maps/search/?api=1&query=Bella%20Tenda&query_place_id=ChIJVZ1usVY5Xj4RmUsRkt3zpq8,1,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:46.783Z
Bericht Audit & Advisory,bericht.ae,https://bericht.ae/,ChIJA-SNdANfXz4RFG8Cg6nOYls,Dubai,Auditor,68X2+HF IDS BUILDING - Office 16 - 42 2B St - Al Karama - Dubai - United Arab Emirates,,+971 58 548 9922,5.0,31,https://www.google.com/maps/search/?api=1&query=Bericht%20Audit%20%26%20Advisory&query_place_id=ChIJA-SNdANfXz4RFG8Cg6nOYls,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.869Z
Best Choice Engineering Consulting,best-choice.ae,http://www.best-choice.ae/,ChIJ67uT0xlHXj4RgRSff-3bTv4,Abu Dhabi,Consultant,Mazyad Mall - Mohamed Bin Zayed City - Z9 01 - Abu Dhabi - United Arab Emirates,,+971 56 166 6292,5.0,4,https://www.google.com/maps/search/?api=1&query=Best%20Choice%20Engineering%20Consulting&query_place_id=ChIJ67uT0xlHXj4RgRSff-3bTv4,1,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:43.753Z
Best Express Cargo - Karama,bestexpresscargo.com,https://bestexpresscargo.com/,ChIJm5AeJZpDXz4RC88MTgmmBu0,Dubai,Logistics service,"Nesto Hyper Market, Near ADCB Metro Station - Dubai - United Arab Emirates",,+971 55 428 1500,4.6,363,https://www.google.com/maps/search/?api=1&query=Best%20Express%20Cargo%20-%20Karama&query_place_id=ChIJm5AeJZpDXz4RC88MTgmmBu0,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:59.150Z
Beverly Hills Specialty Hospital,bhsh.ae,http://bhsh.ae/,ChIJ8_3iZ4NoXj4Raf-BHjwXi7g,Abu Dhabi,Hospital,"Mohammed Bin Khalif Street 669, Al Mussala, Abu Dhabi, Abu Dhai، 35453 - 669 Mohammed Bin Khalifa St - Abu Dhabi - United Arab Emirates",,+971 2 222 2494,4.2,317,https://www.google.com/maps/search/?api=1&query=Beverly%20Hills%20Specialty%20Hospital&query_place_id=ChIJ8_3iZ4NoXj4Raf-BHjwXi7g,1,,apify_google_maps_run-abudhabi-g4,2026-09-07T11:24:07.113Z
BHNS ENGINEERING CONSULTANTS,bh-ns.com,http://www.bh-ns.com/,ChIJG2iCdh9dXz4RO74gj7G8euc,Dubai,Consultant,"Office 105, Emitac Building, 45 Street 2 - Dubai - United Arab Emirates",,+971 4 334 4777,4.3,66,https://www.google.com/maps/search/?api=1&query=BHNS%20ENGINEERING%20CONSULTANTS&query_place_id=ChIJG2iCdh9dXz4RO74gj7G8euc,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:59.196Z
BIM CONSULT,bimconsults.com,https://bimconsults.com/,ChIJOV-FM0RDXz4RI6vc70DQXDs,Dubai,Architecture firm,"P114 Sheikha Maryam Building - Office 405-38, 4th Floor - Baniyas Rd - Dubai - United Arab Emirates",,+971 55 294 4881,,,https://www.google.com/maps/search/?api=1&query=BIM%20CONSULT&query_place_id=ChIJOV-FM0RDXz4RI6vc70DQXDs,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:26:03.637Z
Binseena Pharmacy,,,ChIJv2oVifxCXz4RYV7HdhpE57Q,Dubai,Hospital,67MH+VFV - Satwa Roundabout - Al Satwa - Dubai - United Arab Emirates,,,,,https://www.google.com/maps/search/?api=1&query=Binseena%20Pharmacy&query_place_id=ChIJv2oVifxCXz4RYV7HdhpE57Q,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:20.926Z
Bita poly clinic,bitapolyclinic.com,http://www.bitapolyclinic.com/,ChIJoWtMhI1DXz4RmmlQErE4dWc,Dubai,Medical Center,port saeed - Dubai Real Estate Center - 4th floor - office 407 - Al Mina St - Dubai - United Arab Emirates,,+971 58 298 2194,4.8,207,https://www.google.com/maps/search/?api=1&query=Bita%20poly%20clinic&query_place_id=ChIJoWtMhI1DXz4RmmlQErE4dWc,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:19.432Z
Blox Building Contracting LLC,,,ChIJXeJwsv1CXz4RRQMFg4GCHvQ,Dubai,Construction company,67PH+G3V - Al Diyafah Street - Al Hudaiba - Dubai - United Arab Emirates,,+971 4 398 6544,4.7,3,https://www.google.com/maps/search/?api=1&query=Blox%20Building%20Contracting%20LLC&query_place_id=ChIJXeJwsv1CXz4RRQMFg4GCHvQ,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.705Z
BLUE AXIS SHIPPING & FREIGHT(L.L.C),blueaxisshipping.com,http://www.blueaxisshipping.com/,ChIJrW_s6hNDXz4RJDaheL9tQA4,Dubai,Shipping service,"B301/302, Al Hudaiba Awards Building, Opp Union Flag - Dubai - United Arab Emirates",,+971 4 385 7878,4.6,20,https://www.google.com/maps/search/?api=1&query=BLUE%20AXIS%20SHIPPING%20%26%20FREIGHT(L.L.C)&query_place_id=ChIJrW_s6hNDXz4RJDaheL9tQA4,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:59.150Z
BlueOcean Electronics,,,ChIJcY5BIZpDXz4Rx4WRejHHtKQ,Dubai,Computer store,11 45A St - Al Karama - Dubai - United Arab Emirates,,+971 54 350 1954,5.0,2,https://www.google.com/maps/search/?api=1&query=BlueOcean%20Electronics&query_place_id=ChIJcY5BIZpDXz4Rx4WRejHHtKQ,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.239Z
Brands For Less - Burjuman,brandsforless.com,http://www.brandsforless.com/,ChIJL3AtRIRDXz4RKYjAZC3anD0,Dubai,Discount store,Burjuman Mall - 2nd Floor - Khalid Bin Al Waleed Rd - Mankhool - Dubai - United Arab Emirates,,+971 4 546 3784,4.1,1735,https://www.google.com/maps/search/?api=1&query=Brands%20For%20Less%20-%20Burjuman&query_place_id=ChIJL3AtRIRDXz4RKYjAZC3anD0,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.241Z
BuLsia Electronics LLC,,,ChIJxT62AYFDXz4RBPhAQTmE1wU,Dubai,Electronics store,Sheikh Khalifa Bin Zayed St - Al Karama - Dubai - United Arab Emirates,,+971 55 952 5040,5.0,5,https://www.google.com/maps/search/?api=1&query=BuLsia%20Electronics%20LLC&query_place_id=ChIJxT62AYFDXz4RBPhAQTmE1wU,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.239Z
CACTUS MEGA BUILDING & CONSTRUCTIONS PROJECTS- SOLE PROPRIETORSHIP L.L.C.,cactusme.org,https://www.cactusme.org/,ChIJGRRosA5HXj4RzlBCiU3JG_M,Abu Dhabi,Construction company,Mazyadmall Tower 2- 429 - Abu Dhabi - United Arab Emirates,,,4.9,7,https://www.google.com/maps/search/?api=1&query=CACTUS%20MEGA%20BUILDING%20%26%20CONSTRUCTIONS%20PROJECTS-%20SOLE%20PROPRIETORSHIP%20L.L.C.&query_place_id=ChIJGRRosA5HXj4RzlBCiU3JG_M,1,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:43.753Z
Canon Dubai - National Store LLC - Al Ghazal Mall,nationalstore.ae,http://nationalstore.ae/retail-stores/,ChIJhxNmE5pdXz4Ro4F5YVWB8SE,Dubai,Electronics store,"#05-08, Ground Floor, Al Ghazal Mall - Dubai - United Arab Emirates",,+971 52 322 1992,4.9,280,https://www.google.com/maps/search/?api=1&query=Canon%20Dubai%20-%20National%20Store%20LLC%20-%20Al%20Ghazal%20Mall&query_place_id=ChIJhxNmE5pdXz4Ro4F5YVWB8SE,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.240Z
CAPE Interior | Architecture,,,ChIJ352uQTpDXz4RaMp2EhjM6N4,Dubai,Interior designer,Hudaiba Awards Building - Madinat Dubai Al Melaheyah - Al Mina - Dubai - United Arab Emirates,,+971 58 589 0147,4.6,9,https://www.google.com/maps/search/?api=1&query=CAPE%20Interior%20%7C%20Architecture&query_place_id=ChIJ352uQTpDXz4RaMp2EhjM6N4,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:43.482Z
Capi Electronics,capi.com,https://capi.com/stores/zayed-international-airport/capi-electronics-at-terminal-a-c-gates-auh/,ChIJi2fwADVPXj4RSuQNOPCniHw,Abu Dhabi,Electronics store,"C-gates, Terminal A - Departures - BU 2100 - Al Matar - Zayed International Airport - Abu Dhabi - United Arab Emirates",,,4.0,34,https://www.google.com/maps/search/?api=1&query=Capi%20Electronics&query_place_id=ChIJi2fwADVPXj4RSuQNOPCniHw,1,,apify_google_maps_run-abudhabi-g4,2026-09-07T11:24:23.818Z
Capital Engineering Consultancy LLC,capitalengg.com,http://www.capitalengg.com/,ChIJ77dln-VAXj4RGXeALFWrLwE;ChIJW_xkdgA5Xj4RSarncIz8m_k;ChIJTfmXVQA5Xj4RNyg9arSPBTc,Abu Dhabi,Engineering consultant;Consultant,"Unit M 1,2, 3 & 4,Building No.: C402 - Building no 9 Al Du St - Mohamed Bin Zayed City - ME10 - Abu Dhabi - United Arab Emirates",,+971 2 553 7568,4.7,85,https://www.google.com/maps/search/?api=1&query=Capital%20Engineering%20Consultancy%20LLC&query_place_id=ChIJ77dln-VAXj4RGXeALFWrLwE,3,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:39.176Z
CAPITALHOME ELECTRONICS كابيتال هوم للالكترونيات,,,ChIJ98FPBFRJXj4RnoucjOS0KGo,Abu Dhabi,Electronics store,Al Shamkhah - SH36 - Abu Dhabi - United Arab Emirates,,+971 56 874 8000,5.0,7,https://www.google.com/maps/search/?api=1&query=CAPITALHOME%20ELECTRONICS%20%D9%83%D8%A7%D8%A8%D9%8A%D8%AA%D8%A7%D9%84%20%D9%87%D9%88%D9%85%20%D9%84%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A7%D8%AA&query_place_id=ChIJ98FPBFRJXj4RnoucjOS0KGo,1,,apify_google_maps_run-abudhabi-g4,2026-09-07T11:24:23.818Z
Capriole Construction Co. LLC Abu Dhabi Branch,capriole-construction.com,http://www.capriole-construction.com/,ChIJJ_keBgBnXj4ROBX6bxatSmA,Abu Dhabi,Construction company,630A Sheikh Rashid Bin Saeed St - Al Manhal - W14 02 - Abu Dhabi - United Arab Emirates,,+971 2 644 4004,4.7,15,https://www.google.com/maps/search/?api=1&query=Capriole%20Construction%20Co.%20LLC%20Abu%20Dhabi%20Branch&query_place_id=ChIJJ_keBgBnXj4ROBX6bxatSmA,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.443Z
Cargo Line Freight And Logistics LLC,cargolinefl.com,https://www.cargolinefl.com/,ChIJ4QWY6xNDXz4RuK6rkxwfWkA,Dubai,Logistics service,Al Melaheyah Plaza - Office 104 - Office Wing Al Mina St - Al Hudaiba - Al Mina - Dubai - United Arab Emirates,,+971 4 223 1031,4.7,70,https://www.google.com/maps/search/?api=1&query=Cargo%20Line%20Freight%20And%20Logistics%20LLC&query_place_id=ChIJ4QWY6xNDXz4RuK6rkxwfWkA,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:59.149Z
"CELL MISSION MOBILES , Computers, Accessories and Repair Services - Al Satwa",cellmission.ae,http://cellmission.ae/,ChIJsRDEHABDXz4R3C_rz3t4g3k,Dubai,Cell phone store,Al Satwa - Dubai - United Arab Emirates,,+971 56 654 2267,5.0,187,https://www.google.com/maps/search/?api=1&query=CELL%20MISSION%20MOBILES%20%2C%20Computers%2C%20Accessories%20and%20Repair%20Services%20-%20Al%20Satwa&query_place_id=ChIJsRDEHABDXz4R3C_rz3t4g3k,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.240Z
Central Hospital SEHA Disease Prevention & Screening Center,seha.ae,http://www.seha.ae/,ChIJVV0pVj1mXj4R4Z5LhquT0DQ,Abu Dhabi,Medical Center,F999+HCH - Al Manhal - Al Tibbiya - Abu Dhabi - United Arab Emirates,,+971 800 50,4.0,95,https://www.google.com/maps/search/?api=1&query=Central%20Hospital%20SEHA%20Disease%20Prevention%20%26%20Screening%20Center&query_place_id=ChIJVV0pVj1mXj4R4Z5LhquT0DQ,1,,apify_google_maps_run-abudhabi-g4,2026-09-07T11:24:07.112Z
Central Services Complex | مجمع الخدمات المركزية,dubaihealth.ae,http://www.dubaihealth.ae/,ChIJ42GBCN5CXz4Rr8Lzu5J_pys,Dubai,Public health department,Sheikh Zayed Rd - Al Jafiliya - DIFC - Dubai - United Arab Emirates,,+971 800 60,4.1,44,https://www.google.com/maps/search/?api=1&query=Central%20Services%20Complex%20%7C%20%D9%85%D8%AC%D9%85%D8%B9%20%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%20%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2%D9%8A%D8%A9&query_place_id=ChIJ42GBCN5CXz4Rr8Lzu5J_pys,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:19.433Z
Centre Line Interiors (New Office),,,ChIJZ9XBHMZDXz4RBwOoX3pKGoM,Dubai,Construction company,Building No: 333762 Al Diyafah Street - Al Bada' - Dubai - United Arab Emirates,,+971 50 657 1689,,,https://www.google.com/maps/search/?api=1&query=Centre%20Line%20Interiors%20(New%20Office)&query_place_id=ChIJZ9XBHMZDXz4RBwOoX3pKGoM,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:44.430Z
Chawla Architectural & Consulting Engineers,chawladxb.ae,http://www.chawladxb.ae/,ChIJzcs9AvlCXz4RU3eIiqMTnd8,Dubai,Architecture firm,"Al Hudaiba Street, Al Fardhan Building - Dubai - United Arab Emirates",,+971 4 349 3435,4.4,68,https://www.google.com/maps/search/?api=1&query=Chawla%20Architectural%20%26%20Consulting%20Engineers&query_place_id=ChIJzcs9AvlCXz4RU3eIiqMTnd8,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:47.623Z
CHUNGHWA BUILDING MATERIAL LLC OPC,,,ChIJZ847255HXj4RYAGnaP03UGM,Abu Dhabi,Architecture firm,Capital mall - Shop number BA027 - Mohamed Bin Zayed City - ME2 - Abu Dhabi - United Arab Emirates,,+971 56 225 6543,1.0,1,https://www.google.com/maps/search/?api=1&query=CHUNGHWA%20BUILDING%20MATERIAL%20LLC%20OPC&query_place_id=ChIJZ847255HXj4RYAGnaP03UGM,1,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:38.979Z
Cititrans Logistics (Head Office),,,ChIJy5wzGkqnewURh892_2jozps,Dubai,Logistics service,Al Mina Road - Al Hudaiba Awards Building - B Block Office No. 505 & 506 - Dubai - United Arab Emirates,,+971 56 487 1599,1.9,9,https://www.google.com/maps/search/?api=1&query=Cititrans%20Logistics%20(Head%20Office)&query_place_id=ChIJy5wzGkqnewURh892_2jozps,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:59.906Z
Cityman electronics,,,ChIJCZ2tOnZDXz4R1F1OOpqs-Ng,Dubai,Electronics store,1 24a St - Al Bada' - Dubai - United Arab Emirates,,+971 4 342 9889,3.7,9,https://www.google.com/maps/search/?api=1&query=Cityman%20electronics&query_place_id=ChIJCZ2tOnZDXz4R1F1OOpqs-Ng,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.241Z
Civilco Civil Engineering & Contracting Company WLL,civilco.ae,http://www.civilco.ae/,ChIJAQAAAJVmXj4RndsyMxmtC-c,Abu Dhabi,Contractor,"411 - Sultan Bin Zayed the First St., Opp Madinat Zayed Shopping Centre Madinat Zayed Office Tower, First Floor - Abu Dhabi - United Arab Emirates",,+971 2 673 4400,4.5,50,https://www.google.com/maps/search/?api=1&query=Civilco%20Civil%20Engineering%20%26%20Contracting%20Company%20WLL&query_place_id=ChIJAQAAAJVmXj4RndsyMxmtC-c,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.443Z
Close System Consultancy Mohammed Bin Zayed Branch,close-system.com,http://www.close-system.com/,ChIJ4XINRFc5Xj4RRANMF54We3s,Abu Dhabi,Engineering consultant,Mohamed Bin Zayed City - ME12 - Abu Dhabi - United Arab Emirates,,+971 52 923 1918,5.0,1,https://www.google.com/maps/search/?api=1&query=Close%20System%20Consultancy%20Mohammed%20Bin%20Zayed%20Branch&query_place_id=ChIJ4XINRFc5Xj4RRANMF54We3s,1,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:41.736Z
commercial interior design company,,,ChIJwQO9EYZDXz4RQ5TBEQf8qgI,Dubai,Interior designer,Latifa Tower - 21st floor - 8th Sheikh Zayed Rd - Umm Suqeim - Umm Suqeim 3 - Dubai - United Arab Emirates,,+971 4 490 2115,5.0,9,https://www.google.com/maps/search/?api=1&query=commercial%20interior%20design%20company&query_place_id=ChIJwQO9EYZDXz4RQ5TBEQf8qgI,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:53.861Z
Comply Bridge Global Advisory,complybridgeglob.com,https://complybridgeglob.com/,ChIJ3RPijZdDXz4RQvi8B-AG0rs,Dubai,Accounting firm,Al Maskan 2 - 234 - near Gift Village Supermaket - Dubai - United Arab Emirates,,+971 50 612 8806,,,https://www.google.com/maps/search/?api=1&query=Comply%20Bridge%20Global%20Advisory&query_place_id=ChIJ3RPijZdDXz4RQvi8B-AG0rs,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.869Z
Concept Consulting Engineers,conceptdxp.com,https://conceptdxp.com/,ChIJd-azKN9CXz4ROVjbvE9i2yg,Dubai,Engineering consultant,el-sheikh bin zayed - Al Karama - Dubai - United Arab Emirates,,+971 4 336 4466,4.0,9,https://www.google.com/maps/search/?api=1&query=Concept%20Consulting%20Engineers&query_place_id=ChIJd-azKN9CXz4ROVjbvE9i2yg,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:38.728Z
Concept Plus Architects,linktr.ee,https://linktr.ee/cpaconceptplusarchitect?utm_source=linktree_admin_share,ChIJTw8Fi9ZHXj4RqP01K9H7w2c;ChIJnWLVpoJHXj4RJyQlaqlpbnU,Abu Dhabi,Engineering consultant;Architecture firm,"Mazyad, Mall Tower 3 - Mohamed Bin Zayed City - Z9 01 - Abu Dhabi - United Arab Emirates",,+971 54 441 8616,4.9,33,https://www.google.com/maps/search/?api=1&query=Concept%20Plus%20Architects&query_place_id=ChIJTw8Fi9ZHXj4RqP01K9H7w2c,2,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:38.976Z
Construction General Contracting House Limited,cgchouse.com,https://www.cgchouse.com/,ChIJsRsMrXxmXj4RntwR65kiVW8,Abu Dhabi,General contractor,Corniche Rd - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,,+971 2 626 7424,4.3,73,https://www.google.com/maps/search/?api=1&query=Construction%20General%20Contracting%20House%20Limited&query_place_id=ChIJsRsMrXxmXj4RntwR65kiVW8,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.442Z
Copri Construction Ent Establishment,copri.ae,https://copri.ae/,ChIJEXmP0nNmXj4RxRo5ayorD9E,Abu Dhabi,Construction company,Al Danah - E11 - Abu Dhabi - United Arab Emirates,,+971 2 667 7766,4.0,42,https://www.google.com/maps/search/?api=1&query=Copri%20Construction%20Ent%20Establishment&query_place_id=ChIJEXmP0nNmXj4RxRo5ayorD9E,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.443Z
CoralFlair Building Contracting LLC,,,ChIJqcEe-0BDXz4RMLHVIZqv3pE,Dubai,Construction company,DREC Building - Al Mina St - Dubai - United Arab Emirates,,+971 50 652 9904,5.0,5,https://www.google.com/maps/search/?api=1&query=CoralFlair%20Building%20Contracting%20LLC&query_place_id=ChIJqcEe-0BDXz4RMLHVIZqv3pE,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.704Z
Core Accounting & Book Keeping LLC,,,ChIJC7sU7O5DXz4R-GkkhV3rsTk,Dubai,Accounting firm,"102, Al Baker Plaza Building - Mankhool - Dubai - United Arab Emirates",,+971 56 611 9281,,,https://www.google.com/maps/search/?api=1&query=Core%20Accounting%20%26%20Book%20Keeping%20LLC&query_place_id=ChIJC7sU7O5DXz4R-GkkhV3rsTk,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.869Z
Core Accounting & Tax Consultation LLC,coreauditax.com,https://coreauditax.com/,ChIJk7El6VtnXj4Rc_9fVzwQDWE,Abu Dhabi,Accounting firm,"Al Ferdous Tower - Floor No. 6, Office Number 622 - Hamdan Bin Mohammed St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates",,+971 56 564 6102,4.9,25,https://www.google.com/maps/search/?api=1&query=Core%20Accounting%20%26%20Tax%20Consultation%20LLC&query_place_id=ChIJk7El6VtnXj4Rc_9fVzwQDWE,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:35.965Z
Core cutting dubai,corecuttingdubaiuae.com,http://www.corecuttingdubaiuae.com/,ChIJ8Y5QwBxDXz4Rj3weljfI8ek,Dubai,Architecture firm,Mankhool - Dubai - United Arab Emirates,,+971 56 436 5457,4.7,15,https://www.google.com/maps/search/?api=1&query=Core%20cutting%20dubai&query_place_id=ChIJ8Y5QwBxDXz4Rj3weljfI8ek,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:44.431Z
Craft Interiors LLC,craft-interior.com,http://www.craft-interior.com/,ChIJwTzlYwo5Xj4RVHHPjkrXb2g,Abu Dhabi,Construction company,BUILDING NO. P/221 PLOT NO. C58-MZ FLOOR 03 - Musaffah - ME10 - Abu Dhabi - United Arab Emirates,,+971 2 442 1224,4.2,6,https://www.google.com/maps/search/?api=1&query=Craft%20Interiors%20LLC&query_place_id=ChIJwTzlYwo5Xj4RVHHPjkrXb2g,1,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:46.785Z
Cyber Corner Electronics L.L.C,cyberelectronicsllc.com,https://cyberelectronicsllc.com/,ChIJmZbsX-lDXz4RIe2rMqx4rWw,Dubai,Electronics store,Al Satwa - Dubai - United Arab Emirates,,+971 50 734 2668,5.0,22,https://www.google.com/maps/search/?api=1&query=Cyber%20Corner%20Electronics%20L.L.C&query_place_id=ChIJmZbsX-lDXz4RIe2rMqx4rWw,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.240Z
Dar al amal general maintanence,,,ChIJq1RNo2lLXj4Ry0OiCgGRhKI,Abu Dhabi,Home builder,New - Al Falah - FA8 - Abu Dhabi - United Arab Emirates,,+971 55 969 7917,5.0,1,https://www.google.com/maps/search/?api=1&query=Dar%20al%20amal%20general%20maintanence&query_place_id=ChIJq1RNo2lLXj4Ry0OiCgGRhKI,1,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:52.125Z
Darji Accounting,darjiaccounting.ae,http://www.darjiaccounting.ae/,ChIJIXSqdSJDXz4Rgu6sxd5ia-4,Dubai,Accounting firm,The Burjuman Business Tower - Office No. 1835 Level 18 - E11 - Mankhool - Dubai - United Arab Emirates,,+971 56 948 1011,4.9,75,https://www.google.com/maps/search/?api=1&query=Darji%20Accounting&query_place_id=ChIJIXSqdSJDXz4Rgu6sxd5ia-4,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.868Z
Datum Engineering Consultants,datum.ae,http://www.datum.ae/,ChIJeYHpth5dXz4RKW5Tne66_5A,Dubai,Engineering consultant,Al Garhoud The Business Center Bldg. Office 126 - Dubai - United Arab Emirates,,+971 4 294 8311,4.6,31,https://www.google.com/maps/search/?api=1&query=Datum%20Engineering%20Consultants&query_place_id=ChIJeYHpth5dXz4RKW5Tne66_5A,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:59.196Z
Delma Bridge Transport & Logistics,delmabridge.com,http://www.delmabridge.com/,ChIJL4CkmsVnXj4RbMpKhzrsrfM,Abu Dhabi,Logistics service,"Zig Zag building - Al Zahiyah, Abu Dhabi - UAE Floor: 2, Office No: 207 - Abu Dhabi - United Arab Emirates",,+971 2 676 1193,5.0,8,https://www.google.com/maps/search/?api=1&query=Delma%20Bridge%20Transport%20%26%20Logistics&query_place_id=ChIJL4CkmsVnXj4RbMpKhzrsrfM,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.235Z
DESCO Print & Studio - Dry Docks(Al mina),descoonline.com,https://descoonline.com/desco-printing-dry-docks,ChIJscDOPABDXz4RxgmFhe7KSkA,Dubai,Print shop,D in Seven Pearls Complex - 29) Block - 115 Al Mina St - Madinat Dubai Al Melaheyah - Al Mina - Dubai - United Arab Emirates,,+971 4 575 1039,5.0,291,https://www.google.com/maps/search/?api=1&query=DESCO%20Print%20%26%20Studio%20-%20Dry%20Docks(Al%20mina)&query_place_id=ChIJscDOPABDXz4RxgmFhe7KSkA,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.990Z
Desert Tech Building Contracting LLC,deserttechdubai.com,https://deserttechdubai.com/,ChIJY0_ENWlDXz4RIjBfsq7wiWA,Dubai,Construction company,"Corporate Centre, First Floor, Al Rumaithy Building No.04 Opposite Aster Maternity Hospital, Al Mankhool Area - Kuwait St - Dubai - United Arab Emirates",,+971 55 803 5757,5.0,2,https://www.google.com/maps/search/?api=1&query=Desert%20Tech%20Building%20Contracting%20LLC&query_place_id=ChIJY0_ENWlDXz4RIjBfsq7wiWA,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.703Z
Design Club LLC,designclub.ae,https://designclub.ae/,ChIJAZ6YCOZCXz4RmnUu-ymPYBU,Dubai,Interior designer,GF Showroom of Wilson Building at 56th Street - close to - 2nd December St - Dubai - United Arab Emirates,,+971 4 398 1011,4.9,67,https://www.google.com/maps/search/?api=1&query=Design%20Club%20LLC&query_place_id=ChIJAZ6YCOZCXz4RmnUu-ymPYBU,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:43.482Z
Design Hub Building Contracting LLC,design-hub.ae,https://design-hub.ae/,ChIJ-8HRXIlpXz4RV_lxCwn2-gs,Dubai,Construction company,Villa 6 33rd St - Mankhool - Dubai - United Arab Emirates,,+971 50 380 0786,5.0,42,https://www.google.com/maps/search/?api=1&query=Design%20Hub%20Building%20Contracting%20LLC&query_place_id=ChIJ-8HRXIlpXz4RV_lxCwn2-gs,2,,apify_google_maps_run-dubai-g1;run-dubai-g3,2026-09-07T11:25:43.483Z
