internal_row_id,canonical_name,proposed_canonical_company_id,proposed_source_record_id,source_evidence_used,website_verification_status,careers_source_status,linkedin_status,automation_eligibility,source_confidence,defaulted_unknown_fields,dedup_result_against_39_existing,mapping_correction_applied
uae-pilot-0333,NR Doshi and Partners,cc-nr-doshi-partners,sr-ae-nr-doshi-partners,"Direct WebFetch of official domain (https://www.nrdoshi.ae/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",target_city recorded as dual/multi-city per confirmed multi-office evidence.
uae-pilot-0366,Rank Accounting and Consultancy,cc-rank-accounting-consultancy,sr-ae-rank-accounting-consultancy,"Direct WebFetch of official domain (http://www.rank-consultancy.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0077,Am Audit,cc-am-audit,sr-ae-am-audit,"Direct WebFetch of official domain (https://amaudit.ae/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",target_city recorded as dual/multi-city per confirmed multi-office evidence.
uae-pilot-0392,SharpMinds Consulting Engineers,cc-sharpminds-consulting-engineers,sr-ae-sharpminds-consulting-engineers,"Direct WebFetch of official domain (https://www.sharpmindsce.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",target_city recorded as dual/multi-city per confirmed multi-office evidence.
uae-pilot-0041,Al Hawraa Engineering Consultants,cc-al-hawraa-engineering-consultants,sr-ae-al-hawraa-engineering-consultants,"Direct WebFetch of official domain (http://www.alhawraa-engg.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0132,Cargo Line Freight & Logistics,cc-cargo-line-freight-logistics,sr-ae-cargo-line-freight-logistics,"Direct WebFetch of official domain (https://www.cargolinefl.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0135,Dubai Health,cc-dubai-health,sr-ae-dubai-health,"Direct WebFetch of official domain (http://www.dubaihealth.ae/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",Company name corrected from the Google Maps discovery label to the entity's actual confirmed name.
uae-pilot-0188,Elite Consults,cc-elite-consults,sr-ae-elite-consults,"Direct WebFetch of official domain (https://www.elite-cas.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0189,Elqen Chartered Accountants,cc-elqen-chartered-accountants,sr-ae-elqen-chartered-accountants,"Direct WebFetch of official domain (https://elqen-cpa.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0228,GSC Cargo,cc-gsc-cargo,sr-ae-gsc-cargo,"Direct WebFetch of official domain (https://www.gscmovers.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",target_city recorded as dual/multi-city per confirmed multi-office evidence.
uae-pilot-0349,Perfect Cargo Services,cc-perfect-cargo-services,sr-ae-perfect-cargo-services,"Direct WebFetch of official domain (https://www.perfectcargos.com/index.html) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",target_city recorded as dual/multi-city per confirmed multi-office evidence.
uae-pilot-0373,SAG Logistic Services,cc-sag-logistic-services,sr-ae-sag-logistic-services,"Direct WebFetch of official domain (https://saglogistic.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0415,Talal Group,cc-talal-group,sr-ae-talal-group,"Direct WebFetch of official domain (https://www.talalgroupintl.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",Company name corrected from the Google Maps discovery label to the entity's actual confirmed name.
uae-pilot-0131,Capriole Construction,cc-capriole-construction,sr-ae-capriole-construction,"Direct WebFetch of official domain (http://www.capriole-construction.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",target_city recorded as dual/multi-city per confirmed multi-office evidence.
uae-pilot-0117,BIM Consult,cc-bim-consult,sr-ae-bim-consult,"Direct WebFetch of official domain (https://bimconsults.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0359,Project Central,cc-project-central,sr-ae-project-central,"Direct WebFetch of official domain (https://www.project-central.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0419,tangramGulf,cc-tangramgulf,sr-ae-tangramgulf,"Direct WebFetch of official domain (https://www.tangramgulf.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0334,NSB Luxury Transport,cc-nsb-luxury-transport,sr-ae-nsb-luxury-transport,"Direct WebFetch of official domain (https://nsbluxurytransport.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",target_city recorded as dual/multi-city per confirmed multi-office evidence.
uae-pilot-0340,Gulf HVAC Solutions,cc-gulf-hvac-solutions,sr-ae-gulf-hvac-solutions,"Direct WebFetch of official domain (https://gulfhvacsolutions.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0263,JAXA Chartered Accountants,cc-jaxa-chartered-accountants,sr-ae-jaxa-chartered-accountants,"Direct WebFetch of official domain (https://www.jaxaauditors.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",target_city recorded as dual/multi-city per confirmed multi-office evidence.
uae-pilot-0144,Agile Vertex Advisory,cc-agile-vertex-advisory,sr-ae-agile-vertex-advisory,"Direct WebFetch of official domain (https://complybridgeglob.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",Round-4 audit correction: official_website_url corrected from the firm's former/redirected domain (complybridgeglob.com) to its current brand domain (agilevertexadvisory.com).
uae-pilot-0279,Logiquest Logistics,cc-logiquest-logistics,sr-ae-logiquest-logistics,"Direct WebFetch of official domain (http://www.logiquestllc.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0142,Close System Consultancy,cc-close-system-consultancy,sr-ae-close-system-consultancy,"Direct WebFetch of official domain (http://www.close-system.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",target_city recorded as dual/multi-city per confirmed multi-office evidence.
uae-pilot-0329,Noatum Logistics ME,cc-noatum-logistics-me,sr-ae-noatum-logistics-me,"Direct WebFetch of official domain (https://noatumlogistics.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,confirmed_ats_Custom Noatum/AD Ports Group careers portal,not_found_or_not_usable,suitable_public_ats,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0358,Pristine Medical Center,cc-pristine-medical-center,sr-ae-pristine-medical-center,"Direct WebFetch of official domain (https://pristinemedical.ae/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
