internal_row_id,canonical_name,relevance_status,review_status_source,proposed_action,reason,matched_destination_row,proposed_destination_status,automation_eligibility,confidence_level,official_website_url,careers_page_url
pilot-0109,Infotec Systems,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Confirmed: Infotec Systems, 4th Floor Broadway Center, Hamra Street, Beirut, phone +961 1 756 868 matches exactly. Payment solutions provider (EMV cards, smart POS).",,needs_manual_review,manual_only,medium,https://infotecsystems.net/,
pilot-0110,Fundbot,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Direct fetch of fundbot.co returned HTTP 403 (bot-blocked). Identity strongly corroborated independently via its official Beirut Digital District company/careers profile (hr@fundbot.co, same 'Supply Chain Finance platform' descr",,needs_manual_review,manual_only,low,https://fundbot.co/,https://careers.beirutdigitaldistrict.com/companies/profile/494/show
pilot-0111,Khoury Auditors & Consultants,ambiguous_identity_manual_review,needs_manual_review,hold_manual_review,"relevance_status=ambiguous_identity_manual_review — employer identity/eligibility itself unresolved; no documented rule permits promoting this category. Google category ""Auditor"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found. [Reclassified durin",,needs_manual_review,manual_only,low,,
pilot-0112,Accounting and Financial Audit consultancy,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0113,Abousleiman & Co.,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site itself is 'under construction' (confirmed both by direct fetch and by the page's own search-indexed title 'abousleiman is under construction'), but independent evidence strongly confirms this is a real, established firm: fo",,needs_manual_review,manual_only,low,https://www.abousleimangroup.com/,
pilot-0114,Serhal Nassar & Co,eligible_employer,verified,promote_now,"review_status=verified, website_verification_status=verified_official, careers_source_type=public_company_careers_page, automation_eligibility=suitable_public_html_subject_to_review, source_confidence=medium. No destination match, no unresolved internal duplicate.",,verified,suitable_public_html_subject_to_review,medium,https://serhalco.com/,https://serhalco.com/careers/
pilot-0115,PFC International,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Confirmed: PFC International is a multi-country business consultancy with a Beirut office among Sydney, Barcelona, Doha, Muscat, Baghdad, Dubai. The exact Downtown Beirut address/phone from Maps was not shown on the homepage its",,needs_manual_review,manual_only,medium,https://pfc-international.com/,
pilot-0116,Bridge Capital Holding S.A.L,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Direct fetch of bch.co returned HTTP 403 (bot-blocked). Independent search strongly confirms identity: Bridge Capital Holding (BCH), a single-family office headquartered at '5th Floor, Block A, Beirut Gardens, Martyrs' Square, B",,needs_manual_review,manual_only,low,https://bch.co/,
pilot-0117,Monasaadeddine,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0118,Gulf Falcon,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0119,The Back Office Sarl,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0120,UBIQ Innovations,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0121,Purpl Wallet,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Domain guess purplwallet.com resolved and matches strongly: page describes ""Purpl"" as ""The digital wallet to receive, send and spend money in Lebanon"" (fintech/digital wallet, matches google_category Financial institution / Tele",,needs_manual_review,manual_only,low,https://purplwallet.com,
pilot-0122,BML Istisharat - Ashrafieh,eligible_employer,verified,promote_now,"review_status=verified, website_verification_status=verified_official, careers_source_type=public_company_careers_page, automation_eligibility=suitable_public_html_subject_to_review, source_confidence=medium. No destination match, no unresolved internal duplicate.",,verified,suitable_public_html_subject_to_review,medium,http://www.istisharat.com/,http://www.istisharat.com/Career_in_Banking
pilot-0123,DOUMANI & Co. CPAs,eligible_employer,verified,promote_now,"review_status=verified, website_verification_status=verified_official, careers_source_type=public_company_careers_page, automation_eligibility=suitable_public_html_subject_to_review, source_confidence=medium. No destination match, no unresolved internal duplicate.",,verified,suitable_public_html_subject_to_review,medium,http://doumanico.com/,http://doumanico.com/join-us
pilot-0124,El Khoury Law Firm,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site confirms 'ElKhoury Law Firm', 226/228 Ashrafieh Street, Beirut (matches Maps address/city); phone shown on-site (+961 1 322922 etc.) differs from the Maps-supplied number, but firm name, business type, and Beirut/Ashrafieh ",,needs_manual_review,manual_only,medium,http://www.advocas.net/,
pilot-0125,Multiframes,eligible_employer,verified,promote_now,"review_status=verified, website_verification_status=verified_official, careers_source_type=public_company_careers_page, automation_eligibility=suitable_public_html_subject_to_review, source_confidence=medium. No destination match, no unresolved internal duplicate.",,verified,suitable_public_html_subject_to_review,medium,https://www.multiframes.com/,https://www.multiframes.com/careers
pilot-0126,Startecheus,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0127,PinPay,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0128,iarchitect,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0129,9design Architects,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Direct fetch summarized the site as showing New York/Paris/Berlin offices with no Jounieh presence, which conflicts with independent search results confirming 9design is headquartered on El Chir Street, Jounieh, Lebanon (a 2007-",,needs_manual_review,manual_only,low,http://9designarchitects.com/,
pilot-0130,WakimArchitecture,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0131,Abdallah Chalfoun Architects,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site confirms 'Abdallah Chalfoun Architects', studio in Zouk Mikael (matches Jounieh/Keserwan region); phone on-site (+961 3 612095) differs from Maps-supplied number, but firm name, specialty (traditional stone houses), and loc",,needs_manual_review,manual_only,medium,http://abdallahchalfoun.com/,
pilot-0132,JYH International Architects,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site and independent search both confirm 'JYH International Architects', founded by Joy Alexandre Harb & Yanna Haddad (matching the 'JYH' initials), with a Beirut office; address/phone not shown on the fetched homepage but ident",,needs_manual_review,manual_only,medium,http://www.jyh-ia.com/,
pilot-0133,Robert Husseini Architects,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0134,CHDI,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site confirms CHDI, architectural consultancy in Kaslik, Jounieh, Lebanon, with phone (+961 9 831086) and address exactly matching the Maps record.",,needs_manual_review,manual_only,medium,http://www.chd-i.com/,
pilot-0135,Alain Azar Architect,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Direct fetch failed (ECONNRESET, not retried per budget rule), but independent search strongly corroborates this is the correct official domain: GulfTalent lists Alain Azar as Senior Architect at 'Alain Azar Architect', a firm f",,needs_manual_review,manual_only,low,https://www.azuraarch.com/,
pilot-0136,AK Architects S.A.R.L,ambiguous_identity_manual_review,needs_manual_review,hold_manual_review,"relevance_status=ambiguous_identity_manual_review — employer identity/eligibility itself unresolved; no documented rule permits promoting this category. Google category ""Architecture firm"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found. [Reclassi",,needs_manual_review,manual_only,low,,
pilot-0137,Atelier Pierre Mouhanna,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site loads and displays 'Pierre Mouhanna' / 'ATELIER PIERREMOUHANNA' (via an Instagram link), matching the canonical name exactly, but is a sparse, placeholder-style page (mostly images plus an 'ENTER' link to main.htm) with no ",,needs_manual_review,manual_only,low,http://www.pierremouhanna.com/,
pilot-0138,Triception s.a.l,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). WebFetch failed with a DNS resolution error (ENOTFOUND) at time of check, so page content could not be confirmed directly. A follow-up WebSearch surfaced a live search-engine snippet titled 'Triception – Building your dreams' at",,needs_manual_review,manual_only,low,http://www.triceptionsal.com/,
pilot-0139,Chaccour Construction,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Direct WebFetch to chaccour-construction.com returned HTTP 403 (likely bot-blocking), so page content could not be read directly. However, a follow-up WebSearch strongly corroborates identity: search snippets describe 'Chaccour ",,needs_manual_review,manual_only,medium,https://chaccour-construction.com/,
pilot-0140,TSArchitects,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0141,XYZ Lebanon,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). WebFetch failed with an SSL handshake failure (SSLV3_ALERT_HANDSHAKE_FAILURE), so page content could not be confirmed directly. A follow-up WebSearch corroborates identity via an independent company profile describing 'XYZ Leban",,needs_manual_review,manual_only,low,http://www.xyz-lb.com/,
pilot-0142,Claude Verney @ ARCHIVERNEY,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site is live and explicitly confirms identity: displays 'Claude Verney @ ARCHIVERNEY', address '51-CENTRE ESPACE 2000- ZOUK MIKAYEL-LEBANON' (matches Maps address 'Espace 2000, Lebanon'), and notes the studio was founded by Raou",,needs_manual_review,manual_only,medium,https://archiverney.com/,
pilot-0143,MZ Architects,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site is live and prominently displays 'MZ Architects' (an exact, distinctive name match) with functional navigation (About, Projects, Publications, Awards, News, Contact) and current content, but the location text references 'Le",,needs_manual_review,manual_only,low,http://www.mz-architects.com/,
pilot-0144,Mag contracting,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0145,b stee;,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0146,Portemilio Hotel & Resort,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site is live and explicitly confirms identity: title 'Portemilio Hotel & Resort Lebanon | Luxury Seaside Escape', text 'Constructed on the waterfront of Jounieh, Portemilio Hotel and Resort', and footer address 'Kaslik Seaside R",,needs_manual_review,manual_only,medium,http://www.portemilio.com/,
pilot-0147,Serab Residencia,eligible_employer,verified,promote_now,"review_status=verified, website_verification_status=verified_official, careers_source_type=public_company_careers_page, automation_eligibility=suitable_public_html_subject_to_review, source_confidence=medium. No destination match, no unresolved internal duplicate.",,verified,suitable_public_html_subject_to_review,medium,https://serabresidencia.com/,https://serabresidencia.com/career/
pilot-0148,Holiday Suites Hotel & Beach Resort,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0149,Bay Lodge Boutique Hotel,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site returned HTTP 403 on fetch, not retried per budget. Independently corroborated as a real, currently operating 23-room boutique hotel in Jounieh via Kayak/Tripadvisor-style listings.",,needs_manual_review,manual_only,low,http://www.bay-lodge.com/,
pilot-0150,JOUNIEH SUITES BOUTIQUE HOTEL,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site returned HTTP 403 on fetch, not retried per budget. Independently corroborated as a real, currently operating 4-star hotel on Kaslik Main Road via Kayak listings.",,needs_manual_review,manual_only,low,http://www.jouniehsuites.com/,
pilot-0151,SUNRISE HOTEL,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Confirmed: name, Sahel Alma/Jounieh address, and phone (+961 9 900200) all match the Maps listing.",,needs_manual_review,manual_only,medium,https://sunrisehotellb.com/,
pilot-0152,Portaluna Hotel & Resort by Reston,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Confirmed: Jounieh/Haret Sakher address and phone (+961-9901777) match. Site brands itself simply 'Portaluna Hotel' while other listings say 'by Reston' - same entity, minor branding variation.",,needs_manual_review,manual_only,medium,http://www.hotelportaluna.com/,
pilot-0153,Monte Mare Hotel,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Confirmed: name, Ghazir/Jounieh sea-side-road address, and phone (+961 9 851 624) match.",,needs_manual_review,manual_only,medium,https://montemarelebanon.com/,
pilot-0154,"Lamedina Hotel, Beach & Resort",eligible_employer,needs_manual_review,hold_manual_review,review_status=needs_manual_review (relevance_status=eligible_employer). Confirmed: Jounieh/Haret Sakher seaside address and phone (+9619918484 matches Maps' +961 9 918 484) confirm identity.,,needs_manual_review,manual_only,medium,http://lamedinagroup.com/,
pilot-0155,Bel Azur Hotel Beach Resort,eligible_employer,needs_manual_review,hold_manual_review,review_status=needs_manual_review (relevance_status=eligible_employer). Same Jounieh hotel; site brands as 'Bel Azur Hotel' (Maps: 'Bel Azur Hotel Beach Resort') and lists a different contact phone (+961-9937752 vs Maps' +961 3 288 894) and a slightly different sub-address (Jounieh Port/Old Souk vs ,,needs_manual_review,manual_only,medium,http://www.belazur.com/,
pilot-0156,Beverly Beach Hotel,eligible_employer,verified,promote_now,"review_status=verified, website_verification_status=verified_official, careers_source_type=careers_landing_page_no_current_listings, automation_eligibility=manual_only, source_confidence=medium. No destination match, no unresolved internal duplicate.",,verified,manual_only,medium,https://beverlychainhotels.com/,https://beverlychainhotels.com/job-openings/
pilot-0157,Siena Hotel,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Connection reset on fetch, not retried per budget. Independently corroborated as a real, currently operating 4-star hotel (10 suites) near Casino Du Liban, Jounieh, via multiple travel-booking listings.",,needs_manual_review,manual_only,low,http://www.sienahotellb.com/,
pilot-0158,Germac Suites,eligible_employer,needs_manual_review,hold_manual_review,review_status=needs_manual_review (relevance_status=eligible_employer). Confirmed: Kaslik main-road location and phone (+961.76886655) match Maps listing exactly.,,needs_manual_review,manual_only,medium,http://germacsuites.com/,
pilot-0159,JCH Architects,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site confirms name 'JCH' / 'JCH Architects', phone +961 70 22 33 24 matches exactly, category architecture/interior design matches; address shown as Folda Street Adonis, near the Zouk area.",,needs_manual_review,manual_only,medium,https://jcharchitects.com/,
pilot-0160,Maroon Breidy - Spirit D Group,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Footer credits 'Maroon Breidy | Spirit D Group'; phone +961 9 636406 matches exactly; category architecture & interior design matches. Specific Kaslik/KBC center address not shown on the homepage, but the name and phone match ar",,needs_manual_review,manual_only,medium,https://www.spiritdgroup.com/,
pilot-0161,ANGELINI GROUP,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0162,platau | platform for architecture and urbanism,eligible_employer,needs_manual_review,hold_manual_review,review_status=needs_manual_review (relevance_status=eligible_employer). Site header/title exactly matches 'platau | platform for architecture and urbanism'; category architecture/urbanism confirmed. Phone/exact address were not visible in the fetched excerpt; independent WebSearch corroborates the f,,needs_manual_review,manual_only,medium,http://www.platau.info/,
pilot-0163,Le Royal Hotel Beirut,eligible_employer,needs_manual_review,hold_manual_review,review_status=needs_manual_review (relevance_status=eligible_employer). Name 'LE ROYAL HOTEL' and phone +961 4 555555 confirmed exactly; category (5-star hotel) confirmed. The specific Dbayeh address was not explicit on the fetched page but is independently corroborated by third-party travel sites (,,needs_manual_review,manual_only,medium,https://www.leroyal.com/le-royal-hotel-beirut,
pilot-0164,Cézanne,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). WebFetch returned HTTP 523 (origin unreachable) on the first attempt; not retried per budget rules. Independent WebSearch confirms a real, notable restaurant/guesthouse called Cézanne in a heritage building in Dbayeh, Lebanon (o",,needs_manual_review,manual_only,low,https://www.cezanne.com.lb/,
pilot-0165,Hotel Le Noble,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0166,Siwar,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0167,Warda وَرْدَة Lebanese Guesthouse,eligible_employer,needs_manual_review,hold_duplicate_or_alias_review,"Shares a normalized phone number with another candidate row (see duplicate-and-alias-review.csv) — could be the same company, co-located businesses, or coincidental reuse; not auto-merged.",,needs_manual_review,manual_only,medium,http://www.lebaneseguesthouse.com/,
pilot-0168,Grand Gabriel Hotel,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Name and location (Zouk Mosbeh area, Adonis-Jounieh) match; category boutique hotel/lodging confirmed. The phone number +961 70 154 222 was not visible in the fetched content, but the distinctive name plus location match is stro",,needs_manual_review,manual_only,medium,http://www.grand-gabriel.com/,
pilot-0169,Lebanon Hostel,eligible_employer,needs_manual_review,hold_duplicate_or_alias_review,"Shares a normalized phone number with another candidate row (see duplicate-and-alias-review.csv) — could be the same company, co-located businesses, or coincidental reuse; not auto-merged.",,needs_manual_review,manual_only,medium,https://www.lebanonhostel.com/,
pilot-0170,فندق لاغاسي,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0171,Residence De France,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0172,Hotel Nahr Al Janna,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0173,Perception Architectural Visualization,ambiguous_identity_manual_review,needs_manual_review,hold_manual_review,"relevance_status=ambiguous_identity_manual_review — employer identity/eligibility itself unresolved; no documented rule permits promoting this category. Google category ""Architecture firm"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found. [Reclassi",,needs_manual_review,manual_only,low,,
pilot-0174,Has architects,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0175,ITALABB sarl,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Site is currently 'under construction' with minimal content, but phone +961 4 546 159 matches exactly. Independent search confirms the full name (Italian Lebanese Architecture Building Bureau S.A.R.L), Dbayeh address, and archit",,needs_manual_review,manual_only,medium,http://www.italabb.com/,
pilot-0176,Design Engineering Partners,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Phone +961 4 404 304 matches exactly; site describes a multidisciplinary engineering/architecture/planning consulting firm, matching Google category and input categories.",,needs_manual_review,manual_only,medium,https://www.deppartners.com/,
pilot-0177,sarl BBB•hdQrtr•ceoJozefSaad,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0178,MATES s.a.r.l,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Phone +961 3 635 100 and address (Ste. Rita center, Dbayeh) match exactly. Business is swimming pools/water features/landscaping engineering, consistent with Google category 'Swimming pool supply store' rather than the batch's '",,needs_manual_review,manual_only,medium,http://www.mateslb.com/,
pilot-0179,Grey Pearls Suites,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Phone +961 71 550 001 and address (Fouad Chehab Bridge, Jounieh) match exactly.",,needs_manual_review,manual_only,medium,http://www.greypearlsuites.com/,
pilot-0180,The Rooms Boutique Hotel,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Phone +961 9 914 514 and address (Haret Sakhr, Sea Side Road, Jounieh) match exactly.",,needs_manual_review,manual_only,medium,https://www.theroomslb.com/,
pilot-0181,Princessa Hotel,eligible_employer,needs_manual_review,hold_manual_review,review_status=needs_manual_review (relevance_status=eligible_employer). Phone +961 9 831 333 matches (site also lists a second phone +961 3 322 142); location description matches Jounieh/Maameltein Main Road.,,needs_manual_review,manual_only,medium,http://www.princessahotel.com/,
pilot-0182,Pinewood Hotel,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0183,Marbella Hotel,eligible_employer,needs_manual_review,hold_manual_review,review_status=needs_manual_review (relevance_status=eligible_employer). Direct WebFetch to marbella.com.lb returned HTTP 403 Forbidden (likely bot-blocking); per task hard limits this was not retried. Independent web search corroborates marbella.com.lb as the hotel's official site with matching addr,,needs_manual_review,manual_only,low,http://marbella.com.lb/,
pilot-0184,Zett Hotel,eligible_employer,needs_manual_review,hold_manual_review,review_status=needs_manual_review (relevance_status=eligible_employer). Phone +961 70 467 468 matches exactly (site also lists two additional landlines); Jounieh location confirmed.,,needs_manual_review,manual_only,medium,http://www.zetthotel.com/,
pilot-0185,The Grand Factory,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Fetched the supplied Facebook URL (https://www.facebook.com/thegrandfactorybeirut/); the fetch returned truncated content that confirmed a page/business named 'The Grand Factory' exists but did not surface category, address, or ",,needs_manual_review,manual_only,low,https://thegrandfactory.com,
pilot-0186,Line Factory,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0187,UNIC Factory,eligible_employer,verified,promote_now,"review_status=verified, website_verification_status=verified_official, careers_source_type=careers_landing_page_no_current_listings, automation_eligibility=manual_only, source_confidence=medium. No destination match, no unresolved internal duplicate.",,verified,manual_only,medium,https://www.unic-cooler.com/,https://www.unic-cooler.com/employment.php
pilot-0188,Fashion Factory ME,eligible_employer,no_official_source_found,hold_insufficient_source,"review_status=no_official_source_found — relevance_status=eligible_employer suggests a plausible real business, but no official website/careers/domain evidence was found. lebanon.csv currently has zero rows in this status (0 precedent) — promotion policy decision required (see report item 4).",,no_official_source_found (policy decision pending — see report),manual_only,low,,
pilot-0189,All Brands Factory Outlet,eligible_employer,needs_manual_review,hold_manual_review,"review_status=needs_manual_review (relevance_status=eligible_employer). Phone +961 71 732 617 matches exactly; company is a multi-branch Lebanese discount/outlet chain founded 2016, consistent with Google category 'Outlet store'. Note: input address/city fields appear to be placeholder/corrupted dat",,needs_manual_review,manual_only,medium,https://allbrandsfactoryoutlet.com/,
